Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	stimulation
ABTB2	15.0234140704655	0.622853363261214	0.484014345982672	1.28684897138051	0.198146934161452	0.518665687124742	IFN_B1a
ABTB2	15.0234140704655	0.624170651059473	0.507420148627348	1.23008645350003	0.218664732258209	0.883694281480647	IFN_lambda2
ABTB2	15.0234140704655	0.214817093528264	0.469159416154332	0.457876547142772	0.647041137222012	0.915245581432245	IFN_y
ABTB2	15.0234140704655	-0.177057690705799	0.605465194014037	-0.292432484073882	0.769955974445676	0.958272806077891	IL_10
ABTB2	15.0234140704655	2.03155107784739	0.43914220392297	4.62618044838101	3.72470816851705e-06	0.000167432795075166	IL_13
ABTB2	15.0234140704655	1.86677866647836	0.444825803175219	4.19665103317541	2.70890836453802e-05	0.000639056109634196	IL_4
ADA	19.5589634495556	0.69134650934532	0.585220760701825	1.1813431029279	0.237466450877888	0.562388884424583	IFN_B1a
ADA	19.5589634495556	2.13973432332201	0.573254551872765	3.73260764582106	0.000189507665916377	0.0539338817198009	IFN_lambda2
ADA	19.5589634495556	0.433326558373107	0.573612437882244	0.755434383488846	0.44998838919479	0.814392997848164	IFN_y
ADA	19.5589634495556	0.370361334247303	0.630955041864219	0.586985299543742	0.557213579747608	0.91074717633504	IL_10
ADA	19.5589634495556	0.447317282080153	0.583636019216857	0.766431932491724	0.443419338570407	0.843705904687282	IL_13
ADA	19.5589634495556	1.10531497706895	0.574438049441681	1.9241674156913	0.0543336020019305	0.242983711365616	IL_4
ADAR	151.009401676598	2.83802529845597	0.217326465957875	13.0588112494595	5.66047690177924e-39	1.39277523767463e-36	IFN_B1a
ADAR	151.009401676598	0.365147301835412	0.243838674220604	1.49749543628612	0.134264392190519	0.782359448618227	IFN_lambda2
ADAR	151.009401676598	1.20891294812305	0.220458050197343	5.48364165899542	4.16658340340897e-08	2.80744389721697e-06	IFN_y
ADAR	151.009401676598	0.818189810725597	0.242153969177901	3.37879991603402	0.000728029732662266	0.0341526810672508	IL_10
ADAR	151.009401676598	0.728470859703238	0.227558636909511	3.20124460928686	0.00136835316290046	0.0224457931107356	IL_13
ADAR	151.009401676598	1.06350521650306	0.226432822421963	4.69678028621307	2.642944791325e-06	8.9215502224239e-05	IL_4
AIM2	16.3879730367228	3.49310921400349	0.493399422132902	7.0796783646467	1.44489418646806e-12	6.25451881642423e-11	IFN_B1a
AIM2	16.3879730367228	-0.117951411424702	0.626299079142569	-0.188330807680865	0.850617336393863	0.987267373478393	IFN_lambda2
AIM2	16.3879730367228	2.38412216154431	0.496153533518484	4.80521048522471	1.54588785011636e-06	7.77327786125675e-05	IFN_y
AIM2	16.3879730367228	-1.10976048359009	0.867842948607809	-1.27875727442432	0.200982543792104	0.676905292914688	IL_10
AIM2	16.3879730367228	0.62706788960462	0.545038654098025	1.15050168440318	0.249937300849632	0.714215697721289	IL_13
AIM2	16.3879730367228	0.0982500910164013	0.58052019322438	0.169244915445045	0.865604001917573	0.955743034745815	IL_4
ANKFY1	12.7031784913614	3.14609053356233	0.623131666884989	5.04883751019991	4.44506605394112e-07	9.27709098311372e-06	IFN_B1a
ANKFY1	12.7031784913614	0.285592817743609	0.722501196339836	0.395283522283992	0.692633658655362	0.977630730344281	IFN_lambda2
ANKFY1	12.7031784913614	0.779330478678644	0.646207768271886	1.20600605090644	0.227815157336673	0.656551980382592	IFN_y
ANKFY1	12.7031784913614	0.269200281766912	0.745778514878441	0.36096545609227	0.718125270586454	NA	IL_10
ANKFY1	12.7031784913614	-0.118609089719787	0.689925841756996	-0.171915708241529	0.863503797055677	0.972340249616123	IL_13
ANKFY1	12.7031784913614	-0.620832008512909	0.731893753794281	-0.848254279114138	0.396296374246398	0.7074043619394	IL_4
ANKRD22	13.7060671627465	4.15911918439916	1.10822865929551	3.75294317604372	0.000174770482587485	0.00229399994907655	IFN_B1a
ANKRD22	13.7060671627465	1.95899326924362	1.19587186977363	1.63812973509816	0.101394633283769	0.732747304920524	IFN_lambda2
ANKRD22	13.7060671627465	6.09097307309211	1.08404400814893	5.61875074010402	1.92343106821597e-08	1.50698587646967e-06	IFN_y
ANKRD22	13.7060671627465	1.27988671694845	1.34706495316586	0.950129920565803	0.342046241698189	NA	IL_10
ANKRD22	13.7060671627465	2.48544170882264	1.14584092015041	2.16909840198096	0.0300752140015993	0.223177183265836	IL_13
ANKRD22	13.7060671627465	3.10852956370481	1.13192911431721	2.74622281942091	0.00602858038080783	0.0517768324764819	IL_4
ANXA1	70.0068604357665	1.14389555952782	0.318873830100726	3.58729833416085	0.000334121965195265	0.00417652456494081	IFN_B1a
ANXA1	70.0068604357665	0.614026920588365	0.33666873381428	1.82383113998072	0.0681776045495773	0.650119643021209	IFN_lambda2
ANXA1	70.0068604357665	0.19738720933666	0.320120181241835	0.616603453649627	0.537496315982922	0.850951639354542	IFN_y
ANXA1	70.0068604357665	0.258473610034171	0.355652298850519	0.726759283911749	0.467373429440572	0.862971653645627	IL_10
ANXA1	70.0068604357665	1.97805693688567	0.30849435473654	6.41197126143514	1.4364992099219e-10	2.2385446021283e-08	IL_13
ANXA1	70.0068604357665	2.47870823317441	0.307144148926578	8.07017891057707	7.01952315692055e-16	1.71441530279612e-13	IL_4
AP5B1	55.3554199793674	2.1987947811287	0.261597816285108	8.40524899004621	4.26954794773954e-17	2.55899187893364e-15	IFN_B1a
AP5B1	55.3554199793674	-0.0368528411510252	0.305538897199744	-0.120615874079472	0.903995294945586	0.990652359432139	IFN_lambda2
