id	Macs_IFN_B1a_Macs_IFN_y	Macs_IL_10	Macs_IL_4_Macs_IL_13	DCs_IFN_B1a	DCs_IFN_B1a_DCs_IFN_y	DCs_IL_10	Monos_IFN_B1a_Monos_IFN_y	Monos_IL_10	Monos_IL_4_Monos_IL_13	PMNs_IFN_B1a	PMNs_IFN_B1a_PMNs_IFN_y	PMNs_IL_4_PMNs_IL_13	P.value	Correlation	RMSE
TCGA-32-2616	0	0.159228923332846	0	0.231859633683571	0.316915770218175	0	0	0.0254792087392497	0.0709418860608478	0.19557457796531	0	0	0.78	-0.0406977774485413	1.21870464783504
TCGA-32-2632	0	0.0888997575566084	0	0	0.820023676303567	0	0	0.0626222896158157	0	0.0284542765240087	0	0	0.45	0.0201783918854043	1.18700662102604
TCGA-32-2634	0	0.112644347349719	0	0	0.707316571028028	0	0	0.0437017087853555	0.136337372836898	0	0	0	0.72	-0.0360401993298051	1.19809289528821
TCGA-32-2638	0	0.0727159332206083	0.160895546313275	0	0.618342330594771	0	0.000415377128379109	0.0639900524224892	0	0	0.0836407603204773	0	0.53	-0.000925130569221605	1.19687409995521
TCGA-32-4213	0	0.152728786258554	0	0.00994605180240549	0.720593169663279	0	0	0.0250700079797539	0.0916619842960071	0	0	0	0.25	0.088362847260243	1.16325172569668
TCGA-32-5222	0	0.0755886547178642	0	0.145903008984516	0.415265765328192	0	0	0.0407879526139277	0.0558712037503433	0.266583414605157	0	0	0.78	-0.0413431425399894	1.17980281422481
TCGA-41-2571	0	0.10222744217608	0	0	0.706583897292042	0	0	0	0.137704418207814	0	0.0534842423240642	0	0.82	-0.0469350316016131	1.19873357715687
TCGA-41-2572	0	0.043441458775116	0	0	0.722576914372482	0	0	0.0659029573017978	0.0242103390738359	0	0.143868330476768	0	0.4	0.03110642033005	1.1558526730383
TCGA-41-3915	0	0.194800075782315	0	0	0.648325903001252	0	0	0	0.156874021216434	0	0	0	0.5	0.00626833978463057	1.22003335785712
TCGA-41-4097	0	0.0945688582483631	0	0.0841236196501755	0.573779381372174	0	0	0.042490865199003	0.205037275530284	0	0	0	0.66	-0.017876910165696	1.16207126189142
TCGA-41-5651	0	0.0326479048070461	0.0382097892144814	0.15238944688154	0.5622844111785	0	0	0	0.214468447918433	0	0	0	0.88	-0.0600346773544531	1.15864675593993
TCGA-76-4925	0	0.201496607981529	0	0.241719733327397	0.222755098685141	0	0	0	0.0542300070151028	0.279798552990831	0	0	0.72	-0.0359519491934637	1.23933967436123
TCGA-76-4926	0	0.0753588416172507	0	0	0.632572909612491	0	0	0.0338123368841235	0.0405655273556954	0.21769038453044	0	0	0.67	-0.0270809397145502	1.1809112074883
TCGA-76-4927	0	0.093907725600153	0	0	0.731073189287434	0	0	0.0430509067137913	0.131968178398621	0	0	0	0.56	-0.00549060110459027	1.17393468882711
TCGA-76-4928	0	0.0952000259985094	0.0122367843931231	0.141918190912402	0.258478806591556	0	0	0.0315125752163624	0.309932221972465	0.150721394915582	0	0	0.69	-0.0296466626414339	1.12998036395307
TCGA-76-4929	0	0.0983337897978838	0.00537421931638936	0.365171478781711	0.168163807172656	0	0	0	0.227714652160899	0.135242052770461	0	0	0.81	-0.0445752982532423	1.15907516707321
TCGA-76-4931	0	0.0865987040645208	0.0511866794829042	0.131114196741954	0.395716076919932	0	0	0	0.194640073854711	0.140744268935979	0	0	0.89	-0.0638123850256685	1.17228880763525
TCGA-76-4932	0	0.0843777479013215	0.0264677754183814	0.0113359023010778	0.506543471963093	0	0	0.00982580292268727	0.101259820014597	0.260189479478842	0	0	0.88	-0.0583413807828355	1.1853625647292
TCGA-CS-4938	0	0.153579520050903	0	0.150818010081335	0.58291949947538	0	0	0.0661998494564745	0	0	0.0464831209359077	0	0.52	0.00150699711206976	1.23131830471698
TCGA-CS-4941	0	0.172102580382394	0.0629736691207158	0.262579798248311	0.351923754439244	0	0	0.0406282670218125	0	0.109791930787524	0	0	0.67	-0.0262500863488769	1.25350219422249
TCGA-CS-4942	0	0.294224059696729	0	0.273520845080317	0.310813160392422	0	0	0	0.079770584445774	0.0416713503847586	0	0	0.66	-0.0215259820524058	1.32190858444686
TCGA-CS-4943	0	0.0105159783248125	0.178994632556325	0.278322395294962	0.137880563454432	0.0131817846369935	0	0	0.14615096913034	0.234953676602135	0	0	0.95	-0.090616989251723	1.16089945487939
TCGA-CS-4944	0	0.160976144428168	0	0.0791741225457039	0.596342420337334	0	0	0.0449973572311688	0.0670916949299568	0	0.0514182605276686	0	0.61	-0.0106330629174869	1.22465337576018
TCGA-CS-5390	0	0.137593935211535	0	0	0.754560105432354	0	0	0.0317128092319197	0.0761331501241913	0	0	0	0.85	-0.0525222453814263	1.23928290617868
TCGA-CS-5393	0	0.208560646443672	0	0	0.638399215616314	0	0	0.0261623251631301	0.0586427622234619	0.0682350505534223	0	0	0.67	-0.0267351886322378	1.26186052971959
TCGA-CS-5394	0	0.0633583545708753	0.245189155889871	0	0.398598286227612	0	0	0	0.206968406100335	0.0858857972113072	0	0	0.91	-0.0743198000410128	1.18332453507648
TCGA-CS-5395	0	0.207100915992463	0	0.155585139266976	0.442651614645621	0	0	0.0397859912056629	0.0741354305158042	0	0.0749771975160361	0.00576371085743704	0.76	-0.0392785048726521	1.26367002991745
TCGA-CS-5396	0	0.268691008513701	0	0.0705941884720527	0.556467714622965	0	0.0178037379278298	0	0.0748381078872843	0.0116052425761673	0	0	0.82	-0.0475504406705306	1.32327414324274
TCGA-CS-5397	0	0.076566255501514	0	0	0.762924003450202	0	0	0	0.119997787304382	0.0405119537439027	0	0	0.82	-0.0478185094189337	1.19006051343915
TCGA-CS-6186	0	0.113593587408069	0	0.452049575539187	0.349911383887892	0	0	0	0.084445453164853	0	0	0	0.77	-0.0397197160603442	1.22097320237576
TCGA-CS-6188	0	0.161245334464289	0	0.0630683693890218	0.557150464341789	0	0	0.0485704307147309	0.0767910845762076	0	0.0931743165139615	0	0.69	-0.0301185119505219	1.22934490588107
TCGA-CS-6290	0	0.193449454730889	0	0.0320204732759623	0.562807354774266	0	0	0.0301048061114804	0.0277293547649478	0.142660754596449	0	0.011227801746006	0.51	0.00322014554952619	1.22907053694125
TCGA-CS-6665	0	0.128089443909879	0	0.460046705354875	0.113426222273292	0	0	0	0.0261476222448567	0	0.114208986534865	0.158081019682232	0.66	-0.0222410299506984	1.18440556282067
TCGA-CS-6666	0	0.0607175416479783	0.0436626641214401	0	0.531032931873853	0	0	0	0.364586862356728	0	0	0	0.82	-0.0498038380332511	1.13383749962556
TCGA-CS-6667	0	0.18290550703605	0.058997804995893	0.167044869542188	0.496581479269049	0	0	0.0384501539880559	0.0560201851687639	0	0	0	0.67	-0.0243191910084006	1.26257553472754
TCGA-CS-6668	0	0	0	0.326401552803107	0.0332272205509291	0.389941336688333	0.143199644140426	0	0	0.107230245817205	0	0	0.89	-0.0645575963061539	1.14596065222066
TCGA-CS-6669	0	0.136149097006943	0	0.0670525916064688	0.537294073632267	0	0	0.0546767725578741	0.204827465196447	0	0	0	0.7	-0.0329639618202366	1.19003678198085
TCGA-CS-6670	0	0.194868545968992	0	0	0.657020442696215	0	0	0.0662309828612482	0.0818800284735451	0	0	0	0.35	0.0408295109731468	1.21487222045175
TCGA-DB-5270	0	0.201522091354303	0	0.00266174808950828	0.575143432152813	0	0	0.0404524170249211	0.180220311378455	0	0	0	0.57	-0.00643049017053773	1.22166643436498
TCGA-DB-5273	0	0.187897293650534	0	0.28545726233144	0.327972167927984	0	0	0.0273049754327357	0.0492733214690674	0.122094979188239	0	0	0.71	-0.0337918997055811	1.24705444126322
TCGA-DB-5274	0	0.106832240732055	0.0285751017836328	0.0371814324739556	0.593414274655016	0	0	0.0188260894752885	0.215170860880052	0	0	0	0.51	0.00565786544882107	1.1575276134266
TCGA-DB-5275	0	0.202315762889673	0	0.152868107084914	0.43104451584302	0	0	0.0431429137272945	0.170628700455099	0	0	0	0.26	0.0725134051922874	1.17886913721461
TCGA-DB-5276	0	0.204555229041691	0	0.110648648961998	0.444750020867016	0	0	0.043418823521658	0.0781908484624118	0	0.112920044345639	0.00551638479958684	0.61	-0.0106317859400467	1.24054512679008
TCGA-DB-5277	0	0.11721610134205	0	0	0.618853008783551	0	0	0.026628901241641	0.0386988684763138	0.198603120156445	0	0	0.89	-0.0656645231035274	1.22128879164307
TCGA-DB-5278	0	0.128646839793427	0	0.159304412770904	0.579752935109507	0	0	0.0514372628250375	0.0808585495011251	0	0	0	0.82	-0.0469161725145326	1.22720358405011
TCGA-DB-5279	0	0.101529210358358	0	0.566800740765095	0	0	0	0	0.195414046083379	0	0.136256002793168	0	0.81	-0.0454579517437552	1.17666702712245
TCGA-DB-5280	0	0.182116164687455	0	0.134905653316899	0.333033715267132	0	0	0.0255210123649965	0.0929998559767217	0.221845988060191	0	0.00957761032660461	0.87	-0.0542855282298425	1.22740902961609
