GeneSymbol	GSM1249177	GSM1249178	GSM1249179	GSM1249180	GSM1249181	GSM1249182	GSM1249183	GSM1249184	GSM1249185	GSM1249186	GSM1249187	GSM1249188	GSM1249189	GSM1249190	GSM1249191	GSM1249192	GSM1249193	GSM1249194	GSM1249195	GSM1249196	GSM1249197	GSM1249198	GSM1249199	GSM1249200	GSM1249201	GSM1249202	GSM1249203	GSM1249204	GSM1249205	GSM1249206	GSM1249207	GSM1249208	GSM1249209	GSM1249210	GSM1249211	GSM1249212	GSM1249213	GSM1249214	GSM1249215	GSM1249216	GSM1249217	GSM1249218	GSM1249219	GSM1249220	GSM1249221	GSM1249222	GSM1249223	GSM1249224	GSM1249225	GSM1249226	GSM1249227	GSM1249228	GSM1249229	GSM1249230	GSM1249231	GSM1249232	GSM1249233	GSM1249234	GSM1249235	GSM1249236	GSM1249237	GSM1249238	GSM1249239	GSM1249240	GSM1249241	GSM1249242	GSM1249243	GSM1249244	GSM1249245	GSM1249246	GSM1249247	GSM1249248	GSM1249249	GSM1249250	GSM1249251	GSM1249252	GSM1249253	GSM1249254	GSM1249255	GSM1249256	GSM1249257	GSM1249258	GSM1249259	GSM1249260	GSM1249261	GSM1249262	GSM1249263	GSM1249264	GSM1249265	GSM1249266	GSM1249267	GSM1249268	GSM1249269	GSM1249270	GSM1249271	GSM1249272	GSM1249273	GSM1249274	GSM1249275	GSM1249276	GSM1249277	GSM1249278	GSM1249279	GSM1249280	GSM1249281	GSM1249282	GSM1249283	GSM1249284	GSM1249285	GSM1249286	GSM1249287	GSM1249288	GSM1249289	GSM1249290	GSM1249291	GSM1249292	GSM1249293	GSM1249294	GSM1249295	GSM1249296	GSM1249297	GSM1249298	GSM1249299	GSM1249300	GSM1249301	GSM1249302	GSM1249303	GSM1249304	GSM1249305	GSM1249306	GSM1249307	GSM1249308	GSM1249309	GSM1249310	GSM1249311	GSM1249312	GSM1249313	GSM1249314	GSM1249315	GSM1249316	GSM1249317	GSM1249318	GSM1249319	GSM1249320	GSM1249321	GSM1249322	GSM1249323	GSM1249324	GSM1249325	GSM1249326	GSM1249327	GSM1249328	GSM1249329	GSM1249330	GSM1249331	GSM1249332	GSM1249333
CCR10	19.5398	1.486957	24.43431	5.246294	0.6007962	3.394244	29.16099	24.51733	42.09781	-5.452507	69.30745	89.81243	52.81243	87.6289	3.605896	18.56766	18.34334	22.97622	72.275	49.36133	32.23543	8.248607	37.95564	10.46263	17.70695	56.40065	17.73032	65.79369	65.56345	11.5572	23.53051	1.250232	-23.68097	71.37769	51.80231	14.84928	30.78423	27.75913	19.8745	88.54051	45.2804	21.38592	23.08231	26.62497	-1.756569	21.11118	33.97683	37.49621	18.35215	31.27646	38.44262	24.74375	95.51317	13.1263	37.80078	60.88189	74.47808	64.30761	-6.581222	49.72551	29.89402	43.42519	43.83177	23.89338	2.175908	14.89808	-4.612965	10.43044	18.14752	85.76923	31.23972	-3.197325	98.30576	29.01752	10.28827	4.30815	4.452216	10.04062	20.69033	3.011499	10.4771	57.68851	23.07931	30.85781	7.934242	7.745842	62.77229	17.2672	50.50466	48.72919	17.01644	23.91694	48.4951	30.0902	25.71313	43.02131	42.50652	2.175908	32.12446	13.23584	45.18511	34.02005	27.07493	29.82667	-0.6239	19.10428	22.24022	41.01691	34.17549	21.96907	53.01027	3.426377	28.22375	60.82034	17.63289	21.1518	4.100395	19.99118	16.39931	24.18259	9.297599	12.21832	29.19254	7.398388	15.20132	9.480358	17.01332	16.22311	41.39325	28.51794	13.77715	55.91644	144.7425	23.29021	23.26988	85.397	52.03738	30.43832	29.14871	0.4201142	11.97869	6.047247	55.39994	33.54223	42.08764	24.95211	53.26646	28.3963	5.468725	6.175617	27.96039	15.91509	4.474704	365.4831	47.5848	19.76184	5.43837
CCR2	506.5935429	274.8512628	330.3264168	741.05904617	691.1630173	376.00780999	486.3384386	410.8883758	500.6952312	473.54367664	460.2673178	412.4411402	285.1384619	517.2048263	383.51271115	404.256191	271.986801	726.0626522	500.397853	445.0384966	269.689663832	232.1656684	322.3379688	668.04331234	266.3992117	285.5837635	237.1316758	154.4538594	280.7406733	298.4921611	260.0329196	1085.00412763	377.4333161	279.8530606	315.5499476	213.8176537	500.1510549	487.5815366	388.6298552	537.9265437	657.6833724	1146.4736646	960.5818439	851.283125333	626.0015418	608.7709916	621.660035	613.2060794	435.1374606	652.879914	356.7930303	614.2190925	282.79726319	547.56490164	436.793211	609.6763129	364.1764903	256.097262	447.1745067	384.189856	357.1169833	638.5974471	349.377891	402.100588	547.3046975	397.8880055	406.1476711	437.0106441	301.2010393	683.1993707	501.3504985	221.4660141	562.0245194	344.7397446	390.8730594	265.7842515	271.352222	406.5876893	323.183906	276.4021573	245.6572181	364.181437	543.5836885	343.8159032	260.148176	354.87780417	358.2595693	245.0634228	463.2175549	356.4276455	166.9252996	231.1267752	251.7937396	300.2156792	272.3117027	255.2107029	270.261064	186.2067631	151.8327693	230.630985	302.1634606	279.3358433	168.0461622	293.7349808	292.5563576	545.56046443	343.3021017	229.65828886	359.3770002	408.252865	354.1426989	245.5457061	326.3494082	395.1869267	250.5553544	403.446135	297.2271271	217.0089514	344.5658934	232.8132931	438.9814278	244.107826	311.5991654	257.8529308	490.1073118	259.646958073	290.6615404	264.5459616	375.0060391	602.6894759	243.982171	211.9047934	391.7859576	300.615749	288.8148121	180.5999917	510.7704844	307.2006033	443.7385231	238.91420163	294.3399276	327.0032196	243.73394215	796.0792729	378.16099118	269.070074	323.056694	153.5579645	433.6342242	347.7759456	350.4406488	507.374689	542.1649451	527.6244667	318.846929	367.3002148	221.976012
CCR3	180.874775	55.3391	427.11232	15.481435	258.292875	29.551085	45.57728	46.334025	115.66356	3.934925	284.221585	430.254935	216.82345	18.767215	56.130615	28.084955	-9.781965	127.39577	21.7308	1.72255	431.15041	268.68207	143.4809	62.066025	134.220495	46.30013	205.57381	113.010755	6.28461	11.97209	1099.6999	97.17253	1025.43476	26.450835	238.655735	82.21607	50.47939	175.04662	27.812155	57.654295	3.97512	134.921975	157.403957	68.634315	298.728215	40.159245	24.78406	91.5338	5.6381	-11.42798	9.58718	170.68562	285.016985	21.194345	108.801975	150.263045	86.26722	416.190355	17.921605	454.56887	652.9647	1686.83391	695.21115	22.502375	39.558115	32.82046	141.984915	345.9494	400.999575	78.46191	224.346405	257.24388	180.44862	134.168855	243.11816	237.691355	351.61651	72.783905	10.58746	81.23931	158.126465	117.33496	489.044035	569.112265	31.04087	406.66591	125.6374	768.966795	67.187485	104.367285	357.56156	1165.79517	727.15992	215.96786	307.883645	1071.08224	529.63377	1716.898045	825.515365	827.951795	860.02582	703.09362	248.216447	317.86794	79.006215	-4.049605	29.214115	82.8184	53.512605	1182.68606	174.739305	82.20352	888.589865	137.805785	108.92644	83.61175	31.426065	220.89711	392.457115	408.42912	238.388385	24.068035	214.726555	394.083125	36.22396	150.32936	385.414325	298.594265	52.64225	41.819195	58.850645	216.932185	121.83736	116.33218	22.135105	91.834095	275.752675	95.964265	253.28059	301.79026	9.8227	301.245015	56.351795	345.030095	462.151365	0.847304999999999	399.814025	-6.806095	222.57598	148.98889	111.0471	157.4764	240.36344	23.01337	12.293885	60.12309	237.431815
CCR5	-2.377405	2.0303818	-6.457232	-20.09172	-10.3441635	-1.990335	-6.252795	-12.5570455	4.93819	0.83066	-7.298858	-17.5937225	-21.17885	-8.787065	-6.969036	-4.970181	-12.896158	-18.142957	-7.4120805	-8.4280535	-4.52318	13.36712	-3.32881565	-7.4622145	-7.8302115	8.10728	-5.462311	-10.5993395	-16.705705	6.089464	-18.431908	-11.102248	-2.727368	-19.64116	-12.107487	-21.77617	-12.232964	3.323966	-8.06321	-16.0626815	-16.059505	-14.688646	5.1897754	-18.593145	-20.930553	-3.3877015	-5.6491095	-3.450074	-9.831012	-7.3660775	-6.4529755	3.2168315	-17.505715	-4.9765	-17.51358	6.686276	-13.252549	-8.669161	-3.981195	8.131645	-14.6775735	-16.679495	-16.466645	-13.080635	0.7564095	3.38402	-2.46498	-14.11572	17.2109925	-9.285805	-9.514594	-3.7051355	-20.098015	-5.83584	-14.94021985	7.6801595	-4.450765	-8.820474	-0.604683	-3.5015525	-7.0140445	-3.615284	-6.4162275	-7.6474455	-24.50177	5.6663545	-3.237769	2.711462	-7.211098	-16.012145	-8.217242	-11.004059	-13.0327495	-12.876364	-9.1504055	-8.2840623	-21.758695	-17.538765	-12.1236405	-14.3601375	4.919945	-1.59966	3.799865	-12.2806155	-3.2715154	-8.40026	-12.1914855	-8.6311313	5.8888095	18.8000395	-12.415403	-6.4318795	-9.597433	-10.9632857	-20.973225	-11.315146	-7.5933685	-24.86728	-4.215795	-0.839550999999999	-14.261735	-9.8827855	1.90287	2.133279	1.387969	-13.47941	-17.665059	-19.48525	-22.5554	2.022565	4.6760965	3.6312924	-5.04019	-9.665585	2.3961845	-1.851414	-16.49314	-8.735815	-11.4365785	-5.14071895	-20.396605	4.893906	2.93321	-13.0613175	-6.400695	-13.99815445	-17.465925	-11.4600455	-4.731846	-20.167915	-3.8787245	4.216345	-24.330795	-14.380248	0.3085695	6.03285	0.42726
CCR6	15412.26083	15034.7542159	16720.3267926667	16067.4168136667	17149.5188843333	16267.3582566667	18068.2894346667	16170.9339123333	16190.9201913333	15563.2654853333	14547.364169	14561.69121	9407.667397	14367.1965033333	16863.00934	15451.534884	13958.1511066667	15250.67881	14079.5694	15257.5209166667	17253.18852	16855.4230033333	15486.23454	13357.1190666667	16114.029068	17903.4900433333	16204.792905	18272.1982566667	16743.3236466667	17163.1401966667	18647.106173	15964.6845846667	18218.691287	16498.7667303333	15859.319801	14418.1223266667	16906.692331	16724.9804263333	13168.6400563333	13813.10075	14076.7300566667	16819.423639	17031.73124	17175.0312433333	17108.5877816667	17436.720868	14926.0217486667	15466.9428823333	13872.2959833333	16329.0981446667	15947.51095	16431.640441	16949.69411	15258.8229677967	17450.7829103333	17264.3259666667	18199.9164533333	15168.4393926667	16627.4343396667	14964.88161	16302.9142433333	13226.4055833333	17126.6614733333	14428.78934	16457.7621433333	16818.4880833333	16730.0899106667	17573.4686123333	16744.585283	13877.906525	14887.1532333333	17233.11761	17387.7516773333	14620.649357	11308.1734966667	17417.4124733333	16939.8648766667	16721.64864	16610.9958573333	16761.5639746667	15904.03174	15274.6257	16743.6611143333	15408.58711	17165.8417866667	17039.6016553333	14277.87443	15806.3278256667	17293.7556266667	14812.9319233333	17663.44514	18135.877351	15239.0789933333	16351.47437	18058.84122	15489.9359766667	16309.8837966667	16575.0470166667	17706.0589233333	16813.1138133333	15559.7008746667	16041.6694833333	17238.4020133333	16348.4098016667	14412.9345966667	15715.2031933333	15873.0184233333	15533.8624	15812.8274206667	14047.0394733333	14808.99369	16485.7939866667	18987.4463366667	15611.3769466667	15544.4502613333	13961.7177366667	16422.7515333333	13567.84539	15774.8256666667	14445.4330933333	17356.3399003333	17054.0948733333	15587.5882866667	14144.0636286667	15846.01009	15686.25598	16535.64869	16539.4875866667	16499.1786365667	16159.3853346667	16934.7410433333	17317.5345066667	16436.2666533333	15856.48981	15619.674481	17840.6769023333	14576.2346533333	17061.4799066667	15016.9978573333	17217.3751406667	17895.2255596667	16048.18689	15754.9379213333	17113.9600226667	16095.3827366667	16554.551118	13813.22923	17054.8940843333	17087.2613663333	15424.3078266667	14578.25235	16325.6164633333	17325.64932	18867.0883	16689.8449	13505.9336266667	17284.682183
CCR7	1098.234	4715.123	1270.207	2669.444	855.245	654.3592	2764.476	804.4993	4724.271	872.5464	7770.979	5852.381	8139.71	3852.227	6033.43	2893.933	9043.518	5591.253	2591.479	6608.259	4587.527	3369.299	6918.276	3429.088	6672.884	8030.399	7183.906	5602.522	11067.02	2577.055	8320.21	9752.071	6117.405	6547.385	12170	8607.22	2475.348	4304.164	6902.457	3449.982	2106.009	2942.971	1432.188	2700.976	4617.459	3455.358	5171.911	3746.926	4890.745	1067.451	1110.996	4965.376	8355.633	5671.439	5403.754	6039.124	6837.28	9146.746	3612.391	7130.745	5690.437	4666.403	8745.185	4368.384	856.7725	3919.981	1272.522	1528.208	7139.813	3082.654	1030.039	848.0988	1422.684	3192.101	6253.869	3505.069	5988.151	735.3688	778.983	4099.463	1163.954	4242.292	3100.873	1888.973	2783.152	3346.018	10035.68	8228.953	6371.94	8483.758	9082.295	6768.427	11717.32	7841.175	11426.49	9576.352	10249	12144.76	9921.632	9859.387	8646.521	11147.26	11446.19	6020.071	659.0812	1701.149	9501.604	10815.12	3974.931	4904.913	5360.626	637.6821	6000.704	7891.932	2232.629	5028.452	6711.197	13955.91	1685.723	8990.12	3189.886	1785.346	2454.238	3539.608	2821.039	950.1913	9487.376	5795.333	2379.781	1556.711	8903.78	7130.745	6727.994	11167.73	478.7835	5591.253	5654.796	7851.547	6013.38	4909.564	3480.656	1267.855	9055.855	5420.448	8072.939	8532.604	10035.68	1767.252	2049.427	8390.199	5311.241	3772.294	5684.628	6337.689	10282.48	3798.748	5081.131
CD14	28948.91	13771.363	28183.19	38652.445	18886.0445	24839.063	19496.3435	29546.235	17880.3415	31474.99	16419.4175	21872.889	6440.6815	13156.746	14222.32	17705.763	13292.7355	30024.185	15423.129	6455.933	6357.157	6418.704	15369.4415	29389.035	8740.71	14086.537	9227.8925	3890.8865	6692.3465	11276.3265	10315.9545	29734.485	9948.099	10203.744	18896.664	13066.004	27716.31	16763.913	14033.325	23466.35	23707.5785	18523.841	26193.278	31700.505	25878.675	15443.513	12497.5175	21439.491	7232.1685	21361.215	25599.86	19319.535	9604.6215	28763.1	31631.68	20249.7485	11629.9685	10732.594	13642.893	12266.438	15893.007	9641.5945	14200.8185	15163.7645	19777.1625	12171.383	16256.7465	33388.97	8139.054	9392.5685	38139.775	22212.5075	17409.282	33663.42	14564.927	10633.667	14627.091	13149.555	31482.335	5307.7685	21671.3415	13856.041	32981.92	13857.092	11177.944	13981.1055	11152.64	10621.366	21439.8975	16898.4485	7453.663	14407.383	11759.707	12729.993	11268.5685	12366.9015	11501.754	9090.16	6713.88	13581.856	13429.1115	12434.9965	14868.5055	9207.482	22834.698	16256.5705	13710.216	13321.0605	16409.6855	5288.855	14634.785	16363.3425	23531.193	10049.798	10600.905	14577.4925	7644.1765	7168.0815	9796.662	9675.1485	14626.353	9915.197	16993.972	9440.87	36837.08	14093.6655	12036.3	17168.2895	17045.2845	24181.219	17683.6215	11995.302	21692.581	20789.045	14688.999	12477.92	12220.172	11413.495	16529.042	15182.6235	16645.609	16876.282	6970.1305	26594.035	12755.916	17897.392	11998.8695	12943.576	14992.5465	14411.5115	6368.885	9752.7725	15554.7115	22788.4865	10416.1835	11444.8275	6663.2255
CD160	432.7791	462.6657	880.3514	411.9125	175.8678	471.113	857.2741	184.8779	1038.756	19.38823	563.5116	337.5659	1057.358	653.4638	573.6154	148.3586	577.5799	193.1627	523.709	888.0864	476.1291	90.52764	353.27	244.8968	297.2945	1261.942	599.1066	145.6117	576.0465	1390.259	1425.829	179.2201	643.0997	773.0856	363.4231	108.3271	95.24152	592.2379	350.8475	155.109	316.7416	279.0524	213.0439	88.86443	187.3293	179.7637	234.2035	652.7366	261.9766	43.82148	68.59304	288.2716	635.1896	212.8413	520.1442	173.1538	753.161	739.8787	746.7402	622.4611	302.503	938.2449	425.6105	405.4324	468.0388	1132.661	969.9699	767.2452	448.9222	564.7308	584.127	495.0424	521.6533	1684.918	1704.737	437.9888	861.7335	1816.488	979.9543	1546.259	1473.243	1262.438	612.5472	2658.747	509.1786	933.8967	1260.163	566.2592	165.4727	795.0815	745.9031	575.4299	1003.073	1270.764	285.6902	450.6443	549.2007	431.0284	707.8322	359.9836	446.3535	444.6306	443.1236	816.6538	123.2155	545.4456	558.2068	777.2855	2791.468	573.1412	1005.948	1011.727	340.3486	954.7096	607.1034	344.9722	516.8806	563.8235	512.4935	412.6057	600.9601	1543.709	623.5883	1811.961	277.9031	1384.941	732.9046	846.3705	327.1093	639.7375	712.8177	957.9733	611.2601	762.3364	2855.463	773.0856	1918.218	617.4185	1035.362	2646.451	1052.316	735.762	1039.764	379.4474	618.9446	344.2375	131.3867	1896.384	1240.236	288.6342	835.6058	837.5428	200.2932	315.5035	426.4279	780.0763	727.7706
CD163	631.02917	288.86074	299.32515	1081.94236666667	904.5122	804.927466666667	271.077436666667	1751.13776666667	306.365426666667	1165.63403333333	228.504626666667	433.3775	194.223226666667	381.469833333333	445.657366666667	406.01543	335.262936666667	673.086933333333	583.281	145.049606666667	140.756736666667	158.822063333333	402.9153	1778.52426666667	222.913226666667	276.127033333333	275.417936666667	117.202876666667	253.508163333333	101.01725	310.117976666667	1718.7673	266.93382	270.606073333333	352.191533333333	609.993066666667	873.537766666667	730.4168	496.215766666667	262.044698666667	900.4546	832.4273	3100.039	1218.91516666667	590.6626	497.339366666667	555.813233333333	531.0874	393.430066666667	1355.47256666667	1395.30043333333	423.579026666667	231.65579	1145.2358	399.991766666667	419.577166666667	192.24208	178.79155	358.44214	486.457966666667	314.542796666667	324.59006	290.566103333333	464.34514	736.3471	670.148766666667	461.537633333333	1468.3759	261.102566666667	350.566866666667	1427.43486666667	305.592123333333	491.2753	587.0917	314.155766666667	319.729423333333	347.1802	332.118093333333	645.038233333333	177.917326666667	232.632376666667	426.496286666667	504.702633333333	200.53593	425.513723333333	918.708133333333	384.258693333333	171.6206	754.2833	376.333833333333	105.162413333333	221.600593333333	205.13911	212.627743333333	264.596476666667	268.51369	220.654456666667	243.745016666667	119.865903333333	213.12199	418.507723333333	240.403553333333	230.41418	233.558603333333	567.000443333333	424.190743333333	374.077906666667	193.284316666667	568.4558	156.245166666667	386.740966666667	226.102556666667	545.4342	143.67635	172.7176	299.960433333333	236.52773	199.81224	433.168386666667	198.69582	348.97604	182.676833333333	326.603163333333	208.781033333333	1276.17186666667	389.07645	240.48779	496.887033333333	605.639366666667	1631.17546666667	172.450776666667	140.808053333333	263.930753333333	242.915983333333	233.71618	116.099777333333	368.445876666667	252.975456666667	671.6631	174.441396666667	325.239023333333	561.470383333333	133.235973333333	483.493443333333	361.279293333333	998.8032	246.371596666667	401.542383333333	288.4046	257.133766666667	157.739093333333	233.343623333333	490.049133333333	590.141166666667	453.731633333333	469.607846666667	143.11009
CD180	59.25844	88.15067	66.09734	26.84616	33.36599	13.88861	36.69836	10.88293	41.75035	31.78069	53.47482	50.5392	74.17637	103.9534	62.55688	41.61276	58.51074	60.45966	131.7611	64.55202	48.00285	22.97984	87.39761	76.58837	27.38269	74.21153	55.51375	84.07333	84.46683	26.69389	28.3117	65.38615	37.74205	46.72028	63.23719	65.52314	100.012	38.2647	92.16222	47.98362	31.93841	49.89202	47.06866	35.86527	54.03796	34.66439	26.6757	54.07064	63.33773	54.60695	29.99469	33.39919	101.0971	65.46484	63.87502	93.88754	74.3827	40.01329	47.68952	111.6514	106.177	70.34962	38.14381	26.67248	69.19768	48.69333	39.64025	109.4273	79.06883	59.11132	93.48023	3.15113	23.71231	50.54549	16.66051	39.1575	44.84047	92.86371	41.37707	29.67131	72.72527	45.89346	53.66077	15.95494	54.85732	56.68327	95.49785	51.22697	165.0972	75.55004	93.16962	115.9277	82.88948	59.14412	83.33758	58.40562	89.5237	31.97627	70.41326	103.4264	94.62418	63.61056	108.1692	68.9462	32.5498	63.86613	79.97549	88.83295	85.55962	78.84385	52.40669	36.82527	34.72153	68.46906	-7.418887	124.4697	73.49052	115.3309	66.5922	89.48673	24.61688	39.36446	75.01328	52.41429	37.03778	41.51175	81.304	134.9229	57.93642	41.97901	91.79533	89.4551	59.07605	46.06504	63.40931	51.41489	55.58705	46.30486	83.99902	76.62231	38.1487	28.11177	56.37618	36.15521	113.7102	57.10572	68.10137	36.57969	49.85324	101.6814	114.3398	82.24342	35.4852	84.29498	59.31421	70.43628	28.11177
CD19	2154.237	2119.896	994.4465	249.5184	887.7965	60.45213	1635.133	326.7985	648.1093	536.5951	2043.871	1841.962	1920.714	3546.778	1374.209	1229.29	1296.956	1175.058	3656.353	2312.982	2283.951	1320.919	2628.881	1001.474	2003.657	2430.866	2305.855	2717.752	4763.392	246.8314	1464.726	1149.385	1678.797	947.8751	2641.75	2621.997	953.5084	795.7604	3150.769	1783.072	1919.055	552.9189	580.9953	469.0388	372.9774	831.9921	985.4653	2064.165	1967.405	1065.751	814.4487	1192.098	2939.289	2447.561	1168.789	3129.67	2769.587	2074.793	1549.333	4079.509	1887.265	1139.423	2309.386	1965.762	1495.547	2317.848	935.877	1341.812	1169.585	1422.182	919.2166	514.7524	560.5365	1351.305	1342.8	1611.808	868.3922	1621.021	1583.061	307.2703	2346.689	2443.771	740.7252	763.2281	2209.523	2995.817	4157.365	1378.784	8779.77	1611.808	2568.33	3595.594	3121.264	1472.087	3447.834	1909.641	2884.975	1639.103	2850.269	2543.562	2730.139	1761.195	3211.479	1641.009	21.94306	1561.805	2899.529	4023.745	3510.084	2099.103	783.7446	1008.206	1024.85	2225.112	683.8511	2554.686	1873.296	2488.1	1110.648	2050.428	858.0411	1554.774	1788.52	1027.729	447.4702	2078.679	3455.358	2218.529	1584.448	1101.811	1883.099	2116.077	2437.096	1549.333	855.245	2915.8	2532.474	2379.781	2636.15	1442.143	1851.057	507.1545	1157.989	910.2849	4383.131	2230.501	2848.491	1961.484	1406.116	2719.162	3337.219	2366.007	1354.321	2353.794	1439.579	3810.526	1979.743
CD1A	83.57296	141.1906	51.15377	154.0673	316.044	51.61975	94.32568	61.83633	96.96501	75.58683	128.8949	129.2563	137.2044	78.79589	141.0087	128.211	86.07695	162.9551	198.247	80.41829	390.4236	170.9188	113.6409	115.2796	150.3222	178.3134	190.9613	71.95828	113.2974	138.4107	124.9028	223.4897	298.1958	133.6872	254.7259	113.6629	91.33717	111.3143	190.3459	156.3029	359.1446	169.185	158.2144	117.0354	61.75462	117.6846	115.7108	174.343	283.0934	153.5118	77.77094	166.2406	163.4984	302.2797	146.2296	266.4194	323.4463	130.5849	209.4149	335.9361	257.6801	156.5331	203.1087	259.3914	44.37479	161.45	94.23425	191.7538	186.772	81.23556	85.73943	56.17211	67.98927	70.59215	84.98412	104.9716	108.5863	61.56387	77.67022	45.11041	116.6985	138.44	139.8141	113.124	95.29498	193.3845	197.6091	175.9546	83.47256	189.5436	157.0795	284.8548	166.2787	118.2969	210.5384	243.3575	243.7627	121.8791	197.692	171.9214	211.0733	160.9741	239.4339	198.6991	32.32282	46.10782	434.8281	305.8283	72.01941	185.4795	282.2896	49.89202	118.8193	170.058	46.24332	257.35	145.6674	203.9224	53.44619	135.8782	228.3148	17.08468	135.4708	87.08783	75.99581	53.06083	222.6385	281.4895	85.10033	74.66091	128.4889	108.1497	224.4465	144.2327	126.1087	166.405	198.5704	262.3751	323.5318	96.51548	138.1399	19.78676	156.2659	207.4504	354.3848	137.2857	165.0972	89.53944	23.0243	195.3837	214.7517	125.2222	188.0384	116.0805	101.7959	115.2358	156.3367
CD1B	7.745842	17.71879	13.32766	18.04425	47.16851	6.805641	-21.32414	19.29877	24.40975	14.35097	2.219516	17.46685	22.34788	1.40927	19.56613	11.52233	-5.579	20.53986	29.66373	14.43554	2.480171	7.452132	56.346	17.81561	16.99075	-3.946445	19.85581	6.783594	-2.870869	10.73672	25.31751	57.78705	49.85324	19.83351	-12.30127	-4.580451	8.550331	6.47589	38.44262	-2.952529	-1.307377	12.95851	12.47444	23.39951	23.29343	19.99118	12.50798	26.18865	11.49284	10.50844	4.295355	23.27334	13.74052	14.10612	21.64268	21.30875	17.23901	20.46396	27.56039	26.10617	14.32343	53.8193	29.43369	14.67353	23.70562	25.95035	14.64383	37.72177	37.49133	47.23031	23.01361	27.76648	4.969614	3.974332	29.02142	21.70555	28.8379	18.90034	4.178773	14.72257	2.157882	33.00591	52.56322	53.402	13.27499	14.79999	35.22559	20.07008	31.17233	39.25473	23.94819	13.96707	15.69574	39.4388	15.66441	43.49321	24.22775	41.43929	3.58373	15.28127	36.68886	40.10144	16.07375	22.61521	5.631862	-6.279178	4.256089	34.40662	0.1548488	36.52845	15.75391	7.506903	12.6461	23.72937	19.51243	30.85781	27.58377	-2.694367	-2.26706	-3.334993	15.95803	26.55527	39.29445	2.527932	0.779164	32.52143	26.45169	24.24848	33.5389	11.71811	24.8117	36.22985	45.2026	31.35681	25.87118	33.36104	34.38871	35.23842	23.61983	21.478	16.43878	-2.514898	12.9375	37.03323	19.64026	13.7669	-2.521936	-1.973465	14.50406	-1.42098	25.46105	33.01018	23.15003	10.29526	17.04026	13.95903	15.7595
CD1C	46.34574	25.06672	-1.34248	1.775259	37.38581	-8.286595	55.41478	-0.2717866	48.34005	29.36729	95.10136	174.1837	58.04533	100.3407	55.10065	52.84009	54.88638	100.7216	52.10461	50.2002	79.7865	-1.765492	88.63654	54.17357	54.71469	82.13123	68.66445	37.28297	224.7017	4.583895	23.21839	73.46581	58.58524	16.24344	230.5991	81.1093	51.99456	20.92601	96.57447	39.1426	27.21759	23.31707	66.86948	10.49365	5.821239	1.524638	11.58997	15.43773	94.05948	-1.160006	-11.2069	36.79627	146.0619	50.9214	36.11026	82.4669	78.49957	76.4358	37.08869	107.0346	55.26614	74.16399	110.9122	10.31296	24.37769	104.1326	15.65043	231.9454	109.3389	96.18668	53.56755	-16.20119	2.088403	83.10861	87.48721	22.83611	32.51698	20.59105	29.22095	16.23134	75.87309	49.88491	16.6462	62.48365	4.297592	91.99387	92.86371	28.10766	203.5403	114.9532	67.332	101.0768	101.5803	90.57637	179.4667	133.1134	66.97063	37.44769	98.27024	95.13703	122.4307	86.35164	103.3241	85.48473	2.511373	47.86229	58.3974	145.4829	78.42171	111.5809	73.74085	11.08471	40.0392	128.9771	37.99491	70.12752	37.60226	110.9584	6.934134	49.40198	63.11484	16.93706	28.18134	25.69815	35.40131	27.28462	126.1931	123.4295	4.128849	37.37699	32.06549	30.56814	143.577	79.49973	9.207559	85.46986	77.57278	21.80063	178.563	63.1849	38.67317	38.81497	50.43785	84.43805	179.0084	44.86357	90.86466	11.2781	30.38934	206.3075	81.04183	91.73005	51.48277	95.97116	51.39551	46.36367	123.3752
CD1D	853.17543	513.321815	627.1204	1109.844927095	1181.860969	560.35529	671.4692695	587.416765	920.6993865	963.513435	694.6035855	760.911345	473.958842	702.384388	867.836501	628.105816	688.943675	890.22064585	1193.868231	426.1672655	454.4282585	389.997598	952.211935	953.74651	386.34425	717.558606	397.263545	261.7067895	478.186427	703.74834	450.4254865	1226.0779035	667.261655	397.6508	521.5758335	477.656703	805.233245	592.64102175	781.770485	667.6184	1165.450579	1067.8895185	1150.963875	806.6163145	575.5177665	606.534451695	769.003885	716.966925	812.0835835	746.51699	706.5569895	500.55947775	776.2695035	779.945742	1098.514785	919.282235	501.381052	676.889356	489.20637	580.6878603	715.54792	1060.180961	792.069128	747.225833	377.416825	784.99865	527.0358905	892.2251375	611.5173985	359.11427	1263.377217	305.2597895	688.87719	806.2640865	613.74813	544.385616	593.822845	575.9211195	519.8317545	366.366175	561.299988	652.7678045	718.251065	533.678995	505.5413355	894.964483	619.08886	483.316904	1033.449891	837.941652	541.6214585	454.344255	613.075428	739.143625	688.4343515	670.26689	641.996789	625.00329	324.078389	517.23373	793.19668	585.340994	789.897176	636.482242	579.244007	447.5700925	616.980876	580.277486	682.74549	616.675768	645.316835	517.99768	1237.934812	628.3322365	434.050061	941.346911	441.51775	470.414025	429.539532	715.8195987	577.3279365	259.1070715	737.79817	277.11178	1262.593045	559.3421375	594.861845	767.02661	886.34305	874.12629	607.5275695	576.484402	790.6590625	671.1068755	610.66783	546.961257	456.4935445	671.217548	937.143501	604.933145	558.87087	529.86096	297.6575955	903.992486	982.945213	672.8881725	620.40023	641.257193	300.389828	762.9231055	434.1825715	671.57154	841.336111	981.99003	454.6899725	729.2098	539.194025
