GeneSymbol	GSM709413	GSM709414	GSM709415	GSM709416	GSM709417	GSM709418	GSM709419	GSM709420	GSM709421	GSM709422	GSM709423	GSM709424	GSM709425	GSM709426	GSM709427	GSM709428	GSM709429	GSM709430	GSM709431	GSM709432	GSM709433	GSM709434	GSM709435	GSM709436	GSM709437	GSM709438	GSM709439	GSM709440	GSM709441	GSM709442	GSM709443	GSM709444	GSM709445	GSM709446	GSM709447	GSM709448	GSM709449	GSM709450	GSM709451	GSM709452	GSM709453	GSM709454	GSM709455	GSM709456	GSM709457	GSM709458	GSM709459	GSM709460	GSM709461	GSM709462	GSM709463	GSM709464	GSM709465	GSM709466	GSM709467	GSM709468	GSM709469	GSM709470	GSM709471	GSM709472	GSM709473	GSM709474	GSM709475	GSM709476	GSM709477	GSM709478	GSM709479	GSM709480	GSM709481	GSM709482	GSM709483	GSM709484	GSM709485	GSM709486	GSM709487	GSM709488	GSM709489	GSM709490	GSM709491	GSM709492	GSM709493	GSM709494	GSM709495	GSM709496	GSM709497	GSM709498	GSM709499	GSM709500	GSM709501	GSM709502	GSM709503	GSM709504	GSM709505	GSM709506	GSM709507	GSM709508	GSM709509	GSM709510	GSM709511	GSM709512	GSM709513	GSM709514	GSM709515	GSM709516	GSM709517	GSM709518	GSM709519	GSM709520
HDC	1524.658	2014.103	299.4503	383.3718	1207.765	724.92	1041.513	598.9899	271.0993	636.0609	654.3797	352.0723	496.0066	3020.219	2267.869	503.8287	80.00543	106.4929	151.2898	32.47928	517.3895	330.4217	396.6809	692.6756	156.3041	73.63085	100.995	598.8362	726.154	452.649	1331.206	726.7391	2140.289	1283.941	453.5983	981.8058	2227.243	888.2139	585.8934	380.3982	289.4478	447.6448	748.4957	731.6145	353.1565	443.5156	166.0657	1008.648	796.7174	277.6075	744.8285	1094.743	1335.556	1805.869	1336.187	2227.434	1992.184	3766.516	4318.285	1525.602	1980.756	1054.714	940.0278	1768.264	1424.662	360.9316	1243.459	1096.167	709.5008	612.3063	2024.838	556.8254	1526.659	841.9565	171.3194	366.141	2207.481	1349.75	1083.711	1472.965	634.3429	1373.288	1528.159	933.057	634.2982	1976.392	3136.629	688.7531	719.3472	942.193	550.893	1567.981	1563.633	70.06965	980.6237	768.7627	609.737	1177.132	545.0755	787.1732	719.354	913.0371	593.4298	1138.55	608.5856	1591.869	2084.82	2853.613
HEG1	172.01245	114.666704	113.4716435	109.4905435	198.38564	111.2951895	146.4791135	83.0114965	37.1393755	132.6556685	87.74112	41.7698455	55.45567	230.5108015	362.530003	162.151397	15.0215165	6.21411605	24.09377785	6.5812032	8.027676	16.2673705	71.5295345	47.1714045	117.3774475	201.30668	24.5243285	64.5698775	72.8721115	65.8471845	76.9989425	158.8678335	153.760807	220.059505	78.979438	105.263952	250.95892	57.6807945	62.4663855	49.3887495	58.495634	82.056548	150.9702885	147.313347	118.98589	87.5396755	33.619245	159.277775	168.08759	164.7996285	102.257287	38.5564855	136.731599	141.8852335	142.9056365	155.360871	60.3374825	274.5457	201.523415	267.567825	160.892692	133.7420975	106.0178965	158.768948	123.064443	94.452887	95.342126	102.00841	71.792039	306.946155	215.3802355	92.706839	64.809127	96.8730785	119.0935925	35.46538	155.831855	129.6138555	237.9995175	257.908063	142.83077	213.024605	168.4457245	145.7389035	249.510335	211.8316805	200.0258005	109.64786	49.260591	55.032882	102.337372	103.636024	220.8870145	66.208652	155.6396495	131.516291	80.850161	51.9168935	126.185587	255.975572	175.807664	181.007087	122.866815	160.437619	197.223011	229.1644	169.399955	180.0395545
HESX1	13.669405	13.2215	12.0708665	19.659497	5.8830535	6.730879	9.360771	8.2044925	6.9507825	14.96608	11.7186795	6.8215215	9.1510395	14.202837	10.2930515	15.682013	1.25819065	1.0677216	1.13527115	1.3601484	1.7467145	2.0364625	1.530408	1.5947055	1.807936	2.7067635	2.017155	3.6219235	1.60697	1.6087955	1.853321	11.461135	23.92223	4.435387	2.754731	1.8612255	16.654929	12.0389	15.4355535	16.62289	12.7144275	11.572482	14.0319795	19.5433655	11.6348205	16.031394	12.4467125	14.9095475	58.8597185	7.9922965	4.585279	3.1207845	4.035632	2.4335695	2.062509	3.467228	2.0885145	6.005634	11.1077745	8.297246	3.89689	1.7768795	3.623867	2.0796185	3.9417485	7.737379	3.87172	6.4317815	3.0617475	4.2857785	2.873738	2.9744535	6.8704065	2.984443	2.138897	1.668809	2.1031985	4.8050015	4.666002	3.1488655	1.9832395	1.621865	4.725872	1.7747835	10.1136315	2.7832255	3.688297	6.099069	2.1001325	3.380331	2.219859	6.147126	50.658055	27.04319	6.2145295	6.0174485	1.9492425	4.958289	-0.1934562	4.3253265	5.780098	4.499901	1.727267	1.694273	12.780553	1.7788535	1.9827455	1.934802
HGD	212.2643	190.6005	203.5116	158.1749	188.0255	111.8379	191.1357	94.33031	150.9482	391.0849	265.2375	99.20203	259.7177	257.317	290.9129	123.005	36.91286	22.38695	63.53932	17.20553	143.9827	177.4102	154.3816	153.7255	298.8672	100.4699	166.6017	163.0914	286.6009	253.5872	365.2382	446.6487	241.4525	583.4367	291.5345	258.859	194.1118	190.1664	383.3137	31.41652	119.3885	75.30527	125.1376	203.5141	291.1507	192.4957	184.3472	386.6292	277.447	197.0105	282.3532	219.0743	226.8531	125.7546	225.0581	112.8198	315.9404	249.3547	442.955	221.1278	372.8578	731.9971	144.0543	163.5027	346.6119	953.6871	211.125	159.4688	109.4351	143.4065	295.2708	183.6462	139.5905	215.7196	354.1789	141.8899	814.7412	174.0746	188.373	194.4112	239.358	515.3643	211.5438	164.3354	318.327	285.0758	352.3834	109.7268	220.6163	284.6013	328.6285	184.2278	199.3701	70.85151	144.6498	198.5753	264.0314	286.8201	351.0525	471.0131	210.1146	268.9188	187.9096	266.8963	183.9033	324.3786	289.4701	538.3566
HHEX	1164.802	518.3806	510.342	670.08	2250.144	800.1185	741.1517	628.1473	130.4546	995.4112	627.5533	471.2562	376.7383	1280.94	1488.777	839.7412	76.24583	32.77172	119.6191	45.29353	72.81077	261.8446	397.486	483.3212	459.1235	314.9397	164.4698	601.7199	732.336	569.5491	682.9694	1277.304	915.7571	973.3367	962.8067	923.1518	929.2847	449.5131	392.5625	353.0988	423.7596	455.6665	1625.55	872.3355	345.8293	862.6533	331.7779	986.3768	1403.259	674.3583	286.1368	682.9817	720.1235	811.862	682.6563	841.3864	653.9918	1404.902	1465.947	1106.478	1167.986	876.8187	1095.147	714.7659	705.3011	490.3269	846.4209	758.2331	663.1686	1613.399	785.057	759.91	672.1453	588.5712	421.4408	204.8335	519.2265	1050.302	1123.725	1393.435	467.2844	960.3481	941.7526	522.5269	1404.019	1067.803	1327.074	880.6021	762.2282	694.5008	739.2169	1474.572	872.8011	1716.923	1910.374	720.8739	615.4395	703.4839	353.9665	1251.659	821.4567	752.5038	631.0688	418.452	556.416	489.1064	993.4282	926.903
HIC1	43.893815	69.580715	53.5665805	39.1207195	20.655203	61.135975	34.417891	23.20544	13.4542955	29.404715	109.780495	18.585739	25.9001	57.009189	31.7909955	23.263404	9.3491025	2.4344045	7.8352965	3.9916475	34.8780895	28.909617	32.682509	28.9258875	80.65252	78.58673	15.14359	32.9167025	50.386622	47.247992	52.9509385	58.760172	59.697765	62.0605605	24.2192805	82.86883	33.74771	21.177655	63.010345	18.343255	46.19393	36.45489	40.52764	109.112185	27.1079545	20.3977495	15.8486645	63.6449055	19.267374	56.619455	70.0837345	18.402834	29.3119875	38.2762065	35.906035	52.02876	22.248045	76.400975	40.118769	64.14038	67.52341	37.390915	22.4680355	36.3253295	89.45691	42.702131	41.152085	25.8665425	30.8075925	59.3130805	33.4271865	89.94999	21.667765	37.717237	24.03825	20.0704925	49.253844	31.396955	35.2426695	55.47974	52.2754105	46.8193845	68.3073575	34.959634	56.23994	49.28113	70.3647295	27.99848	47.409432	26.327584	20.846008	32.982781	29.6041525	27.4520955	29.8651985	19.9614635	36.5886635	30.0809535	21.430183	33.16768	54.454727	36.9894005	50.3695055	31.2249925	116.299275	76.315605	55.01286	26.8682005
HIST1H2AE	662.222	552.9732	479.6514	978.0061	3217.74	733.3005	931.7669	957.9649	810.2046	1060.91	611.6812	2398.182	826.465	1206.873	1172.148	758.344	54.11996	85.2603	132.308	69.98826	672.6902	2559.727	375.8771	585.4889	1249.652	1771.062	2056.036	1349.429	1376.253	1104.332	3749.667	1848.696	1014.758	868.3819	895.8987	900.2929	984.2952	864.637	391.5153	629.6049	590.9677	572.1428	1138.935	1001.139	930.5028	1824.395	901.8331	502.7806	1082.342	787.2513	624.772	1686.079	663.9764	1669.778	855.5714	570.4218	1148.268	770.8269	1879.88	662.9579	1866.771	870.2928	1900.914	842.9402	882.1339	1241.333	1199.772	348.1077	516.3687	3011.459	660.9899	816.7892	761.0687	526.4334	1465.245	1742.302	935.9586	1557.258	1397.172	625.0362	618.4438	704.5111	816.72	513.3323	801.3143	811.1333	879.6665	598.5162	723.5171	1214.805	2292.928	1063.315	1500.139	3552.109	1132.975	686.4155	752.0087	779.1993	648.237	819.5189	914.652	662.9329	758.6012	671.3418	841.4103	631.4421	674.4695	710.0188
HIST1H2BC	317.9723	314.249	403.5703	409.5776	810.4663	365.2877	335.8818	305.1141	307.667	459.6161	442.7221	716.9042	475.458	750.8574	516.0083	341.3306	26.86146	26.21602	108.5268	28.27674	251.8288	1026.222	205.1394	301.3966	492.2677	610.0815	475.9928	449.2269	605.7756	459.987	1208.988	804.008	589.6216	411.8284	520.6876	449.3382	345.1183	400.9528	310.2824	211.3373	388.3814	308.6086	1112.254	634.1177	446.5946	915.51	442.2321	384.541	782.2387	458.0063	318.4483	766.1461	491.5064	966.686	439.1778	351.1369	721.0145	696.2167	1363.698	459.127	866.8476	609.6489	981.6777	554.6929	371.3446	406.078	724.6869	261.1853	241.6788	1468.715	542.2893	366.2279	678.9148	363.3799	928.2986	451.3483	544.9548	845.4849	780.7328	493.9886	350.3621	356.1193	532.5741	254.6577	540.8101	491.2161	530.2933	315.3533	449.039	621.8365	990.6981	566.0548	1048.116	1419.013	1061.539	324.9449	324.1124	434.1792	319.3272	472.756	370.6424	391.0102	407.6023	220.5168	459.8738	351.8344	467.8734	380.4964
HIST1H2BG	274.8847	259.5018	346.795	355.4433	676.3704	302.3587	260.4482	282.0933	259.1344	435.2488	396.3533	674.0387	486.4306	614.1239	390.5947	322.2426	23.35206	24.62053	89.62245	25.00029	262.7263	875.9617	157.3135	191.3607	466.6633	597.0312	433.0124	390.3776	515.8439	401.2485	1260.987	672.9552	512.1567	377.8205	392.5968	348.7661	298.1642	304.9175	281.1043	161.8031	309.3981	230.8045	789.3709	542.2924	387.515	736.1702	354.5999	317.2084	622.2131	423.4179	262.0435	695.3503	379.6257	834.7979	396.276	264.0792	516.3305	482.7848	1088.582	440.5872	744.3649	547.7537	834.3992	491.7191	306.7336	369.5916	590.1175	180.1222	167.5973	1090.162	398.1483	330.3395	553.418	253.9925	787.3796	361.1003	495.1426	611.9637	739.4305	350.239	254.5214	376.5413	402.6634	201.4628	389.2701	372.7761	370.8537	239.7011	344.7871	489.613	665.1783	390.0928	735.9478	1310.228	834.6347	239.7873	331.0482	391.1262	227.5953	352.101	300.7257	308.4279	338.3325	167.6524	403.0515	310.0049	417.5681	302.1465
HK3	1066.9943	584.65445	1040.33545	737.5198	4901.0665	868.9857	963.1622	614.18015	393.43505	1561.6826	1597.2919	961.6511	551.20855	2334.288	2172.742	1380.59225	94.564345	50.70939	277.11735	49.964235	679.2801	1366.0924	622.91505	723.6666	1603.9307	1909.01595	365.3998	1849.49985	1351.42555	1314.7717	1037.60925	2202.2405	1724.01645	1375.31075	836.2595	1111.04335	2151.316	742.60695	675.87175	418.84215	493.6512	373.4577	2879.142	2820.6545	424.66595	1707.4849	373.06185	1468.2172	1737.92945	1682.112	1562.31575	1304.1083	1392.7786	3004.838	989.15815	900.92125	1025.78875	3175.6975	2450.185	3897.085	2958.861	1526.6148	2407.8965	981.63485	1340.54635	2133.455	2010.4705	1550.79505	675.20025	6266.521	1973.09	1745.89	1689.71315	1430.0364	3352.8785	633.12665	1214.1889	2186.909	1193.0275	2061.619	1355.05435	1807.489	1739.81535	1229.175	1474.7397	1605.81835	2309.9085	1073.84845	1905.756	1739.779	999.60345	2510.568	4251.495	8021.0145	3237.528	608.28155	1119.69385	882.8154	516.57935	1047.20225	1201.40985	914.35065	1051.72745	418.6728	1335.95015	1420.3103	1650.97515	1205.8335
HLA-DOB	591.105885	292.26517	294.00796	258.370035	324.89452	307.803015	253.250935	200.4948975	152.0761025	305.70288	253.87478	119.344564	284.314065	319.375725	275.828765	284.513395	33.802163	24.8953791	39.4621925	25.1306585	331.029962	352.78338	598.398625	230.245956	322.41913	266.61341	210.7039515	523.8149625	454.952865	668.09273	425.773105	297.63049	491.699185	584.236675	209.8122435	450.76839	213.4054	295.917843	244.608005	166.454635	228.625585	304.968032	165.12118	312.30397	391.42736	352.92626	250.256575	417.11508	265.823015	355.574245	287.69423	164.977243	423.06538	307.255025	314.0827685	320.52919	273.7208665	410.677735	381.81017	536.393695	224.168593	490.690585	288.3279395	246.598042	337.77014	373.7431	257.19662	279.50194	268.76881	137.772841	137.7463905	242.099695	279.4998365	448.0550145	178.871335	126.3435565	383.23961	404.73589	377.59994	703.487315	480.470205	484.84581	362.987215	192.603603	386.71473	336.15427	586.456655	262.125829	227.80508	243.839301	241.808995	198.476095	392.12943	208.486065	344.52121	200.49895	358.486845	327.221003	264.6994505	274.346794	396.94375	281.034105	399.053915	188.672128	168.455225	279.9633905	567.931295	295.45075
HLA-DQA1	454.3689075	455.5365775	1429.04283	552.11358	69.759607	118.12108525	326.8216875	347.483481	594.3280405	195.8178605	887.3875425	401.5209	259.1471375	780.5147475	1039.5525475	1138.9885775	94.030668	86.136383	44.2364016	8.217262025	60.41952975	64.14756575	1427.4695625	313.20687725	150.9651455	733.6776265	141.9742605	665.89521225	1252.44652	1204.5810525	540.21424875	1276.161489	1075.3733775	1710.727664	312.90384975	190.28447775	1109.373645	113.2660725	180.2262175	126.2491225	56.0758425	564.155825	2095.5140225	1008.4910075	129.7132675	48.0473125	174.5244475	790.5156725	1020.33882875	120.14084375	351.0735675	1219.89871475	210.907895	408.8697765	799.719419	1904.34681975	55.1352945	1864.122003	1297.563855	856.349606	1309.99531	1850.1106485	69.4104615	1052.4446515	107.306266	549.8042435	141.20770325	203.3684955	512.397971	468.95385075	321.4112715	550.86809	79.94007375	1252.2868995	993.01800625	423.950021	773.26676025	775.685195	1646.767716	800.943681	138.824651	953.5537175	623.192877	55.3973555	161.436352	840.8954875	195.6142305	511.82527775	65.39171975	1043.8296815	1202.19674	60.4721085	75.13171825	256.9290815	79.14101375	33.72762825	716.874495	351.88210075	506.845615275	2842.4189825	1663.6122075	560.107522	1294.9605675	488.00910975	1542.3252825	584.5376345	1119.3709025	581.6046455
HNMT	92.21785	33.348705	53.48177	44.008465	195.99175	34.99711	70.096935	86.35232	24.82769	188.54135	27.635375	23.612635	67.90912	178.73635	224.5989	131.92842	5.307321	3.1039635	8.806683	4.142433	9.9900325	38.69113	61.105925	39.096785	44.190945	39.23538	14.450935	57.389335	58.236965	30.494105	63.285505	62.09526	60.515105	52.97161	156.06089	54.44906	130.438	73.31873	44.82751	31.95494	25.27487	43.95601	256.26825	65.987245	41.25146	58.19748	41.232725	129.391475	192.599425	86.115445	80.221345	40.10896	44.64103	141.358975	93.479905	52.407805	72.24432	155.929415	105.802585	125.6759	96.8742	76.836645	141.417045	88.11677	38.027035	58.91746	56.75384	71.30364	54.352885	119.01574	88.549945	62.110075	109.945235	70.058365	29.5066355	14.619095	33.02315	108.082735	89.780615	136.61295	40.91193	91.84211	61.031235	25.04499	141.7445	63.37026	76.471785	75.768465	74.54235	58.74776	48.017865	154.45839	115.85395	62.17643	102.7377	69.087095	53.583335	50.529755	33.82784	99.49355	51.726775	43.860355	25.79949	45.881295	40.25659	35.49166	73.96427	130.6749
HOMER2	25.34541	48.06404	22.68042	18.91822	33.69151	19.60822	26.75137	22.8285	9.595447	42.56643	26.06314	28.39288	63.7749	55.15802	27.46017	39.61788	2.999985	4.322955	6.290912	1.61806	14.5396	39.7348	12.96837	10.84237	31.97378	27.57381	76.87445	27.62347	29.59611	36.54951	267.7094	57.95557	24.99828	55.17811	24.80187	19.80305	47.06784	28.39304	40.40797	13.98024	41.2064	22.66866	59.36999	72.0642	22.99794	60.09665	27.91358	41.56448	55.63454	55.12318	37.54699	40.21287	23.00987	55.91495	34.38786	18.17862	54.99094	58.48358	71.94538	34.98849	39.17088	65.72926	60.5738	40.54791	48.59792	36.52059	107.676	22.5966	8.07347	162.5043	46.80293	34.67371	86.61614	27.39329	42.36646	43.66589	77.80447	42.25417	156.3883	119.206	21.62209	92.02687	13.20629	22.69889	61.66928	37.59892	38.82166	14.16564	44.63652	30.72103	56.4858	18.06867	79.52298	15.15473	70.61528	12.01276	18.87078	21.38807	12.51731	17.93622	19.07148	31.81817	23.75298	15.8544	11.02945	32.3624	47.42598	39.7666
HOXA1	12.60179	11.14927	17.36665	14.97082	20.25215	16.58185	18.7272	10.82996	14.25222	18.17268	24.00084	12.97299	10.46017	13.00895	18.50155	7.317559	2.078848	3.281548	1.161252	1.17474	15.5379	9.520166	13.94146	13.41107	17.44728	16.0455	13.00863	15.7008	8.103854	8.663647	7.554705	6.396088	13.70898	8.314441	3.264067	5.912156	11.2492	28.08475	9.663984	12.25584	8.913296	10.21825	30.96404	22.53315	7.285405	8.539357	8.010565	10.87185	14.58896	8.123568	14.15396	11.80556	12.17213	11.15904	12.10903	10.31935	12.36707	14.27904	8.706853	10.41202	16.64903	6.495283	9.692421	13.11157	7.151126	8.317789	11.88487	8.386879	7.06519	10.52156	7.164521	8.831919	8.451796	9.5224	6.379715	3.937468	7.106138	10.0773	12.63617	7.634093	12.46806	10.8241	13.46331	9.218669	12.71166	11.66156	14.33791	9.462531	8.028426	5.399789	14.30982	6.717708	9.585586	13.60188	13.22518	11.27653	7.491161	4.567533	7.491212	8.247704	8.877429	8.007918	6.486076	11.47513	7.809614	5.708497	7.280609	9.057659
HOXA2	11.87223	36.07207	27.34977	14.98685	14.31164	21.98397	53.15583	7.131324	8.544418	27.35975	4.764627	8.397605	8.70341	15.89627	13.97406	18.23167	2.820308	2.409685	2.427632	3.157147	13.36416	15.47256	13.27886	10.43612	16.24167	28.81329	12.70275	12.07562	19.27921	23.575	20.14572	24.77607	14.01002	18.56517	12.63998	11.50807	15.05503	38.26883	21.97746	28.64652	18.57557	30.17884	22.21963	28.46896	25.24282	21.98595	14.39397	41.78943	4.664612	16.18609	16.24036	7.08226	34.47713	14.52177	13.28368	19.73223	7.369013	28.41809	34.21642	35.27435	14.85834	23.52188	17.48707	7.654785	5.808709	15.79064	15.69031	2.611586	3.834653	7.09346	6.390509	9.384056	11.10815	12.02052	15.39544	5.443396	7.219552	35.65038	11.41033	16.75852	15.60181	20.6087	13.1452	7.193642	8.431441	13.97318	16.73622	5.18583	2.484011	8.845649	15.33582	12.35594	10.06635	11.112	18.6818	11.89577	13.52392	11.05494	13.90406	9.364869	8.226964	14.01751	12.25528	8.277405	6.342564	3.666363	14.49336	11.61877
HPSE	119.1665	224.233	166.2529	225.6239	2334.82	174.8653	279.0457	185.3805	187.3956	540.1696	128.4533	661.1346	176.9337	446.4225	629.1206	438.6407	14.58525	22.99046	67.362	16.02339	78.10958	635.7287	138.0687	193.0814	321.5465	417.784	148.3178	207.8805	229.1258	318.8091	465.3898	600.3691	353.4777	273.3757	250.7848	215.1891	327.414	322.4191	135.5508	236.6028	234.5486	181.6923	907.8944	418.551	126.609	927.9641	219.1196	343.8443	618.5123	311.9108	303.9035	651.6644	240.4838	888.3621	266.464	178.9941	470.3164	652.2345	1362.413	556.0759	1041.842	467.5383	1062.278	208.2896	174.4515	497.1538	539.2454	185.9001	128.1609	1302.893	385.8283	284.9053	489.6462	220.7737	551.6803	169.0489	130.7314	1092.331	231.6978	408.1437	247.504	240.0208	457.3183	186.5048	372.1266	347.2048	457.6997	309.5212	397.0671	831.1311	699.2733	840.0161	972.0563	1384.244	1157.205	270.2696	256.9095	312.891	179.4771	227.3766	192.1205	273.1833	156.352	130.8711	142.7434	277.6369	273.1958	185.6011
HRH1	21.011605	14.7635475	8.505604	16.439337	4.859642	4.6311925	5.793568	7.0376625	7.291886	6.7113775	10.248406	7.0414615	6.111748	16.360304	8.7932645	6.8709245	1.44820805	1.6664489	1.03419505	0.98640795	2.809267	4.9062095	6.643244	2.879602	4.938745	5.822831	3.069417	5.6981925	3.667165	6.989419	7.4077345	11.335105	11.993213	8.325596	6.7040095	4.478421	11.163915	11.2674205	10.533987	10.1436675	18.092308	17.58759	7.2538605	11.7033565	14.039645	12.5485985	13.612291	11.165434	2.695715	3.1023905	7.479318	4.1952645	8.406818	9.747061	3.3317345	3.1875265	5.493199	10.5263775	4.1129205	8.3515535	4.077697	5.0263075	6.284547	7.736664	5.41303	3.8274285	8.2087495	3.837829	2.770921	4.9474525	5.5249615	5.1644955	5.372078	4.936368	3.323629	2.105574	7.3732915	9.484365	4.3822095	9.226685	10.622458	8.352995	8.3708985	2.116527	7.6969435	11.64767	5.265882	2.10779	7.446677	6.3439285	2.1718615	6.2031905	12.573513	4.668951	9.4603945	3.709264	7.79617315	1.60454585	2.6811015	5.0115665	7.266327	5.2426595	4.8232485	8.926385	3.987557	1.9195645	7.1320665	5.5101945
HSPA6	3478.189	1882.929	3818.401	4817.993	18845.38	4501.81	5690.808	6861.652	4717.346	8933.691	5788.8	10917.93	3940.259	9444.589	9881.288	8348.325	429.9502	475.9643	2248.819	364.6963	1087.595	10523.42	2644.003	3489.278	6078.018	6804.747	4541.46	6789.838	8830.968	4727.73	5189.975	12911.4	8923.309	6131.271	7925.997	5494.549	13463.1	8943.988	4047.037	2959.744	5652.833	4177.089	26978.98	11975.6	2830.194	15072.61	4951.311	5160.791	13129.33	8609.329	4600.145	8352.436	10004.14	27244.14	3851.214	7546.768	7381.122	13699.15	18874.26	19290.29	18225.33	2924.748	9183.779	7016.975	5213.797	10277.25	9937.063	7278.601	4877.138	26245.79	10647.63	5573.856	10654.17	6556.409	12742.28	4575.847	4304.192	14974.78	8379.238	9822.746	6250.06	3596.606	11626.69	7718.271	6502.803	5623.084	12621.3	6336.669	12959.12	12046.32	11306.24	11107.16	31294.01	25517.77	20345.37	4673.202	6840.347	6534.941	4168.488	6358.005	4799.364	6406.825	5434.585	4986.248	6995.756	5511.026	7240.088	7516.061
HTR2B	9.255625	25.01487	11.05692	7.125098	23.43992	13.00825	13.62758	5.896825	6.310764	5.9744	6.169026	6.129481	5.074771	27.92835	15.91261	5.625939	0.9463283	0.8428064	0.8422788	1.714083	15.81839	10.38268	25.16544	19.58671	18.59366	9.128669	13.99813	14.40527	13.11272	15.59519	12.35346	19.60109	25.35897	22.63263	10.12431	18.00304	7.732003	16.27158	20.16568	8.984946	9.051704	9.763167	6.234737	6.787443	12.68893	6.933381	12.63584	6.925364	9.083966	5.617935	18.47955	8.461802	6.466133	24.1507	14.65953	17.41898	15.87639	26.54653	19.81503	19.94052	3.52747	4.974229	18.34529	4.77786	12.74417	6.471532	5.43075	13.21211	2.542835	8.980615	7.303959	5.457953	8.90273	7.271582	6.631662	6.439699	16.21618	27.71956	16.14061	8.793962	12.13185	9.029551	19.59245	8.909151	9.67794	8.377963	23.44373	14.17431	8.823623	8.216987	7.384187	17.53783	16.69903	11.66073	10.52222	6.734585	17.53148	9.130288	7.159268	23.58319	19.97273	12.24274	5.297675	16.11023	9.480691	9.436292	19.66479	17.9823
HTRA1	89.82116	27.52076	18.16705	34.00044	80.05484	23.96738	220.6408	19.89185	9.033619	176.3059	9.048269	39.65881	261.2203	207.6784	303.6736	49.61066	6.956629	3.651858	29.35071	2.278199	41.26343	96.9199	30.47774	142.9576	60.70494	25.45853	66.24334	94.24083	316.7273	182.5421	62.83096	298.7799	28.2155	68.88739	24.55466	81.17151	154.4061	95.40066	175.6614	12.00236	13.79224	23.41487	134.4816	45.79043	60.81765	124.6084	32.74669	317.3105	64.15518	91.07264	174.8622	147.9605	234.7575	14.86783	75.10307	41.15744	108.8913	557.5799	145.0346	212.454	82.22995	253.7274	94.69262	83.42912	68.86899	197.3369	118.3435	16.95362	12.01943	197.0124	166.1787	74.22062	119.8068	67.80453	44.30948	68.24678	117.2964	253.0105	188.2714	288.7289	155.1508	168.1614	123.4625	99.54348	132.2927	292.4936	131.0141	43.28674	213.4838	237.9798	80.84671	365.1842	152.1776	132.7901	74.58827	114.4851	156.1289	68.46818	83.50498	38.7874	147.0183	100.3433	66.37559	39.62632	6.202279	132.1706	312.0428	106.6927
ICOS	728.1837	338.997	158.043	288.682	420.7674	367.9057	343.8563	348.2389	59.53033	166.3309	137.4018	17.24512	134.0508	838.4568	949.511	482.4462	39.0444	5.717311	20.22879	21.28267	96.2853	70.61365	263.8292	230.7359	246.4877	416.3517	90.59042	251.7846	268.0021	221.2901	250.1509	341.4283	305.7127	878.4081	361.986	346.4328	603.7697	135.9559	154.6537	171.4509	186.2073	325.2622	204.9735	322.2922	294.52	157.2162	158.3934	401.0025	362.6628	426.1758	185.4808	70.97398	333.2951	242.7609	247.6419	345.7157	259.7928	440.1579	314.6951	262.0426	206.9288	153.8013	211.3191	546.9453	238.4314	113.1982	177.3726	318.4677	169.3424	119.7926	302.6713	215.2696	114.6135	194.5451	88.83428	61.15141	447.5249	316.49	523.0541	1113.499	176.4948	244.3656	336.6271	316.2164	450.0848	328.8824	479.6465	544.4507	224.3416	169.6989	114.5937	302.0111	442.0216	77.11296	214.6313	237.9524	178.2142	283.4643	392.9709	303.8281	549.0216	445.4393	199.4868	468.5906	295.6535	174.1562	430.7052	891.2684
IDO1	578.5043	285.3158	2733.501	876.9436	249.1282	532.312	577.3251	788.1665	771.0144	1126.697	1896.856	498.7919	61.32839	466.7311	1673.922	384.2757	179.3881	84.58945	124.1998	25.35226	563.0429	156.3961	427.3285	626.4106	315.1068	439.743	78.44289	196.0555	562.0341	314.5229	1110.057	222.3479	3126.654	354.8482	411.9522	2223.293	204.8729	238.8044	169.9978	143.2113	113.1163	499.8509	729.9189	2270.953	97.96403	193.8828	346.1047	446.607	852.1885	1315.198	659.5778	209.614	224.0606	2231.773	567.5726	803.1585	390.4187	1452.988	976.1873	1838.619	2580.505	693.5277	957.1064	290.5629	1957.705	507.9336	2271.678	928.7153	1203.056	370.2986	659.0313	1783.315	267.72	700.4558	3704.513	45.31904	658.4126	485.097	284.7501	409.4842	111.2922	298.3079	1169.587	275.9365	1619.498	1858.316	2596.14	623.9996	970.2324	859.5894	566.6583	2679.077	595.4452	598.8883	1150.906	1069.664	384.883	968.7415	150.0042	1477.645	129.5453	177.6159	295.6316	123.053	4536.142	412.4489	359.8914	263.5309
