GeneSymbol	GSM709413	GSM709414	GSM709415	GSM709416	GSM709417	GSM709418	GSM709419	GSM709420	GSM709421	GSM709422	GSM709423	GSM709424	GSM709425	GSM709426	GSM709427	GSM709428	GSM709429	GSM709430	GSM709431	GSM709432	GSM709433	GSM709434	GSM709435	GSM709436	GSM709437	GSM709438	GSM709439	GSM709440	GSM709441	GSM709442	GSM709443	GSM709444	GSM709445	GSM709446	GSM709447	GSM709448	GSM709449	GSM709450	GSM709451	GSM709452	GSM709453	GSM709454	GSM709455	GSM709456	GSM709457	GSM709458	GSM709459	GSM709460	GSM709461	GSM709462	GSM709463	GSM709464	GSM709465	GSM709466	GSM709467	GSM709468	GSM709469	GSM709470	GSM709471	GSM709472	GSM709473	GSM709474	GSM709475	GSM709476	GSM709477	GSM709478	GSM709479	GSM709480	GSM709481	GSM709482	GSM709483	GSM709484	GSM709485	GSM709486	GSM709487	GSM709488	GSM709489	GSM709490	GSM709491	GSM709492	GSM709493	GSM709494	GSM709495	GSM709496	GSM709497	GSM709498	GSM709499	GSM709500	GSM709501	GSM709502	GSM709503	GSM709504	GSM709505	GSM709506	GSM709507	GSM709508	GSM709509	GSM709510	GSM709511	GSM709512	GSM709513	GSM709514	GSM709515	GSM709516	GSM709517	GSM709518	GSM709519	GSM709520
CXorf57	97.470935	25.88009	16.25057	22.941965	33.4111345	39.948413	27.302297	32.2877135	15.374575	21.1589005	22.1970265	19.479068	11.2407795	78.713415	87.821042	34.397913	2.7051105	1.7675085	4.19051	1.534336	2.506893	2.8367015	26.055472	16.5893575	12.675687	11.960858	2.659095	8.826212	19.5417325	12.3861045	15.7009905	36.5281615	28.368159	78.124402	24.7248765	26.593372	75.227045	15.80275	37.123135	26.7375	17.820485	24.36206	38.969425	23.475231	33.200905	17.0498865	20.908603	67.788725	46.545682	27.5709905	11.754202	4.3454045	26.130271	25.541697	28.1211655	53.4334255	13.515197	36.063939	29.9980225	19.415937	17.3095505	16.3895485	16.875334	66.230742	28.745485	15.432521	15.345321	23.084586	14.071958	34.6458125	33.5642185	18.2821215	9.149465	19.92037	8.570741	5.4029355	33.8170245	22.9999525	61.4322185	103.596298	18.805269	31.6524685	43.7415315	30.358107	51.202278	48.399165	53.658988	33.719437	14.17459	7.7969775	19.3786235	28.535955	13.5702815	8.8015555	28.872446	21.243528	11.5169196	19.068575	20.1159039	17.289474	27.4752915	24.8230605	9.2878815	24.722321	20.1968405	15.19601	36.785204	67.303637
ICA1	169.438665	173.78656	263.90433	172.54737	109.80151	117.141995	129.711395	140.56411	120.31094	152.96002	91.954125	75.792505	238.10257	446.335	313.26039	270.553995	19.06489	14.815778	22.927483	18.0032275	119.80528	104.1205	158.963425	175.689335	142.2734	297.339395	179.008834	155.839325	355.41354	152.81677	138.54326	227.20377	259.65794	177.25546	437.86608	409.915895	156.90947	139.050245	83.30291	213.589115	101.730588	223.15025	158.918145	265.83655	207.890995	239.159695	252.99394	205.00101	269.853185	143.13977	120.696615	187.307735	224.715965	151.251465	195.38506	251.261895	201.2574915	251.45276	291.86579	189.093945	237.687485	160.61858	140.51495	125.289155	131.192135	164.56477	142.94626	114.4802	144.74477	115.32878	223.3751	155.11994	160.519935	81.6047	81.287545	134.749295	136.484145	253.03025	218.719849	271.05025	166.24251	154.481365	214.908305	85.959125	272.08288	384.95235	127.310035	164.50208	263.934355	126.073245	121.65222	127.41621	104.2239	73.18185	149.842015	176.90598	113.466315	130.955255	123.114975	107.599285	123.083185	173.452485	147.42262	133.5956065	129.915835	110.2991	143.27883	116.390575
IFNG	96.005179	34.64853	31.561645	22.0366651	30.822242	59.520899	28.751741	25.468718	13.5277787	54.571285	14.0650237	9.9228302	18.6740122	77.648278	136.05164	65.907319	5.0044425	2.2097335	3.7891809	2.01360598	2.161623	2.3512583	44.904098	14.4906435	16.478357	47.470597	2.3068687	6.117072	14.344344	3.5264355	18.57143	11.8680678	11.5733206	71.931136	40.564584	5.9822567	132.76374	27.735527	38.437572	23.458967	19.0746413	64.785409	28.688361	41.946368	36.249056	20.9256536	25.60813	40.092521	84.675258	50.345755	10.2126189	4.7805546	5.5547976	24.999892	14.799356	54.24796	10.6140032	31.02205	24.896702	9.1333392	16.200151	5.2815414	7.7578919	59.201533	21.218618	12.9237375	5.5014783	18.145662	16.393774	73.037773	74.983529	18.770103	17.159399	8.095184	3.1216594	6.1104453	31.635877	21.622915	71.394622	42.513658	10.0022237	21.642537	28.992008	11.2922388	33.439014	26.718715	16.963429	43.879757	14.9034702	3.7430224	38.274947	16.923377	21.113951	19.066443	13.1505091	23.111925	9.8804089	6.8071799	19.527517	39.000061	20.691363	18.489562	11.2136065	27.839121	93.043234	26.823498	16.169581	65.757898
PRNP	37458.2606363636	36137.9611181818	36359.1775818182	35391.9029272727	28248.8151818182	31855.8033636364	31300.5784909091	38302.3951454545	36992.5598081818	35740.1489545455	34639.6764636364	34542.2372727273	36987.4508363636	41047.806	41027.3677272727	41084.8093545455	4269.22768181818	3754.46398636364	4124.95166363636	3776.35727181818	43384.7375990909	40471.1629663636	36993.9679545455	37671.1791545455	41898.4130454545	36495.7181090909	37650.7519336364	38030.4860636364	45795.6039727273	42427.4540181818	46739.7505	37706.3742727273	43840.1295818182	41336.7298181818	38928.0145181818	37901.9045818182	36990.0537272727	34727.1632909091	35133.5179545455	36495.3006	41409.7898181818	38841.1418272727	37490.2639090909	39686.0577272727	30612.4081727273	30525.6835818182	37758.3264	41154.9003636364	44780.1991818182	40569.4094363636	39727.0845909091	44045.9708272727	47227.2328727273	45878.5563181818	43803.4119181818	44773.0419090909	43213.9892454545	48352.6481818182	46143.3307272727	40409.8392727273	45970.3134909091	41812.6467454545	41177.4087090909	42698.8549090909	39996.5176454545	32793.0880727273	33541.5650909091	35014.0543272727	31146.3899	31106.7877272727	32997.3041818182	32676.0682090909	37800.1533454545	34665.9774181818	30729.6497818182	40452.6472636364	44063.9302727273	42231.6762727273	43825.5236363636	41288.9701818182	26786.1713454545	30664.1438181818	33382.8575454545	26048.9242454545	38058.9132727273	35372.989	32269.2103636364	34354.1638090909	31316.1903454545	33619.7887272727	30523.4408636364	29385.1169090909	28006.7317727273	30323.6811818182	31321.8207272727	30736.2601636364	38410.8820090909	38778.5799090909	37589.7583	33824.1476727273	39154.6339090909	35808.4732090909	38045.1324454545	21681.6205363636	36641.3242909091	34325.7462727273	36629.6803636364	35878.7015454545
ABCA5	399.20225	329.04485	108.28791	194.0201	384.24595	243.60305	195.13365	281.57555	13.2564	286.6274	170.7805	54.331565	185.98695	633.2607	632.4399	393.99455	47.818635	11.0220725	44.117525	8.988709	20.568109	61.26746	289.45355	200.7878	107.35382	112.810865	53.561425	133.69419	154.67857	118.54127	103.5657	309.5744	279.53505	390.44755	213.31405	309.2759	713.5597	90.739445	292.08985	32.545325	125.01504	137.5984	291.13325	342.4338	168.64385	80.87259	89.259385	417.7163	302.47975	286.7536	189.6476	86.11238	278.4152	261.4619	177.1713	301.4655	118.2519	262.2056	247.13985	309.71865	313.55	195.5757	81.38895	422.98075	253.2245	126.7746	243.34965	135.75935	138.41503	144.80905	372.25585	233.1488	88.0096	143.6954	42.11915	48.91941	396.13215	281.06115	404.4516	914.3972	196.0189	406.30975	441.04815	247.7461	409.17945	345.54435	497.45215	223.44465	152.41597	66.722595	99.242775	157.4158	215.1677	138.65915	276.38195	287.35655	141.45478	220.38645	204.3517	338.66505	450.219	207.7773	159.30917	148.70825	416.4166	234.63415	480.8889	401.381
ABCB1	54.349339	52.459776	44.913191	14.272291	16.6454034	43.22924	28.3492374	16.574724	11.9049829	12.7180564	30.953847	7.6824659	16.0418102	70.098081	73.140841	15.1787923	4.1093758	2.7040785	13.107037	2.2269003	28.793016	24.364863	53.912855	27.160464	86.936897	64.609535	18.8629383	36.673108	47.995425	57.261311	32.338081	88.486046	61.831757	78.413719	41.666315	61.134024	45.60384	22.1341439	31.576531	11.7523954	20.4153855	18.4730087	22.9163442	70.980224	88.287476	14.8604172	14.0478848	96.553347	51.639082	67.77224	84.454789	20.8425434	82.580344	61.477274	70.265808	84.137967	25.0718689	95.377612	103.539859	81.709574	69.508705	90.698292	33.538234	95.998924	86.050073	49.436263	42.976201	23.256573	26.729768	61.266502	78.854074	42.527767	20.5954674	43.056944	21.816237	20.546997	89.156356	57.823117	150.58665	178.47363	68.970336	102.109332	113.86621	62.556577	135.39581	178.47689	88.812739	47.24356	29.434161	21.873449	67.744826	30.676884	29.821508	20.206041	39.341205	35.790763	35.363449	29.141591	50.815929	35.369737	43.875332	46.752192	58.183031	73.272589	35.813497	75.438367	106.498054	96.654331
ABCB4	9.820718	9.350578	7.28906	7.396403	4.33678	3.902394	4.987554	6.06433	6.68785	5.333266	3.986338	6.328751	5.210235	5.771544	6.835217	5.85027	0.8608698	0.8866619	0.9017069	0.8881388	1.86228	5.078889	16.75214	4.320465	3.662164	2.987879	4.424325	10.47212	12.15915	15.63681	3.990649	5.680967	17.05554	13.65634	1.998265	8.774184	8.093014	6.777547	6.544635	9.323145	6.740507	6.794191	9.796771	7.095103	6.256508	7.341576	6.668838	7.169646	3.443832	13.56676	11.07436	1.548922	18.25204	2.599105	9.510385	6.746323	3.682411	11.6434	4.694309	14.29932	5.937422	12.25045	1.878464	3.555032	2.565267	13.00149	14.09731	13.34995	2.69025	2.63684	2.273394	8.609155	3.140264	9.163519	5.100395	3.706276	7.927951	10.11261	10.14668	15.22276	29.77517	31.92119	11.27161	5.926954	3.92736	5.275124	25.5188	6.86483	3.144392	4.133262	1.630399	1.840407	26.40933	1.525739	9.839	1.699794	7.894085	8.703589	4.861035	5.032833	16.5896	10.37774	21.72604	1.81955	1.820545	3.059649	30.00361	12.20456
ABCB9	17.3176275	13.1871585	16.687229	34.5945375	22.234924	42.2293505	9.617296	10.8270315	6.837794	8.3318525	14.9674	6.459759	10.536301	20.485892	22.6201115	13.9885525	1.56356645	0.90718595	1.74777655	1.8544401	5.885532	25.352086	26.062088	22.887738	15.0613885	24.22061	9.9825875	20.43484	21.80052	18.794254	10.0537255	29.9884615	16.027185	28.122995	6.8689265	12.8885385	24.117985	13.608783	18.24647	13.9642725	9.7665505	12.54089	25.157994	35.829642	27.0481455	12.9292245	13.4041405	24.600074	13.0781435	22.57627	12.431573	3.859485	15.8992305	21.9843895	23.3034075	9.261819	8.456187	11.704315	17.60629	41.14922	9.145151	6.3372445	10.349687	20.9496345	12.206147	9.1336155	9.9112165	6.2787575	5.6640395	6.206517	12.59872	8.5317345	5.301318	17.0619275	10.180611	4.1672325	12.2601335	32.4477895	10.1834795	20.6366845	18.0418505	16.685609	12.9954605	9.705598	41.582645	8.2134795	21.8819675	7.816965	13.7609815	13.5125925	8.936348	15.5340085	15.0304865	7.1201185	8.2004885	2.503688	23.9380005	19.5695955	5.234513	14.76480055	31.093974	20.6096895	16.6633175	14.4224695	16.395049	12.520371	29.487412	23.272404
ABHD5	669.5287	1036.237	970.5624	1222.182	2271.543	730.6872	1379.292	773.9283	493.767	1834.84	1338.308	1936.28	1373.99	2449.971	2045.724	1578.602	135.0452	131.367	472.0879	89.57642	693.8641	1514.966	695.5874	1045.827	999.0647	1146.896	778.9562	1675.224	2121.083	1769.334	1513.154	4434.717	1200.404	919.847	1148.988	2667.83	1132.514	1186.599	1254.747	673.3527	1221.041	724.7466	3258.262	1456.218	803.3132	2083.323	832.5595	1623.056	1071.567	1250.09	1349.257	1100.998	2938.105	1414.881	1276.992	1699.026	1209.588	3417.812	4050.512	2573.918	2159.261	1927.129	2103.525	1120.551	1137.49	1243.32	1155.212	603.7925	1096.573	2468.059	2096.02	1755.476	2163.536	1511.973	1677.054	927.3165	867.8851	2794.995	1967.181	1940.356	1149.039	1024.691	2254.331	1357.065	1751.297	1953.707	3526.205	1407.794	1507.309	1981.337	1853.931	1879.305	2363.453	4606.127	1768.897	1255.857	1513.215	1190.57	1161.176	968.4626	1059.759	1313.97	1489.724	1363.716	749.8275	1472.846	1535.191	1775.651
ACAP1	512.04395	477.10145	425.5923	457.82895	562.8903	522.8671	360.4459	339.83365	135.937605	329.13025	506.78375	260.0905	383.65485	991.01425	536.4772	329.61985	66.621495	28.670285	104.83237	38.560645	351.2224	480.06735	443.4907	333.36155	757.3214	820.71265	161.15675	604.87705	689.84285	772.8686	412.12995	851.4721	721.92185	1016.71785	249.6119	644.33115	598.82885	288.8479	510.2538	179.433235	319.81555	248.93915	484.60325	1037.5579	543.4704	494.006	203.933935	864.55565	293.1663	643.6371	691.3253	265.381	869.8172	564.262	404.6757	568.91555	322.88485	854.54765	716.3134	1070.93365	675.71315	573.5538	342.0261	616.64675	516.05535	626.99135	591.8144	459.8401	220.59875	586.44695	632.9091	527.01945	345.00815	477.8242	552.96605	221.2566	531.9677	425.5257	530.5128	998.8183	503.57285	633.40335	622.22385	465.60135	580.9656	832.7842	872.59145	403.3901	625.0863	393.9823	314.7961	461.61435	871.893	838.2219	505.0985	248.67269	701.09995	438.12095	454.45485	361.1396	809.8208	616.17635	721.6476	353.1434	621.47005	752.51445	1102.0954	792.57555
ACHE	186.8393	448.9091	593.8497	531.5491	92.64664	138.1982	272.5211	233.0327	2643.649	369.0899	113.2603	199.2577	375.8414	193.339	211.1069	240.5835	42.90871	149.9701	22.48717	82.82033	1618.714	161.0168	182.6541	662.0108	196.3639	130.2141	1276.545	180.3914	749.0628	957.0603	342.8968	237.2609	381.9073	148.458	1117.263	1383.333	92.61616	667.3972	255.5942	1844.976	827.1177	2273.45	130.8255	143.1677	1000.225	927.6466	1745.576	297.5975	382.6633	146.035	253.3092	952.6492	344.9007	230.6012	867.2868	693.6327	1483.173	604.3006	1709.58	125.6875	545.1006	890.8125	465.3444	247.2601	357.3785	98.68053	135.7982	102.3895	367.0161	85.53993	144.6307	104.4305	193.7852	172.5012	86.99178	1258.232	932.8673	214.1099	251.7528	136.0985	206.1464	257.1202	173.3771	134.9906	230.0316	273.6236	125.1113	304.9314	125.7481	421.3331	396.2617	160.2202	61.71542	88.81728	304.1078	1036.42	174.6464	380.0937	614.0809	379.1002	137.895	298.7783	557.0166	157.9886	79.16056	116.0645	85.36593	89.72643
ACP5	9175.297	10277.39	13414.42	7516.353	10268.57	9144.317	4551.922	16729.62	9359.908	28940.07	5023.267	7914.946	3244.285	16870.12	7803.089	5964.991	1004.153	384.4227	933.3776	717.4638	9233.535	7100.041	4977.02	3261.596	6728.108	15008.36	12234.22	6496.613	9953.752	11672.53	35592.57	12338.26	9809.549	19018.78	32851.91	10121.37	13804.65	19812.41	8164.953	7968.208	7449.024	5580.931	12806.24	11372.68	5665.578	11448.57	7240.542	6259.622	5839.905	8877.415	6801.128	10839.19	4974.103	14524.37	9871.958	6036.711	42575.17	25968.2	19072.45	10519.29	8806.676	6789.746	37486.61	5391.191	6599.36	5422.239	11922.29	5907.538	5423.27	10144.21	10773.32	6227.653	18565.85	3984.276	8355.736	36165.33	8158.633	11809.26	15162.31	10067.24	21717.96	7740.472	9752.521	7765.467	14706.86	2602.368	14798.65	8327.215	15654.15	12214.45	21963.38	7900.108	7678.354	13588.31	17125.85	4181.799	13482.18	14575.67	13411.88	7698.508	3153.618	7768.869	11445.34	4615.659	10497.43	4379.473	10151.38	5879.808
ACPP	79.601055	124.49017	100.5855	89.923835	159.025885	55.34728	108.459695	71.82773	19.782009	139.246435	72.955335	40.9199075	61.843055	91.483625	181.530935	71.18201	9.513221	4.195455	24.3083185	5.869442	12.7873445	30.759315	36.377455	35.07969	38.456865	34.62913	7.8474645	59.330785	82.678315	76.829675	43.523	132.45184	100.94453	48.889055	66.161375	134.270945	150.127955	88.94474	56.57899	64.175785	34.58531	55.773315	97.916125	134.711125	61.28968	96.39869	36.94096	114.08552	116.35567	80.452215	81.440375	71.023115	101.5318	59.957235	69.96806	72.827115	68.982365	200.40115	144.53741	189.195765	185.617585	101.7718	102.44729	62.573555	89.482935	53.617325	94.301275	57.2114	32.5583755	126.42672	82.369715	86.04704	74.00887	64.373105	56.44001	24.6963965	39.064655	82.503025	51.411755	106.549615	56.61013	108.375355	99.138055	58.676535	119.19204	144.277	146.264465	66.569945	81.383255	82.05804	59.12007	150.810845	102.892145	105.23196	196.71721	67.115397	86.138875	65.71527	51.30023	120.714535	74.59467	61.116455	59.94073	33.675999	105.747705	82.99228	92.46812	98.497205
ACSM3	56.77258	67.43593	46.61599	22.52693	49.77055	19.75667	15.78412	12.71284	31.13191	33.2797	21.87189	6.347325	46.582	45.47257	52.30822	47.81026	4.591294	4.664111	2.636058	1.989658	62.39633	23.52383	46.1231	46.89428	44.00982	27.91853	61.94971	36.30422	55.9697	54.34315	57.11821	34.81998	74.18804	77.02357	41.19676	53.86775	42.7328	87.56714	43.18029	37.56482	58.32951	65.83503	38.9465	19.26661	76.4926	34.34659	46.06964	35.45128	30.87279	29.5477	36.3315	29.8943	53.56324	40.3298	38.36718	46.07956	69.18767	97.24117	78.91537	39.61503	46.48964	62.82636	41.75008	37.1896	21.88456	33.42277	33.31033	22.05019	23.28612	26.21854	40.10714	33.40307	38.84536	43.8315	20.56136	33.03072	48.58084	59.62633	62.85809	53.666	50.69918	70.81697	35.84451	26.15178	50.84926	54.97934	38.06962	45.78128	30.71204	36.9303	52.03934	37.10437	29.20182	22.70449	49.92787	30.41875	60.41543	36.92645	45.84823	36.44476	22.33886	35.91026	34.11694	32.69886	29.24904	32.82162	13.82181	35.8002
ADAM19	1140.73138	808.92529	985.06856	915.586675	1272.58044	1188.44505	1036.88972	851.151255	157.261531	766.588855	2179.780175	502.480434	838.22176	2093.218615	1164.854895	689.6820655	111.279066	52.5622494	238.0082315	49.99042445	518.772905	919.385605	946.300655	728.000885	1100.98748	1970.681355	339.429523	1574.51716	1224.781055	1247.29487	1061.50705	1988.55752	1469.79948	1256.34148	376.303927	1734.008975	771.485325	422.78942	805.870155	201.884187	543.98648	409.8261215	1870.88587	1989.337805	753.233265	710.06718	256.551071	1301.406065	544.1424475	1009.9996	1183.746165	485.08733	1920.356095	863.012565	675.10422	1114.72659	594.61814	2000.781195	1559.809645	1993.895095	886.51519	1483.10868	690.73313	1000.719225	1575.19094	1064.00599	874.446145	771.15915	765.939995	1438.23995	938.981935	1628.90084	807.83902	1423.10686	453.8400395	388.83377	1052.68684	1698.581295	1628.22323	2971.06918	1453.46296	1543.956775	1409.475645	1357.39072	1010.70754	1900.141645	2549.911085	1000.67983	1190.251565	656.74612	602.921575	1319.7717	1648.836095	1415.22353	1148.74796	584.673898	1073.219385	865.60852	888.50657	884.334275	1101.19358	1114.840285	1517.04155	925.8308925	1382.553075	1020.733245	1963.746035	1377.87248
ADAM28	118.88683	131.8301	105.082025	111.304295	173.5693	54.10656	169.411	83.80257	11.265424	44.95704	75.61125	7.685532	54.93499	157.3729	177.0698	123.03115	17.99293	5.8762885	15.931405	5.013606	29.562185	46.258395	146.88165	51.354765	50.56417	21.011015	32.024425	130.79265	132.9933	145.642765	113.18654	145.15445	124.498675	343.29555	39.889675	171.6325	89.09645	34.420595	67.61696	10.254073	12.856896	34.65622	50.8301	100.11354	111.630965	24.796365	12.859161	157.0094	82.50029	124.86535	102.32445	51.25826	140.2928	98.52325	83.451435	141.5282	50.134455	186.3468	77.728165	150.38025	97.816735	64.329155	24.168405	80.086005	146.3153	105.31262	101.9817	171.0143	65.929925	47.69192	80.292225	112.39825	72.591625	125.7923	32.94617	21.892309	105.90585	87.640155	102.979355	261.439	194.06165	200.03525	90.787305	74.872815	178.47445	178.65095	416.43445	80.33959	94.114325	46.730475	56.073765	69.632935	119.21145	52.02247	74.36399	65.196305	122.02684	68.229355	76.234715	99.553445	194.39885	132.143705	140.25913	42.164285	99.26764	143.60235	297.31115	227.29135
ADAMDEC1	10.88217	10.42551	19.63364	15.19629	23.09585	6.538515	14.05863	8.051927	7.104132	13.42289	15.08741	6.656912	8.59768	24.35979	43.16639	29.34601	1.843796	0.9131012	2.088186	0.9339903	1.977848	2.869564	7.156348	5.60886	8.316038	8.162346	2.184284	11.05965	8.579079	4.078284	10.33974	17.27599	22.97786	14.61862	15.31216	29.22057	18.38071	7.049414	5.876617	9.727956	8.461828	12.2208	17.39849	18.11872	7.060284	8.04434	15.47126	12.1333	21.30659	24.01093	6.336641	4.868453	15.5831	7.546086	12.49584	17.95089	5.408079	13.43371	9.935057	8.64027	36.27496	5.44578	8.267191	4.631488	2.708597	3.977195	6.153787	6.014533	2.99315	12.67416	15.38488	10.67794	26.7035	10.76762	2.278982	1.741367	9.022352	15.66459	2.561694	13.75827	5.618223	11.96209	19.50808	9.035048	25.30932	16.17134	23.30684	6.768559	17.86139	2.017722	6.0892	13.661	24.11413	11.07423	6.900732	18.96432	14.35031	10.33413	8.873142	23.21289	21.14711	9.028339	3.433657	7.517431	72.99988	23.47986	15.25309	7.823588
ADAMTS3	13.320776	9.964558	14.6327165	14.1603725	8.8849365	6.7988365	5.762501	7.530947	6.8227125	9.5143845	6.966171	8.308212	10.487222	7.353089	5.023784	9.139019	0.835506	1.08979895	1.4722665	1.12526025	1.6844355	1.9344235	1.943069	1.5029335	1.614224	3.276696	2.3503745	1.7725735	8.763673	1.5536435	18.200515	1.646696	1.741687	1.634728	1.8588685	1.811808	22.883325	21.68425	30.4750445	20.663091	15.7175085	16.2669155	18.163255	9.7304625	9.278789	11.619171	6.5246545	14.4258055	1.937361	1.5087195	1.5538685	1.5037695	2.5187095	1.5939775	1.533468	1.796177	2.000605	2.9713295	2.0246495	2.053027	2.0921435	5.937092	1.8012585	1.877784	2.483839	4.948723	3.711549	2.5595645	2.5736425	2.361558	2.1951905	2.5424785	1.961121	1.5398265	2.0431665	3.102695	1.976077	18.128465	2.045028	2.019953	3.186159	1.5087295	4.439643	1.763527	2.4465565	5.4365625	1.6401435	1.599139	1.8888685	1.736675	1.545809	1.7816605	4.3423615	1.533282	1.930246	1.61488	2.2938165	0.3069492	0.98373185	1.2778925	1.785986	1.792288	1.6835875	1.82007	2.026779	1.6691055	3.3416445	1.45677
ADAMTS5	193.3092	103.6559	67.48127	77.2488	82.44039	60.33857	279.4399	123.6175	21.94275	50.64073	74.03178	18.80026	50.62435	97.9816	218.7061	137.0336	18.43224	4.579759	29.44546	6.903297	29.09314	25.80986	100.2016	115.8147	69.25328	51.21402	20.84002	113.6687	133.167	89.84573	131.313	238.8378	35.14632	91.84166	49.95412	104.8868	271.7292	86.57759	102.3628	38.1271	40.23927	41.56087	136.2632	61.1952	82.96253	41.02884	62.78887	175.2272	156.672	46.82793	68.81145	26.68643	139.0911	39.49832	119.156	83.30488	24.80968	193.7097	169.8897	162.4177	65.22146	97.43578	24.72514	81.20426	54.00673	54.86317	65.32245	91.49384	36.28686	38.10999	68.33175	49.14675	43.97675	98.99879	18.50015	43.22418	59.24748	148.0646	110.5007	180.7779	77.98304	176.3512	108.2399	65.19097	125.443	97.85009	107.7315	50.09449	198.3903	48.0561	41.24529	170.5969	28.31417	37.3118	42.65349	116.1646	91.43314	80.94873	103.5366	48.52469	314.5703	130.5377	173.9187	72.36717	54.95028	110.3201	261.8731	292.3994
ADI1	754.965433333333	673.981333333333	689.549466666667	753.3924	1005.55393333333	557.780533333333	543.854333333333	491.150666666667	265.426916666667	754.8966	677.127	305.38682	667.139	1565.3809	949.1443	503.208766666667	73.52799	27.90976	135.25737	52.30224	259.615363333333	485.59646	566.514933333333	633.330333333333	878.7088	957.439733333333	436.821666666667	894.024566666667	983.445933333333	909.367466666667	1537.58786666667	871.524233333333	562.470066666667	1005.5213	528.0695	956.249366666667	853.620766666667	383.968266666667	512.9199	284.677616666667	402.9657	337.692033333333	790.1261	1116.80216666667	668.114033333333	719.351933333333	405.397766666667	1085.77806666667	670.831333333333	838.531766666667	817.890466666667	682.6567	1032.793	699.561866666667	863.153433333333	932.950566666667	675.2424	1235.77473333333	1573.6199	1074.4219	1347.68236666667	1044.17403333333	764.8541	881.400633333333	928.106333333333	758.953633333333	1058.49463333333	560.763033333333	509.1044	934.8273	955.5215	1074.8104	481.040233333333	777.6449	573.7768	429.152733333333	750.079666666667	1036.8477	1452.48583333333	1487.22123333333	502.116933333333	1214.30386666667	917.377733333333	686.6557	995.517466666667	1248.1232	1226.5055	450.045733333333	951.2163	612.8304	601.965866666667	876.999366666667	846.347166666667	615.208566666667	951.249966666667	457.883	650.163566666667	689.481633333333	288.591266666667	699.077666666667	553.2329	591.831566666667	679.729433333333	447.401433333333	770.103933333333	737.815633333333	986.7303	996.6086
ADRB2	2006.0289	841.53265	912.71308	461.98848	744.51836	2132.9335	578.32633	638.84818	100.93981	772.05776	950.51803	274.40634	469.79275	2147.2738	2147.5814	890.62726	132.5374	37.74717	197.39556	42.040286	128.8281	361.40842	919.22595	485.37183	1572.4582	1614.903	100.181007	854.13047	873.21485	373.10636	1241.0774	634.14848	1278.2983	2051.6971	379.04084	458.75279	1702.1887	174.09142	616.64812	109.664519	450.30339	457.78587	634.7443	2232.8122	716.67561	414.64206	222.10326	1172.7382	762.98467	1842.691	843.14558	299.39127	785.30137	808.15514	918.25508	1141.23876	300.56503	1394.312	849.60462	1131.9064	838.84921	690.69457	507.12458	1316.6955	1032.11733	992.84283	554.76615	942.49197	367.38776	1629.2677	1987.8633	1192.6055	640.46876	832.85112	710.54601	246.55056	1050.89086	948.98092	2307.5457	2891.1493	1058.99085	1261.9825	1406.7482	1553.1956	1362.8693	1651.8253	1411.9628	676.3543	916.511	240.27901	504.90083	1032.027	1390.0126	925.75769	670.84288	480.00182	675.88339	492.74208	442.71488	841.62959	1511.0649	929.64295	647.08417	970.3597	3036.4803	1581.3686	1743.416	1303.6936
AGPAT5	214.42866	125.264405	80.672895	117.57581	219.18573	186.78778	130.97008	113.296865	23.1347765	153.04281	87.64459	40.612405	63.63265	260.45366	294.83623	204.87966	16.222753	5.641748	15.58525	10.0149355	12.43411	32.937845	102.040875	77.899585	66.015905	82.431805	34.692905	68.436475	116.869015	92.036365	113.1968	124.17716	155.230305	283.04335	134.84574	161.864485	191.134425	72.034345	74.321115	63.311319	60.211165	92.857885	181.81596	161.93482	102.92421	74.431715	55.460245	243.749515	254.7264	150.417495	86.20083	47.8994	125.673385	124.638425	135.973975	162.660355	83.89451	197.75986	187.651005	165.35605	162.82765	114.911235	127.92965	188.71386	133.47474	60.940905	103.869495	152.572365	91.531935	162.297775	146.60615	107.57341	101.32106	80.031075	50.435415	30.720465	147.336545	178.24055	235.601385	348.32775	106.692685	205.81413	165.494905	140.30675	281.37485	210.73859	231.08453	150.896735	86.502835	67.70419	90.722095	159.62146	146.6792	72.74621	227.45965	142.50348	112.85336	106.611685	109.015915	246.186625	207.16983	159.05032	122.01152	107.9548	152.598285	93.652255	222.485195	260.330635
AIF1	19289.34	12907.41	24551.79	22177.19	53361.89	9264.7	36402.88	23043.11	13543.14	29516.33	16383.84	37189.68	15876.71	37097.86	33099.06	23332.6	1132.839	1559.794	4048.437	1486.344	6707.668	22013.88	9013.707	8168.819	9418.508	9166.892	2756.147	21196.55	25327.36	18013.67	17420.1	23750.36	19559.39	22655.16	34573.62	20536.49	27165.79	25054.07	13113.23	11890.51	22065.95	6579.755	35124.73	25276.79	10438.86	25804.6	18598.52	37652.72	26414.62	34432.74	34068.39	28646.19	29516.43	26415.69	25641.27	17500.1	28343.68	44581.7	44049.62	43662.63	67734.34	29268.22	56218.5	17988.82	21564.61	31405.23	23384.4	26607.98	15686.57	49714.04	30747.67	27332.62	24603.76	35002.47	29528.33	4322.353	4813.016	22089.31	29852.51	32696.55	17993.94	26480.09	25889.54	16192.07	37323.74	24748.88	38420.48	22176.46	30894.83	29978.08	15382.06	48216.93	58446.88	49103.78	31910.24	3577.401	27959.33	15500.26	5936.417	14916.43	7837.913	8969.798	5472.377	7632.582	28083.86	37622.74	25179.42	26212.88
