GeneSymbol	GSM1356732	GSM1356733	GSM1356734	GSM1356735	GSM1356736	GSM1356737	GSM1356738	GSM1356739	GSM1356740	GSM1356741	GSM1356742	GSM1356743	GSM1356744	GSM1356745	GSM1356746	GSM1356747	GSM1356748	GSM1356749	GSM1356750	GSM1356751	GSM1356752	GSM1356753	GSM1356754	GSM1356755	GSM1356756	GSM1356757	GSM1356758	GSM1356759	GSM1356760	GSM1356761	GSM1356762	GSM1356763	GSM1356764	GSM1356765	GSM1356766	GSM1356767	GSM1356768	GSM1356769	GSM1356770	GSM1356771	GSM1356772	GSM1356773	GSM1356774	GSM1356775	GSM1356776	GSM1356777	GSM1356778	GSM1356779	GSM1356780	GSM1356781	GSM1356782	GSM1356783	GSM1356784	GSM1356785	GSM1356786	GSM1356787	GSM1356788	GSM1356789	GSM1356790	GSM1356791	GSM1356792	GSM1356793	GSM1356794	GSM1356795	GSM1356796	GSM1356797	GSM1356798	GSM1356799	GSM1356800	GSM1356801	GSM1356802
CSTA	1.0040827	0.044950962	-0.43220377	0.999352	0.07796717	-0.19950819	-0.011509419	0.4001813	-0.5035367	0.40966606	0.046973705	-0.5961137	0	0.5571399	-4.412389	0.33052492	-5.231449	-2.7888608	0.31665182	-1.4912815	0.40923643	-1.4498563	-1.7863059	0.18220568	0.67819643	0.6291261	0.12856722	0.16908121	-0.07583666	-0.2661538	-1.2691064	-1.3497524	-0.8376365	0.25184584	0.29270792	-0.7720227	0.02079153	0.016719818	1.3124146	-3.3528686	0.34179544	0.971498	-0.53506184	-0.07755232	0.43638563	-0.61923075	-1.3981643	-2.4354877	0.16171837	-0.1120801	0.14218092	0.60746765	-0.19548368	-0.46654987	-0.10738945	0.97052956	-0.27744818	-0.4833126	0.11727476	0.21030664	-1.615942	-0.66478014	0.07975721	1.1766028	0.5727687	0.43312073	-0.4015813	-0.642282	-1.3740249	-1.0084167	1.2586446
CTLA4	-0.263838134	1.111849	1.5009543	0.0420335133333333	-0.95709611	0.169473173333333	-0.41652694	0.112794876666667	0.50910712	0.146571956666667	0.443684426666667	-0.01809931	-0.990032053333333	0.104880331666667	0.581143716666667	0.374515527	0.718284773333333	1.17149288333333	-1.42312018	1.08018796666667	0.0292097696666667	-1.29133655	-0.383961046666667	0.509268123333333	0.268272714666667	-1.95997586666667	-2.31526516666667	0.596214783333333	-0.159779543333333	-2.18289663333333	-1.68316933333333	0.192345142666667	-0.77930038	-1.06512626666667	-0.0845575333333333	1.1095454	0.943457286666667	0.1190505	-0.189706173333333	1.16147359	0.60218939	-0.05919012	0.130998613333333	-1.13393373333333	-1.3978157	-1.97876166666667	0.0511290266666667	-0.354909586666667	0.286882722	1.46239886666667	-0.587020236666667	0.88603051	0.80132231	0.121199763333333	0.03569571	-0.654280033333333	-2.55925146666667	-1.87913375333333	-0.681474833333333	-3.43533836666667	0.67286141	0.880496666666667	-0.7105009	-1.21815603333333	-0.344897113333333	-0.221756133333333	0.121136029333333	0.911128383333333	0.0334784156666667	0.990955346666667	-0.96710768
CTSG	5.367607	2.7609892	-3.615221	2.799336	1.6371102	-1.8606668	1.4570374	1.8794723	5.1092653	1.0213895	-1.5974641	0.56344366	-0.18552685	-1.3730431	-1.6550603	0	-1.7423167	-1.7066927	-3.6198816	0.9754834	4.1071377	4.0291224	5.018569	1.5179462	2.4981275	-2.305253	1.9781656	1.965723	-0.312747	-3.9193106	2.9160795	-3.0081882	-0.43525362	0.6499443	4.3440175	-3.1884918	-0.22239256	-2.520474	5.488502	0.37505054	-0.35323906	0.3023529	1.3813632	-0.2722025	-2.821476	1.280088	-2.9697275	-2.4965525	-2.4695725	-0.46030712	1.9233408	3.9363203	2.155724	-2.3994823	-2.5553155	-2.1816154	-0.24255705	-1.2091932	1.4256675	-1.5167289	-1.8173065	-2.9584122	2.6121597	1.7834463	-0.7997732	4.2434072	0.44062805	1.841754	-2.146316	-2.3512697	3.1431456
CTSW	0.51252604	0.73498344	0.42973614	0.46540165	-0.048345566	-0.19471169	-0.82714844	-0.27663994	-0.7066488	-0.9321809	0.14507866	0.15981293	-1.2319751	-0.23139477	1.0237479	0.34548187	-0.16626596	-0.47236347	-0.49913502	-1.0764012	-0.044597626	1.0974741	0.5643649	0.8780937	-1.030263	-1.0607796	-1.2354956	0.29400063	0.119893074	0.42023087	0.3966818	0.16973019	-0.17052746	-0.38039303	0.17470741	0.74152756	0.7564106	-0.09143877	0.077017784	0.16867352	-0.34593773	-0.9893551	0.5999789	0.0772419	0.32287312	0.002393723	-1.0501375	-0.8759651	-0.6318469	-0.2045908	-1.2223091	-0.43586493	0.3273964	-0.6717963	0.09991312	-0.3591056	0.010663986	-0.14920092	0.9934225	0	-0.049926758	0.5323267	0.46610928	-0.032255173	-0.15167141	-0.007732868	0.3905573	0.6164093	0.041274548	-1.2295322	0.4137354
CXCL10	4.7734504	2.8349724	-4.524116	-1.93395	0.15240574	0.8876648	4.4051085	-0.2508297	-0.9659815	-1.0169568	-1.4136252	2.9739923	-2.2822614	-0.75977135	-3.2977185	1.2756767	0.20096445	-3.1020408	0.054246902	-1.7123938	-3.0349855	-2.492103	0.0681119	-1.0869093	-2.4339604	1.8131933	0.36584377	4.318555	-2.6106057	-0.15326786	-0.30869675	0.1708889	1.5999546	0.748456	0.44063854	-0.45032787	-0.75651646	0.65694284	6.326268	-0.43936062	0.5192423	1.9215584	3.8642354	0.20071316	0.288579	-1.7934856	-1.7686305	-2.7001824	-0.110765934	-1.4475746	1.1416893	4.237766	-3.4595985	1.1994452	-2.782936	3.6295161	0.11180496	-0.21230268	0.692893	1.0248299	0	-0.69261646	0.80061054	-1.7665491	-0.2517252	3.085112	-1.9290886	6.2065268	-2.8797398	-2.7515674	5.931858
CXCL11	0.7112069	-0.5690012	-0.9390764	-0.027983665	-1.4464817	-0.31005287	0.045719147	-0.79873276	-0.079901695	0.33678675	-0.046850204	-0.6932974	0.3954606	-0.04482174	4.006585	-0.4791336	3.6801405	1.1069555	-0.8062334	4.0301394	-0.051906586	-0.71258545	0.7769351	-0.259367	0.08680916	-0.6291084	0	-0.027983665	-0.03515148	-1.1056623	-0.70490074	-0.19454002	-0.7090683	-0.084843636	-0.76833344	-0.3748436	-0.17427921	0.29317427	0.8936081	0.62798405	-0.4464817	-0.13192654	0.26901197	0.05601883	-0.007827759	-0.59556293	2.9313836	0.31709576	0.34407568	-0.30201054	0.07023239	0.525002	-0.39169407	0.41416597	0.25833273	0.6320329	2.050259	0.34142065	0.29445744	0.033885002	0.9963417	-0.14476395	-0.29392338	0.81049824	-0.27890682	0.19286966	0.021615982	0.2157793	0.6673322	0.4623785	1.664012
CXCL13	0.04387474	-1.2363334	1.6262517	-0.69531584	-2.1138139	-0.97738504	-0.621613	-1.4660649	-0.74723387	3.2301698	-0.7141824	-1.3606296	2.0786257	2.7208056	0.49125576	-1.1464658	0.40399933	0.92505026	2.0118613	-0.015704155	-0.71923876	-1.3799176	0.10960293	2.6461906	1.097549	3.6056328	2.1806645	0.79011106	-0.70248365	1.262629	-1.3722329	-0.8618722	1.7446151	1.7072558	0.28680038	0.095327854	-0.8416114	-0.3741579	3.0336308	0.0981555	-1.1138139	1.370666	-0.3983202	3.5981398	-0.67515993	-1.2628951	-0.82341146	1.6853871	-0.06022215	1.200582	-0.5970998	-0.14233017	-1.0590262	-0.2531662	-0.40899944	-0.0352993	-0.818707	-0.32591152	2.0331178	-0.6334472	0.32900953	1.8659759	1.2714052	0.14316607	2.0172353	-0.4744625	-0.6457162	3.566369	0	3.228006	0.9966798
CXCL3	-1.3452597	-0.040504932	-0.2089467	1.7433686	0.98890495	1.8889813	1.3111806	-0.89172506	-2.1363683	-1.7196798	3.0504885	1.7924938	1.320847	2.7666082	3.535081	-0.5721259	-0.9851351	2.54874	0.3545308	1.4229808	1.5583835	-2.769052	-1.2795315	0.5910573	-1.9696574	2.3456435	-2.0564666	1.985939	-0.71310663	1.277494	-2.7613673	-2.2510066	0	2.5756807	1.5043235	-2.4313102	-2.2307458	-1.7632923	1.6237378	-0.75041056	-2.5029483	-2.188393	-1.4089432	-2.0004478	-2.0642943	-0.2735181	1.4197221	1.2606292	2.2230687	-2.358477	-1.9862342	-1.5314646	1.1956954	0.20569658	2.667841	3.9260635	-2.2078414	-1.7150459	1.4552217	-1.0225816	-1.0601249	0.62658834	1.5944686	-1.2459683	2.2968946	2.634654	-0.3123846	3.6543684	-1.3891344	1.4933748	1.7118821
CXCL5	0.46839905	-0.31207085	1.0136595	-0.2104907	-2.4110222	-2.342245	-3.8419228	0.30673218	0	-0.6213207	-0.18141699	0.83476734	2.9999442	0.89656067	0.07655382	0.19869804	0.9249282	-0.09537315	-2.0687237	0.92163324	-0.5264225	-3.0734792	0.06193304	-0.37591076	0.016097069	0.63678074	0.77323055	0.9202652	1.1223421	0.3144951	0.26501656	-2.2540183	-0.47372866	0.5878153	-1.0052881	-1.4994698	-2.505772	0.9843688	1.332777	0.8428297	-0.3121314	-0.91068935	-0.64796305	0.013654709	-1.4494371	-2.714796	-2.9779968	-2.9937572	0.836473	-3.9742632	-1.7931619	-2.2173767	0.9647255	0.5103874	-0.8272033	0.7220588	-0.6224518	-0.51897144	-1.261508	1.6197767	1.510881	-3.1271458	-0.6869979	0.53406906	0.32530499	1.5143504	0.3421049	0.6241598	-4.0154896	-0.63018656	2.8039951
CXCL9	2.090713	-1.275773	-4.001724	-1.1520314	0.42498302	-1.7206235	0.3118534	-0.3895116	0.38101292	0.4630227	0.9286375	1.0390902	-0.02058506	1.1332088	-3.9744487	0.47952938	-0.87583876	0.40018368	0.27018356	-3.4814086	-0.1274929	-1.3158011	-0.3117075	0.47302055	-1.667716	1.8730288	1.1486611	1.9338489	0.21032333	0.32048702	-1.5016537	-0.84860516	1.5198388	0.18129063	1.8694592	-0.8698063	-0.90814495	-0.30380917	2.9474287	-1.994091	0.8162303	1.4396319	1.0259352	0.5464978	-1.6299028	-0.7513194	-2.1847792	-0.9381969	0.3729267	-5.435047	0.56655264	1.4143333	-0.6469865	-0.17661285	-4.874704	1.1714215	0.5074029	-0.44820833	0.32733297	0.94305515	-1.504427	-0.76052475	0.94285583	-1.9165459	-0.548996	0	-0.61316967	5.3714933	-4.4657044	-1.9481921	2.0482512
CXCR6	-1.0713856	-0.5414934	0.53534126	2.01792	0.6262512	-0.72900724	-1.5144811	-0.40713215	-1.9114041	0.15826559	0.48670244	-0.23100328	-5.2940226	0.16535425	2.9832268	-1.1242228	2.0641408	2.2988925	1.8503537	2.184215	-0.59164286	-0.062218666	-1.1259518	0.16593313	0.7775707	-0.6348953	-5.689483	0.55865765	1.0955443	-0.20718098	0.4498515	-5.884023	-0.36073065	-1.219738	0.14060783	0.25218105	-0.1115489	0.7534385	-4.795875	2.7908745	0.43085003	-0.46034336	1.9379606	-0.5291276	1.2119818	-0.19970608	-2.2132945	-0.6282263	1.1765852	1.3031268	0.8137088	1.7838864	0.9870634	-1.2222056	0.40426826	0	-0.10750389	-2.0850282	-0.16236496	-2.5852084	1.2680187	-1.2492847	-2.7661757	-0.5214329	0.07381678	-0.36733055	1.390666	2.1980143	1.1637154	-0.56034803	1.1603951
CYCS	0.12097168	0.648119	1.1312017	0.25076485	-0.24390507	0.7515402	-1.2089648	0.38795567	-0.36085653	-0.047180176	0.062722206	0.07408619	-0.98376846	-0.13465118	-0.5220213	0.08434439	0.12943506	0.010336876	-0.6633401	0.56373215	0.09837818	-0.17643404	0.003021717	0.69135094	0.1387868	-0.7502384	-0.75845003	0.48350525	-0.16421366	-0.46551037	-0.30268383	0.25837374	0	0.15747547	-0.2962842	0.8732281	0.44590092	-0.49636936	-0.40289593	-0.36185837	0.27972603	-0.5266104	-0.30489016	-0.04937601	0.65374994	-1.2747159	-0.62432384	0.4384179	-0.5856457	0.4610939	-0.88923645	0.6142068	-0.088422775	0.58155346	-0.37638187	0.39030743	-0.5048194	-1.1871858	-0.40669966	-1.1488609	-1.3876252	0.35004616	0.53872776	-0.42479086	0.19576216	0.9473767	-0.098525524	-0.018440247	0.30222416	0.49047995	0.029297352
CYP27A1	0.30734253	-1.2770314	-1.7628331	0.11574602	1.0419316	0.61429834	0.71949625	1.1867938	1.0241885	0	0.30447245	-0.08750105	-0.80740166	-0.26109838	-2.668414	0.08204985	-2.6921058	-1.7774968	0.32123995	-1.3898454	-0.83307123	0.67454195	-0.66043377	-0.6938453	-1.2898488	1.8964133	1.3763499	-0.543056	0.373178	0.8198943	-0.19746542	-0.8367715	-0.4989152	1.8341889	0.9140296	-0.9495921	-0.36350298	0.02563858	0.38114977	-2.378724	0.34449434	1.1244512	-0.56124306	-0.21335554	0.5893178	1.4200969	0.07477236	-1.4798937	1.1897535	-0.43024015	0.58665895	-0.3370819	-0.20844316	0.5642376	0.44023895	0.8408661	0.082075596	-0.03325653	-0.701252	-0.016096592	-2.5376134	-1.0002046	-0.36203146	1.021707	0.4471116	0.1950283	-1.2629237	0.050373554	-0.13816929	-1.2958856	1.4695573
CYP27B1	-0.099291325	2.3429666	-1.7495747	-0.8384819	-2.25698	-1.1205511	-0.7647791	3.4568582	-0.89039993	2.1112509	2.521163	-1.5037956	2.3923173	-0.85532	2.8075209	-0.44163513	2.4307585	3.6469545	-0.08067894	3.2057023	-0.8624048	2.4403906	-0.033563137	-1.0698652	3.230507	-1.4396067	-0.81049824	-0.8384819	3.1543503	-1.9161606	-1.515399	0.31688976	2.642321	4.821649	-1.5788317	1.4927301	-0.98477745	1.9681029	3.136221	3.0654135	-1.25698	-0.9424248	0.9945669	1.7564821	0.98902893	-1.4060612	-0.96657753	4.0488553	-0.46642256	-1.1125088	0.6382456	3.5524468	-1.2021923	1.6036677	-0.5521655	5.5683846	-0.96187305	-0.4690776	3.3811996	0.4864211	4.448878	-0.9552622	-1.1044216	0	-1.0894051	1.5840054	0.13711739	2.903532	-0.14316607	1.9738083	4.9066253
CYP2B6	0.6773219	-0.6028862	-0.9729614	-0.061868668	-1.4803667	-0.34393787	0.011834145	-0.83261776	-0.1137867	0.30290174	-0.08073521	-0.7271824	0.3615756	-0.07870674	1.1247029	-0.5130186	1.9634457	2.9210672	-0.8401184	0.617743	1.1772428	-0.74647045	0.7430501	-0.293252	0.052924156	-0.66299343	-0.033885002	-0.061868668	-0.069036484	-1.1395473	-0.73878574	1.3565373	-0.7429533	-0.11872864	-0.80221844	0.4392681	3.6398325	4.1072865	0.8597231	2.359634	-0.4803667	-0.16581154	0.23512697	0.022133827	-0.04171276	-0.62944794	-0.1899643	3.3706737	0.31019068	-0.33589554	0.96234703	0.491117	-0.42557907	0.38028097	3.072445	0.59814787	-0.18525982	0.30753565	1.5236068	0	0.9624567	-0.17864895	-0.32780838	0.77661324	-0.31279182	0.15898466	-0.01226902	0.1818943	0.6334472	0.8070049	4.537018
CYP4F3	0.6773219	-0.6028862	-0.9729614	-0.061868668	-1.4803667	-0.34393787	0.011834145	-0.83261776	-0.1137867	3.5355625	-0.08073521	0.59474564	0.3615756	-0.07870674	1.1247029	-0.5130186	1.0374465	3.2747045	-0.8401184	0.617743	-0.08579159	2.374545	3.421122	-0.293252	0.052924156	-0.66299343	-0.033885002	-0.061868668	-0.069036484	-1.1395473	2.109211	-0.22842503	-0.7429533	-0.11872864	-0.80221844	-0.4087286	-0.20816422	0.25928926	0.8597231	0.59409904	-0.4803667	-0.16581154	0.23512697	0.022133827	-0.04171276	-0.62944794	-0.1899643	0.28321075	0.31019068	-0.33589554	2.691699	3.002079	-0.42557907	0.38028097	0.22444773	1.9766593	1.1932516	1.6294637	2.5825005	0	0.9624567	-0.17864895	-0.32780838	0.77661324	-0.31279182	0.15898466	-0.01226902	0.1818943	0.6334472	2.7504215	1.630127
CYSLTR1	-0.63084173	-0.7794895	-0.6971922	0.26560116	0.36726952	-0.29903984	1.2266378	-0.32207394	-0.1740923	0.46808672	-0.1680193	0.19307804	-0.79088736	-0.11544895	-1.7657809	0.58240414	-0.8075638	-1.1607842	0.7214899	0.20137453	-0.003928185	-0.3281536	-0.77952147	0.46175575	-0.40562725	0.5175085	0.18520641	0.33077908	-0.6373291	0.18593502	-0.31727505	-0.40522957	1.3095169	-0.9541788	0	-0.5206156	0.33108044	-0.14501429	0.556839	-1.6727862	0.4747429	0.2012558	0.10250902	0.08979988	0.56769943	-0.09351444	-0.51832485	-0.37942314	-0.07074499	0.6077833	0.6879568	1.1367087	0.16752338	0.7640891	0.66667414	-1.0349231	0.563406	-0.101014614	0.34243584	0.4160509	0.003380776	0.5917816	0.9049816	-0.595541	0.33949757	-0.02346468	-0.21978092	0.43931484	-0.2337966	-0.85649586	-0.060963154
DACH1	-0.665315633333333	-0.388470506666667	-2.78338413333333	-0.0603481966666667	-0.0369200533333334	-0.139249166666667	0.50350141	-0.64560049	1.61444633333333	-0.104453723333333	0.12455893	-0.209712656666667	0.595884364333333	-1.13199185	0.848411166666667	1.07985081333333	-0.0500127666666666	-0.639441893333333	-0.8071556	-1.574960232	-0.64447022	0.0974291	0.105391025333333	0.88519383	-0.09180245	1.76674333333333	1.6594823	-0.967473986666667	0.352174923333333	-0.0976443333333334	-0.160275956666667	-0.169075173333333	-0.546150833333333	0.65827561	0.57792285	1.66282781	1.03172096666667	0.05200099	0.320335416666667	0.21878522	-0.937824866666667	-0.642319673333333	-0.742042373333333	-0.292846676666667	0.0501542	0.311083966666667	-0.0926636	0.48092763	0.0354716	0.645511952333333	2.31944276666667	1.1297736	0.134642616666667	-0.914040396666667	0.3781797	1.27932928666667	0.0342467333333333	0.44815858	-0.772781703333333	1.86021505333333	0.936368853333333	-0.945003186666667	0.907799716666667	-0.171294391666667	-0.372207493333333	-0.0769694666666666	-0.270456463333333	-1.09848706666667	-0.379388665	0.50183184	0.0444337533333333
DAPK2	-0.8286433	1.1470466	0.83919954	0.6999383	-0.71069765	-0.1320467	-3.4201307	-4.2645826	1.1491284	0.70887995	0.8019967	-0.49239063	0	0.18976784	2.701727	-0.8918724	0.97005415	1.6500945	-2.2364597	0.44881248	-0.00679493	0.6544547	2.7932882	-0.98105574	-3.3790407	-4.0949583	0.973773	-0.11532211	0.5257988	-3.6455126	1.4615173	1.8568859	0.8781934	2.3681698	0.91149426	1.5686975	1.3598709	2.195394	-1.2503138	1.8117499	-0.41408062	0.65015125	1.7986465	0.32352352	1.2156215	0.33775806	-3.6219292	-3.1487541	-3.1217742	-0.002326012	-0.65145636	-2.455421	0.039696693	0.5571251	-0.5070772	-0.11135101	-3.6172247	0.5078392	0.7161329	0.11647129	-0.7039733	-1.6471395	-3.7597733	0.19264507	-0.7268348	-0.40508366	-3.1811996	-3.2500706	-2.7985177	-0.49250984	-1.8018379
DEFA4	3.3863728	1.6211264	-1.4426057	1.1024568	0.46886992	0.3005407	1.4514239	0.6116488	2.0688455	0.4005177	-0.9421475	-1.1706746	0.065760374	-1.7561562	-0.34494162	0.3705914	-1.2661879	-1.0262053	-1.3819125	0	0.017749548	-0.5568588	3.6395147	-0.4200089	1.2782958	-0.15927291	0.19420075	0.9595578	0.50464654	-1.344692	0.77609277	-0.9160702	-3.0465877	0.57371116	1.4393637	0.0678556	-1.2540009	-0.86746764	5.4945173	-3.9111693	-1.4746735	-0.1350267	-0.90556884	-0.0171597	0.27574897	-1.5986631	-0.7133801	-2.4565227	-0.30755234	0.4256227	0.12801433	3.2786305	0.41964984	0.3079722	-0.9162481	-1.274852	-0.27098918	-1.2717335	-4.2446957	0.09761596	-0.26482677	-0.98347783	1.1396158	0.5493295	-1.2330973	3.5557902	0.1829021	0.7384021	-0.3111062	-1.6438153	2.5342495
DEFB1	1.0467315	0.18156052	-0.5776901	2.3828921	0.5689769	0.06952667	3.3676658	1.2317724	0.35987234	1.233468	-0.6708908	-1.7445092	-1.0578499	-0.27758121	-0.443866	-0.035895348	-0.9039321	-1.8683076	-0.2595439	-0.009124756	-0.2092843	-0.40339518	-0.39626765	-2.1449933	0.9910507	0.17900419	-0.76081944	2.4039664	0.72377396	-0.42381334	-0.47772598	-5.1332774	-1.2554879	0.2655158	1.4283819	-0.29121304	1.3447742	3.0645547	3.8725414	-2.0179715	1.1352034	1.8881783	-0.002968788	0.24656439	-0.025319576	-0.9195905	-1.6888242	-1.6581674	0.26331902	0.21540117	0.1715107	1.5930119	0.08910751	-2.0391445	-0.35128117	3.1754985	-2.8270779	-3.5269275	-1.120718	1.2326512	-0.5228567	-0.5725393	0	3.0456877	0.6328554	1.6887608	0.7296171	4.557812	-0.34540582	1.3050008	3.6140175
DENND3	0.8157344	0.058930397	-0.37903118	-0.6254511	-0.38506985	-0.1476469	-0.09538412	0.30138493	0.1903429	-0.59487915	-0.48567247	-0.59708214	1.0865035	-0.28375053	1.4439921	-0.6594577	0.70178366	1.4553967	-0.47716904	0.14479303	0.08691788	-0.30626583	1.3075948	-0.2763729	-0.13123894	-0.36812973	0.42842293	0.05514717	0.004209518	-0.56042576	0.4676714	0.43986416	-1.6948552	0.46876526	0.012646675	-0.38174152	-0.4736085	0	0.4920478	1.2090302	-0.67885256	0.35687923	-0.38780499	-0.1048727	-0.38965988	-0.0726347	0.59211826	0.92287445	0.045431614	-0.8287673	-0.5104785	-0.581511	-0.62799644	0.38584518	0.06086731	1.258162	-0.21884584	0.30569696	-1.328515	0.11438465	1.1260319	-1.3569937	-0.60841036	-0.49638987	-0.6491742	0.60338545	0.10789776	0.44622612	-0.115095615	0.84454346	0.8368306
DEPDC5	0.194934856666667	0.0258232733333333	0.114926656666667	0.282772211	-1.35593923333333	-0.135934189	-0.190094798	-0.475125786666667	0.42481501	0.316777543333333	0.200110753	-0.45006179	0.528146266666667	-1.05816522	0.753061933333333	-0.337365466666667	0.514637803333333	1.41040691666667	-0.311919383333333	0.593268556666667	-0.303611115666667	-0.153780933333333	0.71308582	-0.21434148	-0.265271503333333	-0.21811787	0.290973819666667	0.466585961	-0.0519142143333333	-0.590432013333333	0.0362809433333333	0.67177931	-0.874102756666667	0.0388523733333333	-0.18405868	-0.237463633333333	-0.244167326666667	-0.951124816666667	0.250608285	0.606566266666667	-0.137022496666667	-1.15193576	0.11728351	0.40348323	-0.224678993333333	-0.279703783333333	0.404614289	0.41591994	0.619596013333333	-0.203556706666667	-0.528748972	0.43196631	-0.414345896666667	0.445079163333333	-0.09235207	0.81776427	-0.621597146666667	-0.82196171	-0.485591886666667	-0.675218733333333	-0.0846221999999999	0.109218916666667	0.00752146999999999	0.250205358333333	-0.202374773333333	0.07318926	0.610871466666667	0.00327095333333335	0.610726683333333	0.472487	0.0456789433333333
DGKA	-0.917035392	1.154831786	1.210763846	-0.585004318	0.21030894	-0.4422859152	-1.20610122	0.5232050808	1.115575302	-0.1375103952	0.687986294	0.092683878	0.583608714	-0.307162099	0.323818032	0.233354472	0.256628978	1.883104948	0.57984265	0.997145928	-0.862974264	-0.088676728	0.3282467768	-0.815903282	-0.487798117	-1.491403976	-0.478422152	-1.05670499	0.521063134	-0.180985164	0.914802562	1.161736206	1.1946693374	-0.8267900456	0.202047634	0.434635058	0.228408436	-0.109643838	-0.258878714	0.979901926	-0.3962583552	-0.678370502	-0.34829684	-0.052151014	-0.38832455	-0.020289812	1.016353048	2.2057917	-0.838457776	-0.112683705	-0.427887629	-0.020840648	1.497917587	0.295646272	-0.3183554728	-0.125999934	-1.546937476	-0.278654762	-0.370681252	-1.632223892	0.065300654	0.545252596	-0.803933708	-0.814469826	0.593622404	-0.7476359336	0.345253944	0.1922785642	-0.53108979	0.600685228	0.06838742
DHRS9	-1.709142475	-2.26326725	-2.423871785	0.77784555125	1.2057398075	-0.463934115	0.61124188075	0.076930255	0.3598757475	0.5467488125	-0.9939252	0.4672776	-0.177633225	0.60814958775	-1.0132771	-0.3688026075	-1.0597502675	0.124724085	1.046472475	-0.566277325	0.29743833	-0.772089435	-0.05498141	0.0213020475	1.1835361125	1.3816849625	0.5864189375	-1.686762975	2.734065575	0.714931425	0.07366854	-2.1268427	-0.3235923525	2.2197237325	0.72089846	-0.7576747575	-0.3095360325	2.0557343375	0.09236819	-0.1119975475	0.9336919125	1.8039785075	-0.1465555425	0.088258085	0.4712426	-0.5862542935	-2.3689199675	-1.712697775	1.5581404	-0.4272574825	1.10139745	0.1875967425	-0.716862625	-0.6738837275	-0.42368454	-1.722864925	1.2971928	-0.01300460175	-0.2068491475	1.2587456185	0.1127475475	0.248332085	-0.038746765	1.66470999	0.2486448875	-0.6767977025	-0.00707334500000002	0.28144795	-1.4114533175	-0.57502882	0.100633325
DPEP2	0.0298419	-0.06026745	-0.23438168	0.39880562	0.09062576	-0.19399261	0.32994556	-0.060726166	0.5480547	0.15769815	0.1483736	-0.92703533	-0.09810591	-0.5153904	-1.2466006	-0.27889538	-0.460855	-1.0406847	-0.14594841	-0.15689707	0	0.7684183	0.3461318	0.1152277	0.031004906	-0.58625984	0.4423933	0.1627016	-0.016480446	-0.047784805	-0.13221169	0.26992607	-0.49602795	-0.14958477	0.12837505	-0.4661312	0.32833862	-0.43974066	0.33774376	-1.3215246	-0.2204628	-0.14045143	-0.25682783	0.29404163	-0.37731934	0.26377583	0.6144867	0.36344242	0.55390215	-0.10718155	0.21401691	0.21502161	0.3130703	0.47052622	0.6460042	0.27140188	-0.18877602	0.13174963	-0.68209267	-0.03724003	0.11925316	-0.7660856	-0.3937664	0.52656555	-0.17601776	-0.10874605	0.18204498	-0.97214603	0.029785633	0.45464706	0.10050106
DPP4	-1.6362557	0.30419064	0.5630326	0.32789946	-1.4210553	-0.22535706	-2.6900144	-0.45534754	0.65340805	1.3353643	0.47941875	0.12976456	-1.2379112	-0.64080334	-0.001643658	0.598536	-0.15443277	0.13550806	0.0922389	1.2980738	0.12395716	0.09902954	-0.45131493	-0.62449837	-0.11433554	-2.2363677	-2.3528767	-0.25747728	0.8791814	-0.20719004	-0.35233974	0	0.75236654	-0.9480386	0.29060316	0.8832221	0.21927023	1.1347213	-0.63190746	-0.23714304	0.6476941	-1.0502377	0.51638365	-0.5176692	-0.24355888	-0.85397434	0.04494095	0.72911596	-0.34469414	0.59189796	-1.0899992	0.51237726	0.796803	0.19830036	-0.21024704	-0.5258274	-0.69844675	-0.25456095	0.6758323	-0.8025212	0.6407509	1.0994744	-0.47808027	-0.87656164	0.538744	0.7903352	0.61134243	0.5832305	0.4879923	-0.12719822	-0.3095188
DPYD	1.1489472	-0.50924206	-0.787858	0.09456825	0.43565083	0.10711384	0.41461372	-0.669281	0.3147974	-0.07194471	0.34824848	0.5169344	-0.34125662	0.3540001	-3.000969	0.29967117	-2.0680256	-0.9638505	0.6787548	-0.7400031	-0.2630329	-0.69718456	-0.20057726	0.2604189	-1.0665016	1.7764387	1.0772924	1.2013454	-0.6113119	0.7270336	-0.75525284	-0.98688316	1.0970345	-0.16247082	0.5555935	-0.30120754	-0.821064	-0.15730238	0.3420391	-1.5528531	0.8371563	1.1293125	-0.30845404	-0.21280193	0.146698	0	-0.17025948	-1.2012358	-0.13809347	0.50689316	1.4344416	0.6238761	-0.5397568	-1.1793284	-1.3388658	0.16736841	0.42798805	-0.041735172	0.19898033	0.6251526	-1.4259367	-0.457716	0.87188625	0.4393959	0.6439276	0.67478895	-0.14716339	0.5685835	-0.50164366	-0.96271896	0.09358406
