GeneSymbol	GSM1008060	GSM1008061	GSM1008062	GSM1008063	GSM1008064	GSM1008065	GSM1008066	GSM1008067	GSM1008068	GSM1008069	GSM1008070	GSM1008071	GSM1008072	GSM1008073	GSM1008074	GSM1008075	GSM1008076	GSM1008077	GSM1008078	GSM1008079	GSM1008080	GSM1008081	GSM1008082	GSM1008083	GSM1008084	GSM1008085	GSM1008086
IL26	9.52522	9.93876	8.49012	6.09382	7.00911	7.08751	4.9099	6.72527	6.58859	5.91373	10.37309	6.68938	1.36613	7.1959	5.24905	7.92224	6.82081	4.36953	11.31517	13.20359	5.67424	6.74702	14.63829	7.53782	1.77528	9.06269	6.37551
IL2RA	472.38481	244.70206	271.33795	606.36384	149.37239	242.12573	197.59977	152.51352	548.32495	254.91627	483.63369	192.70171	408.58034	186.09389	198.82807	247.16226	175.27232	282.63414	223.44103	242.26625	302.8142	180.4386	188.16897	122.12753	389.0329	320.2751	114.21314
IL2RB	762.22561	1580.69193	1634.09139	819.89441	1008.80111	613.34664	1153.79922	758.27308	793.02656	1251.95058	1807.70278	1406.90508	1213.95167	377.31413	859.39996	820.21035	1018.06748	709.15866	1643.84963	867.08636	996.46118	1018.0048	1130.31028	326.59626	574.94671	716.05273	258.47887
IL3	23.00655	20.72538	25.39584	23.38545	22.95385	23.34744	20.42106	32.33014	27.66387	26.15397	29.13448	30.55209	19.19633	27.60152	18.15758	32.10801	30.22257	17.91044	25.21944	30.01399	26.94331	26.17179	26.01244	24.39567	24.56171	24.65917	34.0449
IL32	1078.40939	1612.5735	2165.91943	1685.4045	1084.72248	1323.67386	1515.72856	721.01508	1739.58774	1765.92486	1015.73836	1904.45603	1636.21859	884.73693	1584.169	1393.28241	1083.4337	1536.90609	1372.9152	817.24164	1285.81403	1768.75217	1722.10419	963.84769	1363.04639	1638.16741	987.02132
IL4	19.9847	18.80846	20.25847	23.56738	21.87535	14.82913	23.95621	23.90906	28.449	15.10661	21.27126	23.11192	15.30567	21.56744	19.85361	30.80326	27.03508	24.33607	17.13667	20.83203	23.613	27.08272	22.55144	19.93005	14.46141	15.73729	26.28354
IL4R	1048.48757	1066.00875	1191.80468	1061.34765	1633.51424	946.73184	1076.40979	778.19838	896.29793	1177.04889	834.16425	1336.18468	954.44418	1077.35908	1472.19372	1143.45434	792.04627	872.63454	1897.90273	1143.06348	2291.45719	1396.89393	1034.76154	1931.18934	1221.51145	1186.30252	2055.54788
IL5	12.46387	7.9913	10.69398	14.188	7.67711	7.30078	11.29126	15.19095	9.90988	10.59435	11.6763	15.4106	8.5966	19.9141	9.5333	13.14573	7.49709	6.63736	14.03903	15.11314	10.86178	14.77561	11.93387	8.74437	5.81443	13.31027	13.36429
IL5RA	968.32106	410.72341	299.81491	1167.11098	78.59031	535.42989	487.42018	201.60777	1038.84251	312.02506	661.7926	225.89362	747.17973	367.92962	406.67209	360.74167	349.06009	851.93296	182.95656	664.4015	395.49933	249.5988	330.26298	156.10654	758.33747	582.92131	41.35413
IL6ST	254.30198	422.75444	644.84192	718.13759	720.02945	500.61348	478.09572	587.28755	359.53282	380.71867	177.98879	357.19653	504.84498	494.69131	485.38772	459.98248	399.40348	476.7205	466.75559	172.32009	381.95307	1277.8772	453.78318	639.0988	514.75278	432.8351	666.46492
IL7	31.76314	25.33917	53.74889	66.57603	84.16783	27.73192	39.27119	38.18921	18.01386	39.18399	20.22884	26.26138	55.92523	38.8648	32.65097	21.61911	27.56283	37.19946	41.537	21.18437	29.30266	59.97336	24.17375	28.28779	37.46129	36.17685	36.28098
IL7R	1264.24331	2201.19228	2057.22803	2009.16329	2142.64857	2397.77189	1700.00945	1579.3987	1957.67006	1468.67523	1144.91969	1276.11302	1692.21667	1844.77443	1437.65979	1762.85645	2010.9853	1704.33175	1289.56563	653.37735	1274.00149	3235.96529	1545.61326	1459.87656	1438.00306	1656.27304	1339.53291
IL9	66.40645	57.2718	42.91582	38.98635	37.22307	41.1544	37.51058	61.07141	54.96478	53.88639	61.35982	71.6978	45.58255	47.1406	41.97639	54.65903	47.05687	45.94627	46.528	65.84659	52.53507	41.79691	44.90711	47.70672	51.61611	49.12203	50.33031
ING2	56.72528	45.4288	60.27348	60.00278	42.88522	49.2178	46.26242	46.58729	49.67664	41.91484	31.72688	41.91603	58.9227	47.3367	29.23995	41.90054	38.70187	56.62234	52.72257	40.42205	44.35576	76.26621	35.57834	36.1665	59.69934	53.17226	41.31072
INHBB	159.52759	156.35827	175.08671	198.32672	178.71015	206.432	179.88425	187.83286	193.39907	142.08036	186.09192	168.94967	186.84595	212.51289	197.94664	181.95328	218.66807	198.41104	163.13668	175.10201	146.50317	199.20792	147.02143	176.62166	185.99224	161.3767	175.79764
IRF1	1394.66942	1410.49736	1373.16437	1203.73091	1337.31537	1161.8149	2297.88742	2002.42141	1296.82617	2127.36754	1238.23517	1452.78629	1511.89581	1149.38732	1833.87265	1329.66636	1076.39396	1521.04656	1411.70956	1922.36051	1909.41965	1102.40006	1380.49313	1963.19677	1380.32973	1289.83642	3480.51844
IRF8	391.11785	453.30011	612.14688	495.46625	746.40011	419.52738	450.28079	599.87286	398.67611	493.80689	505.74308	462.01961	618.70205	369.35494	460.06124	519.21056	521.7224	468.64164	626.78804	401.30003	395.41494	762.36648	637.36472	429.46605	458.7652	372.34449	429.15798
IRS1	177.06945	203.01797	202.87365	161.93369	166.26148	198.94471	160.53569	186.05014	174.64096	235.24959	181.19017	187.15275	156.96172	181.82548	181.58856	204.35799	228.13283	166.02572	225.97825	171.59797	169.49458	204.5938	191.72639	200.88649	182.6221	154.17522	167.13169
ISG20	261.33185	415.83235	509.33748	264.119	367.33384	300.35826	473.73998	1065.5713	300.19249	460.65576	307.34593	429.15242	291.53982	263.78039	313.35278	330.69135	301.14803	311.87876	332.1777	361.39541	412.06707	441.54238	669.19213	360.15772	265.25607	364.88823	487.1359
ITK	410.11576	902.65985	943.21302	605.591	751.1052	707.05442	798.67419	603.71708	578.65283	640.03769	548.13042	587.55713	604.15843	499.18359	613.7022	528.33463	685.51878	561.66364	529.41977	318.31908	521.73324	1009.63577	521.24675	458.36591	514.31773	393.32046	371.44255
JRKL	58.33314	50.00023	78.21716	101.51508	89.37083	57.16887	48.50526	75.37604	37.47577	50.30563	48.32446	50.20221	91.85632	51.48939	53.4919	50.981	24.94828	51.49396	76.7794	37.20727	63.80315	117.04583	49.88665	68.91532	70.92693	55.93904	67.89226
JUP	228.16667	254.23106	229.82608	180.7931	175.33588	171.13831	196.17782	276.3034	240.23397	255.9259	265.0494	169.22663	197.26144	142.42034	160.22858	217.94618	164.47266	156.19783	281.91406	229.63815	232.13098	212.66032	271.67438	102.4	249.15815	167.0411	79.282
KCNA3	523.40762	737.5194	1021.35219	702.75651	711.61843	569.6464	710.74147	512.84088	583.03419	588.2638	454.14001	518.8863	641.67289	520.21144	481.65015	477.25916	600.47432	584.29763	657.54683	276.60848	513.51737	957.04536	480.22917	411.05506	466.06449	461.68543	335.90447
KCNG2	121.66249	137.3369	138.11303	84.09225	116.65214	107.13682	96.47914	80.44995	122.63258	128.15877	151.36787	128.3518	112.59445	118.38932	123.82977	125.42605	125.67164	94.19681	115.27151	138.47056	124.17095	98.26477	102.80642	119.9521	105.85133	103.80378	99.88319
KCNJ15	1505.05451	1139.5398	1055.85361	783.86255	1731.92808	1010.54206	2032.95252	2021.78722	564.43584	2483.28193	578.65988	2304.5198	984.17487	1408.63286	2201.88043	965.95002	836.00499	932.80266	2259.88924	1812.25828	2884.32551	815.86566	1449.71871	2432.69263	1532.84725	1867.33378	4145.5671
KCNK6	380.15864	271.5459	318.48954	391.40432	221.76247	317.67424	277.35075	279.12137	425.081	354.22382	451.39202	301.94185	304.31569	284.91203	318.36712	367.45363	319.79889	320.99204	311.31629	363.29771	330.38593	263.25532	336.6293	332.43047	359.57403	322.89354	228.97274
KIAA0226	430.20111	564.68418	530.75138	423.44329	496.12527	462.24914	692.85133	1183.4206	615.75063	681.41309	556.62115	508.11262	479.22814	371.20191	464.15001	485.40385	565.16251	453.59907	509.99207	506.42213	482.43524	494.69548	584.78075	502.92456	464.76951	331.51566	566.58775
KIF1A	116.94521	135.89435	110.84011	132.21487	131.96644	127.82019	118.31394	141.30369	133.46347	123.67987	129.21473	144.13491	128.91491	142.24754	136.78766	143.34667	137.88569	130.0048	116.3309	144.03634	117.22661	124.76419	126.29783	127.49075	125.28789	137.44235	131.49969
KIF22	364.72108	433.37185	485.40451	474.11375	456.47142	413.25757	439.95441	331.08937	453.86798	447.20558	444.67761	348.084	532.70096	355.88723	405.58998	417.43433	431.71442	397.07582	392.94485	346.74284	353.95591	538.6709	434.43645	336.58891	389.67673	360.23133	288.18051
KIR2DL1	66.19159	77.85476	73.58916	53.44684	148.09724	76.99165	74.90789	60.04743	45.18739	66.22261	109.98738	38.94884	98.85846	78.38902	58.39452	55.97358	77.80457	105.91677	64.17878	37.25801	121.99845	88.0119	125.10005	70.764	53.19248	86.26455	73.57451
KIR3DL1	76.34452	87.20721	109.54526	82.37019	70.30188	42.85346	84.62646	89.26698	100.18957	89.93704	116.14576	111.89094	118.49286	53.66841	57.99495	72.53897	91.60741	46.03821	70.04437	106.49329	41.10079	68.9511	109.91009	51.19968	70.63525	130.60308	50.28138
KIRREL	98.89183	103.35308	96.09266	90.12456	102.08481	109.00028	101.07314	102.38758	109.26132	107.94148	113.82134	104.01769	103.17808	114.37164	96.65016	98.30577	105.60755	105.06621	100.6441	133.98563	116.48734	96.63804	100.78992	107.08701	108.09107	93.01749	99.59968
KLHL18	200.54889	240.80041	256.66865	190.07329	223.98933	194.0612	289.00263	227.03662	206.24061	232.47634	226.13765	235.43751	190.08129	188.31393	208.90763	200.88699	214.56545	195.94024	276.15715	230.93969	259.63525	206.52095	184.01203	237.54714	213.3169	142.63222	216.13982
KLRB1	154.68821	136.17821	205.93393	365.34198	206.97451	163.68001	193.19256	209.83804	84.79944	76.8956	166.58907	63.8273	398.20074	84.31615	114.9341	115.90925	102.33709	135.29849	166.03408	98.63657	100.93878	376.27403	127.31054	111.85777	125.99893	264.73968	71.88878
KLRC3	127.51213	180.31659	439.35526	430.43761	318.95032	101.99097	243.50534	69.35066	93.7117	94.62146	312.19428	141.87111	453.33481	64.8174	134.4336	67.24037	143.00665	201.94945	83.35017	89.54791	165.66739	109.10821	200.89597	47.48561	104.95576	163.05716	23.1323
KLRD1	311.45183	488.88287	833.63893	798.03659	791.27588	177.08477	587.98144	470.41596	299.52414	354.56808	624.6581	352.88892	1196.84446	144.27031	446.93996	219.10887	327.32812	440.27709	488.59656	235.6943	325.80005	747.81842	601.27307	131.6583	202.16135	499.9026	139.93229
KLRF1	46.65457	100.60455	168.09642	191.37936	227.75524	48.29415	158.30554	258.43519	47.39856	54.6629	167.48956	83.4246	284.52641	31.56155	54.2569	57.27375	56.6182	99.89606	106.19662	57.60293	67.0512	431.63357	95.86902	48.81056	67.867	259.58244	47.758
KLRG1	574.73967	866.68121	697.3661	1065.71863	357.287	477.53997	750.21485	432.6246	541.22636	1032.94906	531.35967	251.17374	1004.52701	230.41043	730.25419	253.48212	500.29564	404.86472	634.28447	398.86712	321.94541	723.78217	339.11214	151.07777	284.21626	441.52233	199.3618
KLRK1	341.51583	703.88938	1263.39714	931.19654	1191.3726	488.65884	724.08056	618.76687	437.25787	538.56601	752.34025	530.38757	1194.92401	384.52907	689.23197	313.35806	399.66868	661.04964	549.49734	278.77988	546.54085	1292.79525	625.91673	274.37634	445.13477	694.25964	268.76039
KREMEN1	1129.14386	612.05129	690.22671	419.83775	788.20784	350.19823	743.7553	498.68044	317.4274	1525.62955	164.16775	1317.13319	575.12872	725.17687	1206.35774	337.11458	322.70547	403.36059	2013.66979	1059.24945	2408.54719	394.69341	504.78582	1454.19927	831.19213	912.65019	2723.53467
KRT17	22.58964	25.04593	11.58232	26.88341	29.87692	35.65052	0.31675	21.21844	34.88676	32.38311	22.76847	38.54396	36.06835	17.92159	15.58012	30.92055	41.80091	35.1055	29.53533	23.62785	4.41401	19.03784	61.25866	28.95998	43.16937	47.78703	37.92172
KRT19	118.0545	96.24304	106.00693	70.7704	86.68148	98.94817	89.74197	76.83169	79.79822	75.44896	118.70814	97.53334	87.31146	113.2507	94.64652	85.33867	108.96852	87.16317	89.60911	117.33982	112.81124	75.03367	78.94682	77.07489	83.75252	122.86942	86.77774
KRT5	162.62269	187.7707	160.79126	144.11251	141.45336	164.6269	140.89542	167.95118	163.30874	152.40479	195.88536	170.72648	133.71444	170.51971	173.61379	162.06659	162.47098	168.55699	155.40526	202.16913	149.97073	127.59321	167.72845	159.11091	149.53674	190.44568	180.24926
KYNU	83.21481	77.39329	174.8486	143.76151	187.36393	93.13605	206.46753	376.49469	83.92442	98.35003	62.87107	113.28749	166.29292	73.50836	122.05805	64.47082	87.45459	115.69005	116.8026	55.43605	99.3646	237.8967	113.9963	208.06342	96.52017	105.34523	361.17126
LAG3	148.75379	179.72897	193.47313	137.4332	143.57905	150.11467	146.21557	160.50612	179.50978	184.05358	208.54844	182.66022	176.49355	148.39002	167.71265	148.17955	160.32354	157.55824	179.55411	176.4563	154.49435	127.97626	176.62961	121.73412	143.69548	137.97274	130.63392
LAIR1	400.52757	427.84078	551.06114	685.01081	553.38624	416.08603	509.31697	389.91122	654.7036	554.12161	649.10238	428.08118	602.88419	464.21604	379.85596	521.81891	476.87046	579.28733	569.24305	264.35463	456.17999	665.45289	717.34961	376.72556	494.28493	485.58935	336.70494
LAIR2	96.08343	73.9012	142.13279	380.74873	250.27382	35.47246	60.20385	120.7391	112.28264	183.60601	145.6246	90.5802	457.89829	52.64691	77.6771	28.17004	53.67627	34.48643	273.85785	74.68606	87.19015	395.15906	225.91465	29.62291	56.6819	79.34821	106.32232
LAMP3	57.65518	178.78088	157.86632	160.78886	108.55402	152.7694	264.66679	2095.02091	141.6124	257.54085	132.74799	144.61888	75.77757	108.87469	219.59853	118.49266	81.84975	90.3986	128.84172	161.80391	218.11821	163.70085	690.77372	110.90992	107.64678	124.28789	196.07159
LAP3	182.92486	238.73873	312.95728	309.15086	324.98646	286.84783	448.6327	1669.69405	282.67732	375.81615	330.4969	265.8395	274.59245	176.83506	385.29973	299.37348	253.25745	302.25129	265.94975	396.73933	284.15797	324.14123	733.22208	389.44784	221.29565	255.51716	520.01257
LAT	777.04217	948.35477	1060.12509	761.32915	678.08762	770.85007	657.20693	424.87376	789.15526	954.84436	966.07288	839.03758	847.62209	725.81857	695.37961	855.55786	799.25136	637.14058	939.85534	588.62326	676.61363	817.6649	828.37217	506.56327	669.6968	607.69502	404.24595
LCK	738.08021	1079.60499	1250.95409	884.26331	793.039	795.00515	902.64009	578.5842	799.34008	1062.23192	948.42567	914.80744	934.59616	706.6604	768.44451	847.60808	936.43606	786.12962	824.06692	596.07057	723.18487	1088.02266	771.59593	455.47429	755.7991	566.35841	442.99461
LEF1	1081.03848	1882.86541	1995.1712	1287.34503	1223.82474	1711.26933	1203.15679	862.07307	1204.05595	1262.70059	1058.02619	1476.79425	937.02509	1434.09485	1101.96706	1471.95461	1492.29033	1091.95201	1157.04885	520.25387	1129.3333	2057.53546	1085.3697	968.99378	1296.63075	882.48459	807.01999
LGALS13	23.17979	22.50381	48.80253	44.54283	62.0745	20.63498	19.6005	22.8783	51.54465	18.69681	31.99733	19.03212	24.82915	32.72512	33.34619	17.50246	6.93435	37.90024	15.8098	14.45789	31.25542	37.50066	25.63644	18.30568	36.64277	38.99314	41.13297
LGALS3BP	127.34463	219.03788	213.351	150.88641	207.44945	220.09315	181.20967	508.93818	175.66992	379.74037	206.00812	214.74551	183.96042	164.12499	220.82215	259.24262	178.47084	120.34468	295.26672	214.15464	187.81489	269.87883	481.5646	305.28911	198.17338	129.00409	293.8844
LHCGR	39.1275	50.45718	42.72923	46.05315	45.4166	42.78536	45.15665	48.51742	50.30304	48.07312	44.40555	46.68607	41.06534	57.80016	47.90204	53.47328	52.58061	49.78008	40.57573	50.91561	42.66776	46.93724	38.46449	56.15564	43.35002	44.65011	46.8819
LILRA2	1120.44607	965.0516	1165.61583	421.17287	878.47919	585.21975	1234.24423	936.13162	634.9453	1120.75162	799.86328	966.11601	617.93019	749.67271	945.34606	747.67545	696.39402	590.52891	1339.42429	963.77063	1202.25904	536.82327	595.16848	1221.00515	1034.70737	929.31127	1724.56625
LILRA4	96.92155	91.69189	95.13976	76.90723	81.23295	77.96331	81.39971	132.51376	65.822	78.43804	79.52127	84.61566	72.77754	79.38338	66.47554	77.1416	86.29721	88.80406	90.18154	84.42596	88.60449	93.6634	121.64053	56.33172	89.39184	95.19534	60.35655
LILRA5	454.88963	320.43093	504.4942	284.85198	595.64111	235.43234	405.54384	1112.52398	360.64381	386.33761	172.84301	549.53835	519.7479	364.03426	476.51526	181.60794	161.53673	294.67575	937.84115	457.43622	792.46533	214.17663	533.14777	997.31916	280.41276	538.06754	969.39167
LILRB1	160.86828	222.68529	345.86539	103.37446	194.40104	114.67985	209.6671	182.25826	132.93589	206.17295	310.50645	184.03251	235.02634	102.37056	141.39084	129.60788	179.92456	116.86531	282.42297	229.37915	249.10527	171.16989	166.7713	157.03377	137.4551	102.22637	154.96792
LILRB2	1386.90031	1304.35405	1587.70543	930.78177	1099.5617	929.94883	1447.49866	2210.83798	1277.09209	1710.70497	1336.44371	1762.8818	1376.12436	1118.28517	1551.11745	1140.17395	1081.36294	1449.74147	1664.16511	1493.23707	1817.57944	840.34112	1200.79423	1896.55009	1366.93942	1482.03939	1691.63807
LIMA1	85.4919	105.84102	154.76083	113.44215	120.46849	108.84885	111.59523	89.2501	95.40598	114.1962	109.85676	101.17548	122.31942	105.68527	123.47666	103.4478	83.03295	106.29538	103.74381	82.37813	113.88714	165.10335	113.66026	86.88096	110.71365	104.46315	84.96759
LIME1	392.32726	395.66218	363.19339	367.53514	317.43338	379.62818	304.53301	275.21612	358.45702	342.23004	423.26108	337.27178	388.38468	456.67984	390.88283	377.0497	417.04099	348.14394	336.52244	345.74503	370.73399	345.71558	384.23637	282.68761	327.55048	355.99367	298.8059
LIMK2	820.17123	813.12431	764.61283	640.75947	731.64397	621.22571	1202.62861	1009.91001	741.29131	1261.98478	624.41418	1135.55435	746.67897	809.44599	1405.77997	704.51042	572.10611	720.23268	1115.64399	1366.58398	1672.68727	562.17077	883.45588	1370.17615	1026.50382	1047.31791	2422.90512
LIPF	18.90368	22.06055	19.50789	15.09701	14.54755	18.64252	14.13369	17.19149	19.06397	18.93023	24.38488	18.25875	12.87532	23.43382	19.83843	18.01034	19.78559	17.61171	22.30327	26.48852	20.06997	12.85294	16.0512	14.17895	16.01507	22.44823	13.11118
LMO4	332.09121	294.53434	378.70857	532.36093	307.86505	294.03803	454.30145	372.63189	372.08707	314.86035	279.44041	278.59228	398.31146	224.76962	314.02355	315.4209	308.11662	420.59386	329.08231	294.30562	306.32736	386.31238	319.97724	323.57588	326.98637	295.03778	347.72674
LRMP	673.4693	554.62841	716.53862	897.75373	672.35033	493.63837	699.86869	765.21099	562.27698	602.5631	510.95282	510.79928	703.36935	516.54976	491.07009	429.07991	367.12673	602.50265	547.55147	525.26936	696.08195	716.91575	447.85083	603.89288	694.22332	816.27398	766.49452
LRP5L	81.02225	83.49362	93.52977	79.70279	107.95981	78.72821	94.59033	73.24589	100.3346	106.38639	108.9743	81.70446	89.72339	72.61063	85.01231	83.46866	90.26229	86.91654	92.95289	91.6468	87.45476	113.45829	92.85586	76.4523	78.41018	69.71212	80.48203
LRRC8D	370.71717	402.27863	560.91165	503.47182	512.53657	408.62582	385.62282	466.32059	357.26688	452.45221	266.82846	381.38414	450.7634	310.13867	418.95009	397.89708	386.63917	385.95351	549.94715	232.87954	384.60023	513.37921	471.64237	337.9794	452.32519	280.38927	340.59715
LSM4	332.08849	281.52368	384.63359	491.03388	371.17161	305.41083	297.04785	280.48638	389.4744	293.98884	317.18871	258.3027	482.64417	327.74805	337.83212	363.00995	327.17264	372.9929	252.96688	290.97307	283.04974	387.71623	398.50966	241.25279	318.11418	322.62002	242.45069
LST1	2278.15021	1499.80647	1734.95981	2059.41067	1311.6716	1286.41052	1846.19731	2009.18633	1949.80133	1875.7345	1362.79068	1674.48504	1954.40125	1839.37667	1415.70451	1416.06226	1335.80564	2080.39463	1343.46792	1624.88365	1817.66566	1041.17211	1522.75623	1658.31171	2191.13565	2010.28993	2295.78925
LTA	223.93555	276.93175	316.50979	218.08646	175.5942	201.91612	222.00597	168.30183	219.87087	244.47646	301.05167	266.59313	184.22127	200.03482	167.13398	232.99905	252.27237	153.21912	279.90621	243.77329	277.48998	194.9007	139.40496	146.61603	195.66273	119.82775	135.30407
LTB	606.15452	526.33902	631.77866	931.89226	681.35303	765.87521	688.80422	558.15598	828.30271	640.78278	535.64955	583.73059	735.44156	860.10922	646.57986	887.91939	871.59816	734.29003	560.91315	534.10909	550.9999	673.8677	678.39949	534.56038	878.64044	692.39562	706.74673
LTC4S	219.64357	230.11505	249.31714	262.76672	185.80781	232.76816	179.75779	231.98208	280.71128	240.79321	302.80264	265.50576	209.81355	266.44039	216.40772	255.17911	289.72073	220.28344	212.73146	308.50789	226.92189	198.62958	204.57358	222.58305	247.51325	235.26473	206.57276
LY86	317.81085	309.70717	551.51102	313.86187	399.43426	209.72954	326.4549	339.14778	249.58874	377.18898	245.42075	334.73327	263.50566	207.69522	212.75711	215.52396	268.38698	336.94796	386.19978	228.02936	327.95816	339.5721	214.52167	239.05244	206.55323	219.16819	202.12497
LY9	397.1171	660.29546	691.27363	562.12606	630.03516	590.93554	572.14667	362.48787	493.60952	540.93104	401.76836	431.46647	533.41821	458.41607	447.64082	434.12907	599.39938	489.97581	500.05601	262.48499	416.09217	728.97107	426.99102	327.07999	420.88075	325.21253	283.42818
MAG	95.96118	74.99087	63.12332	64.83848	61.53857	68.44669	58.90433	63.76416	61.50818	73.705	77.22621	78.05578	60.17883	72.64944	80.243	79.00942	70.65712	78.4332	71.48015	88.87477	73.69164	52.44151	85.33989	67.34834	66.72549	74.26481	77.26839
MAGEA11	43.68926	30.89151	19.19683	23.64393	35.03669	29.20242	20.52181	22.81109	34.50843	27.69245	30.78263	31.05326	29.53754	35.64953	30.2426	25.7813	26.78905	41.19349	29.47426	31.35228	33.90422	24.87242	26.29746	30.3701	32.75013	34.92872	36.55387
MAK	39.25132	106.05911	87.30916	76.34405	91.16945	66.814	157.12016	156.7801	94.8941	54.92456	33.42635	89.37791	122.30898	99.42068	162.00869	59.03694	66.5333	75.21444	149.19889	65.14378	163.8441	103.34456	109.79914	75.93739	127.20017	101.03235	168.62487
MAL	570.52618	718.81889	639.46854	491.82621	321.83992	453.4222	291.89449	299.66268	409.20855	511.4322	443.58083	555.40099	343.44587	489.26649	339.52762	491.42055	417.8138	341.50668	376.98363	306.11246	414.8927	416.10524	422.7991	456.08123	448.04552	294.40089	247.99549
MAN1A1	420.64765	707.92886	673.42623	551.82928	613.92609	431.98192	851.5271	494.66984	415.77079	582.5068	390.57649	587.10162	565.89867	360.74704	560.37161	392.46841	343.73266	504.9202	821.95141	525.27062	554.37504	775.98646	426.46123	826.232	637.78837	448.2831	991.06171
MANEA	109.27105	143.84845	208.01672	287.12928	218.07814	117.27518	199.13108	167.02349	98.81445	115.03105	69.1102	101.07238	252.35167	106.22411	89.40129	102.2732	116.14706	154.47587	154.55651	46.82979	98.83817	335.20786	141.05344	136.01859	125.99136	135.47922	106.30258
MAOA	69.01606	70.09248	53.78885	63.73398	49.87825	72.85079	60.19946	60.88875	59.72983	52.24771	64.68437	73.15839	63.61618	73.14044	65.37472	79.05128	71.99614	84.71438	57.49245	73.72447	66.0905	47.86863	70.00565	67.89642	63.13124	81.25195	63.77941
MAP2K6	77.41628	83.07276	113.8439	90.94014	175.12532	96.45911	113.62469	346.32118	76.80436	93.45432	80.49367	88.26433	94.41568	78.74589	94.79229	67.73578	77.62398	84.63539	147.35515	73.05139	117.54098	138.61441	128.7586	201.56717	79.81283	91.06048	121.58192
MAP3K13	33.97404	49.43889	42.27956	35.99213	43.87361	35.02942	40.41385	53.12786	45.06218	45.99193	45.10077	38.53089	37.32368	39.99825	43.80108	49.13634	46.19931	42.6407	45.94922	53.53041	45.41606	52.0811	38.45578	42.96812	36.63496	30.91448	48.87534
MAP4K1	229.85838	367.44284	388.27968	243.84975	307.99182	245.72849	305.6267	168.67611	296.70991	367.21192	411.25741	299.51996	329.10421	195.38851	250.27798	270.85687	309.08987	226.54947	344.37759	265.31027	278.82054	325.86252	293.0688	163.27737	252.32452	185.98315	120.65705
MAP4K2	344.88672	318.77711	356.81497	262.86109	209.71852	230.47378	250.64676	179.49383	262.25492	322.69051	334.96248	300.45221	261.18077	223.29314	209.92782	268.5297	267.30218	207.48024	443.76909	237.1858	271.94243	248.98417	227.11517	236.61051	252.36671	218.51768	188.116
MAP9	27.97007	30.03515	41.211	40.53954	33.59942	34.29829	44.63809	40.51152	27.71357	35.54809	23.79918	36.60698	21.7615	41.62075	43.18399	28.45967	29.92221	34.92994	26.50732	35.64849	24.51905	53.43968	27.45637	37.50197	27.1842	31.28009	32.56718
MAPK7	201.0301	186.18704	217.7827	178.98636	144.80059	150.5721	173.2402	157.10615	196.79969	178.2751	224.36401	165.39158	216.2878	131.42259	167.98846	154.94097	170.27004	159.35455	166.48613	190.52082	181.82228	187.45315	174.59012	145.02089	172.77124	141.62832	127.34599
MARCH1	552.55951	436.53949	638.0199	924.27357	865.56346	569.06496	505.60958	1089.32883	541.68767	533.10803	452.55472	433.10792	777.15584	432.21715	527.94098	473.59565	406.1025	706.24778	526.73017	466.42686	426.76541	845.14863	500.76438	643.72465	538.6053	659.11156	561.68623
MARCH2	291.48086	172.56554	186.55749	122.41799	231.38774	181.49513	227.10377	201.20936	215.53383	219.50848	251.01016	280.27107	163.86135	234.40862	226.06359	188.9516	268.76631	215.33493	307.21001	315.61885	241.65932	238.04446	231.71764	235.82089	232.74457	159.11434	328.33718
MARCH3	333.9358	346.12942	392.44951	291.23846	592.17568	233.87367	252.14131	215.82261	246.01325	366.85838	203.28403	299.16714	246.65035	248.19079	236.07865	215.62377	237.16384	308.81534	687.40453	204.61468	415.68157	435.60617	348.64041	412.72081	300.7207	192.14776	203.99593
MARCO	167.25031	138.26728	150.07029	130.33234	127.10328	135.00785	108.63907	177.79532	117.87174	145.51509	152.61191	176.04706	135.12737	146.3524	134.1422	169.29543	152.88886	165.66605	140.4579	189.46341	166.22302	124.69614	138.74457	160.0115	131.55827	150.85309	152.22509
MAST1	104.85576	100.45603	87.13477	85.54561	99.21517	102.15928	81.33158	90.96163	89.98127	82.84929	104.10711	98.81609	85.03953	109.70036	100.19152	97.92147	96.32633	99.07687	96.11616	112.1219	97.23839	81.68932	98.1692	95.59564	98.00968	108.32577	101.89091
MAT2B	289.92492	315.49579	474.45203	465.19174	451.32962	293.58302	425.63272	465.03859	282.09416	303.80425	218.85281	250.25182	417.63695	254.86004	277.62517	225.9922	260.9202	389.57618	326.96747	208.71216	315.27494	497.50324	296.78538	389.4559	339.28337	313.55592	479.68787
MBL2	36.59693	32.67957	27.39486	21.63861	27.62435	23.45649	24.35872	29.95614	28.15959	32.35141	37.35586	32.65295	20.61823	36.48752	27.22103	23.68191	32.6561	39.18665	31.17875	44.07934	34.37528	28.81479	22.78356	25.36577	37.72868	31.3449	25.4443
MEFV	379.30063	346.66008	393.1541	193.97988	367.59883	267.08102	650.34449	828.92843	277.15952	516.21267	262.07343	467.74287	352.48912	357.12619	550.11415	315.19827	285.7599	291.14347	476.64609	512.58501	608.21813	258.07408	483.66047	634.61057	487.94929	383.08324	1045.29832
