GeneSymbol	GSM1008060	GSM1008061	GSM1008062	GSM1008063	GSM1008064	GSM1008065	GSM1008066	GSM1008067	GSM1008068	GSM1008069	GSM1008070	GSM1008071	GSM1008072	GSM1008073	GSM1008074	GSM1008075	GSM1008076	GSM1008077	GSM1008078	GSM1008079	GSM1008080	GSM1008081	GSM1008082	GSM1008083	GSM1008084	GSM1008085	GSM1008086
ABCA5	59.23296	50.3335	80.79923	111.51617	91.70737	61.8303	64.7624	73.46275	58.24976	54.98297	46.79761	43.00675	76.90808	52.52205	55.05232	36.2496	34.96887	69.1304	51.3528	39.19968	61.02503	101.78493	42.31122	54.21643	61.68011	89.0058	50.4566
ABCB1	53.61748	92.3705	118.59474	80.94969	117.13044	69.62244	135.63075	81.67363	64.38068	83.74454	90.84846	77.26767	87.63789	52.01968	80.14555	69.94354	74.52187	77.04735	103.42455	68.03258	79.08505	136.02659	80.03147	57.20615	63.34293	57.74961	58.92624
ABCB4	40.07964	52.147	70.01201	54.61328	95.27258	45.4057	51.96398	39.03271	42.37661	65.372	45.40081	43.0272	54.57345	41.06289	43.17004	42.17486	41.09608	55.72604	71.39031	41.43474	44.84673	129.91218	40.58513	36.5394	45.07509	35.44351	42.63489
ABCB9	84.05827	87.2521	85.73775	72.08614	69.2409	75.77844	64.15278	60.48884	72.22506	73.86956	90.98958	89.43448	58.26185	73.13144	70.75291	73.59756	81.62615	77.15236	95.39315	98.29851	81.79429	60.73271	75.54307	76.6724	74.06818	80.87689	70.96909
ABHD5	779.39748	808.2765	842.56858	515.57229	578.82408	491.4462	1248.10995	1115.25495	677.13798	811.04558	378.09501	779.94486	659.44334	679.93728	660.58922	526.67039	640.36028	999.44261	886.93104	495.8888	1019.05497	599.2911	338.04959	742.94093	801.18654	896.74174	1379.57607
ACAP1	897.32188	932.84994	1003.95418	974.95129	987.02695	866.35573	840.0684	589.18037	950.76631	965.10341	1157.93589	919.00291	965.96651	819.60979	952.93671	972.66466	739.13794	809.65389	990.4219	933.17208	1012.87755	913.5293	912.68924	884.79339	951.99817	837.66796	806.03
ACHE	107.96228	99.31193	78.68084	110.05557	101.29129	99.53052	94.81656	103.73441	95.39726	112.93512	108.18417	113.09043	110.64421	117.53605	103.27124	118.39339	110.88945	101.43686	124.62581	125.40372	94.63249	102.12605	127.53781	121.5451	115.4702	104.71968	107.7796
ACP5	209.41423	182.73573	218.18563	204.18133	201.79779	136.65211	95.84846	132.35584	144.59132	167.17155	189.45895	197.62174	140.70891	143.76923	112.1774	147.9301	94.04001	185.16824	342.4989	131.51864	129.71769	211.57396	370.30573	482.32864	149.44702	156.68048	85.68353
ACPP	231.20895	229.04594	279.80319	284.15279	390.75933	296.33569	527.54206	367.03263	362.48167	441.94006	275.07092	300.57125	287.8498	255.54972	284.23024	256.81487	227.59959	291.42456	396.35945	237.83249	470.04537	160.35883	268.32806	376.11041	362.12423	280.08858	391.60133
ACSM3	50.92242	41.44933	44.76721	74.173	34.58234	41.25411	43.71309	30.1189	71.48963	40.14493	57.15343	29.70847	53.05104	34.20366	43.23153	35.11688	30.23737	51.26248	37.24344	36.78625	45.56585	39.66251	28.20952	38.68846	60.74631	53.26852	27.75508
ADAM19	1066.6323	949.58257	853.18237	1089.57976	769.75599	768.29001	895.79886	593.399	1201.15935	941.83883	1097.10842	765.65729	854.20477	687.86072	587.06827	832.63811	792.06237	868.40182	993.85706	908.26401	1069.44724	677.51742	531.06696	700.63209	994.39559	669.09933	456.79359
ADAM28	263.04871	254.93756	356.17199	394.60966	422.96583	236.52919	281.74169	191.53942	346.99643	283.51684	306.82378	225.02428	293.07819	167.12367	211.50087	231.36071	235.88303	372.55936	257.50522	208.1053	218.08238	493.11962	212.80229	166.27321	271.43894	231.83532	164.50901
ADAMDEC1	31.22173	33.91595	36.49926	32.21808	32.84772	33.49825	31.06331	35.69066	30.01042	36.19657	41.63707	38.02632	31.31198	32.05237	36.42493	38.34525	38.52575	30.19973	36.11252	41.12753	35.46952	34.83839	32.11484	33.45796	36.79669	34.21342	34.74536
ADAMTS3	28.06642	29.56554	24.72141	30.07718	32.24514	26.56619	27.19974	29.75153	31.77591	27.92009	31.90344	35.6802	25.2891	29.07757	28.31563	31.68352	27.15692	25.55436	30.51784	32.02272	26.84113	32.86572	29.9949	29.51207	30.09223	26.55316	33.03353
ADAMTS5	50.52432	49.88951	59.53388	63.53457	54.37614	61.8318	51.36565	44.60899	60.1155	55.17324	61.26757	47.38202	57.70075	65.32766	60.13689	64.4395	64.11266	59.18451	53.66674	53.06779	55.1517	50.92245	51.13583	53.5193	60.59232	63.65136	59.81049
ADI1	271.69382	248.51477	320.93296	325.37179	249.53477	178.34557	219.8654	201.35012	316.21813	207.78424	213.03014	242.84165	232.95242	158.32145	176.4214	189.17324	191.74888	280.0464	323.59664	167.65671	279.64874	316.77647	163.43882	259.55448	280.70817	215.96244	201.37472
ADRB2	227.20341	328.71461	375.18617	382.75094	370.84428	270.45445	390.29634	259.12785	378.16295	335.93013	393.74167	199.65688	321.99179	198.78659	328.36515	269.09324	358.23635	378.96882	290.29132	254.78935	263.53203	344.73347	232.84797	99.21393	266.79333	207.74609	152.97798
AGPAT5	98.83473	95.55597	154.7266	202.95633	181.89318	120.72359	130.33245	150.42108	106.79242	116.12461	85.41607	88.61096	156.76122	107.68715	103.10318	115.23338	91.38708	142.5524	128.85293	63.37325	93.54102	252.66288	99.63581	99.57123	122.20376	92.51529	96.54
AIF1	548.09879	468.94282	656.41275	569.57795	452.67069	325.52948	596.94004	735.22626	318.24328	426.84177	185.4812	423.21135	612.29445	420.8203	388.82785	226.61139	408.45406	355.19437	402.96048	400.9836	515.7071	525.68751	472.03955	707.06241	533.37809	413.71236	958.55999
AIM2	67.21472	89.15883	106.45329	103.02614	275.68819	112.56929	252.48995	889.11668	105.02492	256.09175	55.08601	210.46869	158.64785	93.07015	219.99296	50.57834	94.19614	126.65198	208.47858	212.71567	180.06913	228.85417	49.11677	75.18352	136.90567	100.15805	112.06391
ALAS1	460.7919	401.89534	403.06611	526.39099	372.42555	319.80292	485.91245	312.98505	552.72382	461.05447	664.45594	390.78801	436.41378	260.14929	337.77405	348.02961	345.95003	437.4259	433.03317	469.08475	472.08467	343.18221	328.63571	366.33946	431.73139	331.52994	520.20207
ALOX15	1332.55911	583.96915	463.29399	1277.85579	75.03635	485.51214	498.41496	138.95398	1022.56734	608.84939	1887.65159	404.83215	650.45924	586.50575	542.98411	482.69274	392.26053	719.27956	241.05411	1265.17241	956.55274	241.85311	393.37747	179.565	1089.49251	568.02197	18.96597
ALOX5	2615.3177	2160.17305	2326.89005	2326.81405	2368.86151	1800.21904	2670.99726	2301.14866	2259.19289	2702.10206	2257.76323	2821.61392	2249.52761	2271.11049	2770.55854	2052.93941	1763.02249	2023.70656	2990.2744	2583.53922	3622.49342	1705.00227	2207.6905	3445.7468	2685.08894	2671.39802	3675.15897
ALPL	2128.63429	1662.55975	1184.66148	835.98765	1352.55968	723.87465	1815.79375	891.98309	682.81348	1756.07721	506.29563	2819.64841	1095.88562	1216.7628	1654.27006	889.27395	870.4949	591.19442	3525.43847	2556.92508	3511.20883	582.09879	1075.25061	2899.91672	1785.16888	1361.53159	3124.00249
AMPD1	23.25692	23.28966	20.74915	23.20433	21.78706	20.44928	17.46109	19.94328	21.00468	22.86756	21.70325	25.63666	20.23362	20.16171	22.11308	17.71303	21.79174	20.03765	19.73477	28.79468	22.8456	22.60748	18.7076	20.88089	19.3045	20.51067	25.07921
ANGPT4	55.95647	45.33809	49.84091	40.43953	43.80473	41.86816	35.77381	42.55423	43.79539	47.75685	47.59731	48.97263	33.50572	51.41844	41.30642	46.36267	50.24387	41.97329	47.85685	54.87304	50.03129	41.52479	45.2846	46.74081	47.62915	48.22141	40.53348
ANK3	113.234	124.51379	132.80956	115.88951	152.37193	135.10714	138.64165	135.32027	125.26092	117.38192	70.21863	110.85313	70.65478	116.15625	135.53818	110.51022	132.97018	107.38896	109.29432	74.21561	107.69587	185.96384	111.95232	122.97886	102.83516	74.06935	69.95015
ANKRD22	31.18782	19.25255	46.18011	51.79546	232.88808	52.18982	136.26023	328.74387	23.81876	335.20691	32.34737	57.38079	147.33486	44.63552	233.44594	37.86478	6.98123	54.28906	65.10067	207.4033	183.91678	86.35689	140.1669	338.89036	27.15074	66.43487	1166.1687
ANKRD55	85.14004	94.85101	96.10828	195.31008	133.67268	93.82244	99.40667	73.5628	155.90987	79.65327	91.96779	65.30211	105.76681	90.61974	96.02998	90.63742	74.49577	117.29315	117.47305	62.09377	88.33962	186.55271	65.66462	106.58545	156.4291	106.99462	103.86657
ANXA3	265.95523	195.39656	190.82818	597.5812	711.64297	154.8988	397.97427	909.12773	69.2373	230.75375	31.86429	215.01125	439.55392	261.52735	491.5742	95.16633	62.21593	183.48023	538.51466	333.73069	784.81421	341.53392	333.1857	1115.94863	384.77478	538.88115	1814.15008
AOC2	161.0179	144.99064	163.6269	49.67096	75.31363	82.99342	163.61577	101.25409	90.27282	132.26343	102.37101	115.07569	64.13495	109.77053	82.90794	99.91123	94.47525	91.92923	115.75269	107.13407	115.90426	71.81056	38.88067	103.10115	110.05471	92.03268	123.14458
APOBEC3A	1117.86005	1160.39266	1454.72704	560.65759	1399.02063	712.39928	1627.24463	4474.98942	755.00185	1877.1456	738.79945	2024.14784	1316.13567	1127.53218	1462.77275	1034.10073	663.97969	863.75075	1838.29629	1485.22541	2366.14435	872.00756	1696.52658	1983.79456	1128.68943	1733.06819	2432.45421
APOBEC3G	656.69906	859.54268	1212.68013	1107.03463	843.12745	606.48461	1007.14995	1109.87688	690.99955	981.91546	1010.36809	796.09506	1187.91283	574.67605	854.37751	622.15604	633.93432	761.4729	800.6991	694.52514	806.49999	918.13073	869.74871	574.34794	588.39527	822.18353	693.93165
APOE	173.56926	133.28644	111.67895	130.8445	112.88013	144.17885	80.01006	136.08059	164.88933	138.5832	161.03794	189.70855	132.35086	201.13348	176.00361	191.80228	168.48774	167.3034	118.25402	167.68602	128.04121	96.74175	162.18511	163.75317	149.71349	168.34265	151.1697
APOL3	134.73554	251.78988	316.12538	201.54666	324.21596	241.4839	280.83229	306.80474	231.81592	323.63232	229.14605	195.77458	260.77983	196.85411	310.38104	234.56918	214.59221	253.98433	212.85334	173.92587	224.78462	354.92524	350.29743	270.96541	196.43912	166.54758	334.95458
APOL4	46.78881	81.32577	90.0477	65.2515	91.88885	56.66471	74.71292	77.90862	70.91619	90.41752	74.37984	68.58412	59.90199	59.20317	85.35498	70.76418	60.1572	82.31113	77.66244	120.62078	79.38975	65.89824	90.27339	86.96137	60.96395	56.81962	119.74661
APOL6	178.96546	246.5713	311.5349	309.98338	349.82162	291.95687	489.09918	884.55518	243.16876	473.14948	236.70682	236.74926	357.39851	224.06154	531.44982	306.147	162.02783	288.74138	356.76564	401.51822	391.82651	354.00901	534.66746	511.64794	238.24588	312.75978	1001.73744
AQP9	1914.40368	2017.78053	2055.6069	1389.72982	2302.92651	953.41579	2472.85749	2737.91277	1002.79006	2491.55714	606.41198	2661.80915	1565.11616	1963.82041	2814.2189	1163.36636	992.05258	1629.00111	2883.85435	1672.99768	3723.72155	1397.95281	1798.46763	3294.2795	2190.08603	2959.41725	4438.24381
ARHGAP22	68.01963	70.58674	70.10561	58.90498	64.17657	65.8038	68.93761	59.64834	61.87461	64.67946	79.0369	64.87353	66.29998	71.49111	72.66445	68.1324	70.48102	70.10102	62.03519	69.04307	63.84779	65.90828	65.41495	65.07032	66.21236	64.77091	82.04619
ARID4A	64.08158	95.63398	178.81066	166.69109	218.81086	108.07963	192.10682	231.02116	104.73191	121.06676	59.30351	111.36984	130.27232	113.868	150.08814	93.6174	70.09999	126.81772	143.64209	64.35468	152.57469	250.79099	110.7967	167.92827	162.63329	157.14909	235.80792
ARNT2	114.59293	102.59104	97.3093	112.91762	99.10809	123.27708	98.69369	115.05753	114.66729	97.98131	96.55312	111.06189	114.36398	134.50351	120.86032	124.18054	120.23363	116.05607	97.49595	123.35582	100.85045	101.67896	116.51385	111.24164	120.70283	129.98699	123.49076
ARRB1	1407.73351	1173.23149	1330.10932	1142.49276	775.54812	851.75813	996.26298	879.61028	1366.44727	1040.94411	1718.41964	1029.38934	1277.22959	786.41718	1061.54072	1041.88071	946.33077	1199.10644	1301.86235	1172.63662	1095.05652	659.03313	1092.80871	864.25176	1272.26707	1010.8973	675.19078
ASF1B	267.47441	232.46925	277.84642	202.63788	219.88763	180.20589	375.1477	159.78568	184.24052	382.68684	214.94043	236.57944	239.15425	206.14132	226.44968	304.42092	228.14035	289.7565	285.38722	162.43091	281.48656	271.71573	221.62361	176.20502	291.68934	268.16533	215.68794
ASGR1	454.87285	386.35229	413.89326	381.2959	336.61191	416.55186	395.44068	453.6333	447.96663	414.96432	450.337	471.52688	387.45872	532.98646	522.91314	492.98174	441.93244	408.83905	378.76696	520.70461	405.21836	363.44753	461.81804	468.04546	440.65227	495.57154	464.38626
ASGR2	94.21201	88.60234	122.43618	72.62727	96.14511	73.06138	85.43018	125.13588	85.22323	82.1344	90.03328	130.59899	105.28069	83.90002	91.60889	96.40638	70.67022	68.57933	109.85993	105.04276	125.08576	67.39992	91.5794	142.99988	98.17869	71.52669	118.83445
ASPHD2	114.39558	109.25258	163.64862	106.01869	130.09968	94.28275	119.38012	175.415	119.98563	237.09326	119.52547	120.30228	143.24913	76.9343	154.15458	116.28785	84.75529	123.98355	177.55524	165.69857	152.89429	125.4146	160.63399	173.22656	97.63031	96.90395	338.0565
ASRGL1	116.35444	62.52163	61.79218	113.86022	54.93029	77.60931	73.35849	75.96928	116.64624	63.66394	119.38477	56.74307	86.13359	72.34654	80.42014	76.75494	65.48004	100.45953	57.29944	86.71833	74.15508	65.91782	66.91518	59.32051	108.36267	85.23381	59.23441
ATHL1	311.47593	354.91654	344.95672	201.38704	215.37311	295.32966	321.05798	227.32149	290.86783	376.04698	376.14196	397.51322	291.42398	286.78583	304.08004	295.38647	287.06188	231.25491	328.47916	323.55432	348.82095	270.19445	224.61035	292.62768	332.86109	285.02834	269.8737
ATP2A1	79.65767	82.42976	84.63658	61.37285	57.9112	58.33161	65.30328	59.32521	75.63226	77.38413	82.86697	81.79452	64.09258	69.62026	68.90443	70.9408	61.96038	70.79252	80.39892	91.10904	82.68465	53.71703	68.54882	65.92357	64.66674	80.95957	70.8016
ATP2B1	223.55596	304.57255	422.11254	390.31322	452.1166	367.87596	449.91735	583.56101	304.1733	289.43935	216.2903	301.35889	356.98312	334.52824	407.83853	280.44032	221.38537	311.50299	331.86432	234.07399	322.96496	520.5318	253.26088	314.92192	414.706	432.48473	312.38844
ATP8B4	169.84078	77.5108	113.81154	196.75707	138.19764	85.65844	115.19696	165.02715	141.06643	82.06651	116.81649	91.42399	169.20848	65.12922	88.13051	82.8326	47.58626	111.19453	102.00766	91.58615	132.09224	71.19038	120.17678	141.77423	104.65837	113.82176	94.43344
AZU1	180.87511	139.52994	127.60587	132.36089	103.65084	182.51318	119.06376	144.26329	153.74661	153.17353	178.25754	160.21865	138.60568	180.00592	148.04287	158.9132	157.05328	144.7823	201.96382	186.14914	135.049	97.78839	149.37096	154.23689	123.81782	171.38087	138.64143
BACH2	314.42708	472.1102	456.65907	289.77152	427.15851	372.67963	286.93181	171.50009	337.9633	472.814	375.99416	352.24011	232.31813	285.10151	272.3124	386.55508	343.04829	282.99791	433.91785	241.41716	313.61135	565.31553	229.48964	226.02936	307.77486	178.20159	204.49809
BANK1	332.19928	403.31016	695.04075	859.88803	1050.81846	385.78223	424.41065	339.54746	295.45492	449.55323	237.48479	311.16721	522.09066	377.74562	301.39763	320.42248	360.32784	495.88192	628.00017	198.68123	317.50809	1166.05219	286.80489	270.29197	427.97751	354.67924	300.96604
BARX2	101.5237	83.79548	96.12783	107.58911	91.76947	102.8917	91.66831	106.53624	121.08911	78.5091	83.95195	84.9426	91.71567	119.60701	128.27402	120.6424	112.26694	111.87155	81.88621	90.86757	96.44609	80.8921	116.87402	107.09472	120.78481	138.42954	120.03869
BATF2	220.06882	204.67668	194.3829	160.53158	178.58351	186.16876	243.80952	589.76658	159.37538	624.32296	231.31765	231.59229	212.60337	158.55687	311.17756	194.50468	147.0932	206.25344	233.52964	516.43971	341.93801	136.16899	323.35366	382.64707	136.34438	212.46984	949.32065
BCL11B	303.47316	548.31648	537.51858	287.1176	372.66253	445.47926	443.75796	255.94933	419.71592	501.29712	475.94109	435.11381	370.38911	338.79339	387.91664	515.08516	493.94407	287.95611	410.97904	266.58838	358.30986	532.32868	400.86559	311.50878	433.11272	207.45876	244.79025
BCL2A1	212.34738	159.6475	241.63474	595.15427	401.2693	195.52161	246.642	958.65018	140.6138	220.88272	107.47962	157.33605	429.61534	262.6416	294.04594	138.59694	112.70548	241.73509	252.32577	155.0777	410.95559	520.44182	219.79193	533.9476	437.69362	545.00355	867.13779
BCL9	129.53131	203.18232	187.80222	129.97021	125.39932	175.76236	163.64765	116.9601	150.78208	166.93233	178.30807	171.2573	123.30874	114.44775	126.64935	151.07783	147.65617	113.82046	152.1549	117.93604	148.82276	168.40212	128.36782	143.22613	166.20444	80.131	100.73886
BEND5	70.85461	62.80912	81.23036	74.16431	88.13966	74.78235	72.62221	61.99814	67.35758	80.10802	68.3178	67.2675	56.66141	53.52402	55.6972	74.22758	72.32621	75.96788	81.88224	82.89162	70.45311	86.40894	67.06325	57.04693	69.63031	56.05134	64.08331
BEX1	25.46236	20.84362	26.0149	8.25537	30.15904	17.59058	27.32217	22.12726	13.2219	20.02829	29.5515	16.87503	18.16979	14.64126	19.42747	22.34499	13.42429	30.87709	26.02866	47.20682	21.49001	25.8013	10.01893	21.91209	36.42935	28.41069	28.60639
BFSP1	35.06062	47.44807	40.38262	43.53536	39.04432	41.0644	44.95198	48.77937	46.63719	39.92237	51.25559	46.70054	49.57043	41.96607	38.60537	34.67483	50.86938	51.82953	33.88414	49.55334	40.55304	35.03203	47.33664	32.16139	39.73671	42.60674	44.93188
BHLHE41	105.3404	123.8874	124.98215	119.76801	103.87997	94.64276	78.82491	78.07772	90.8825	82.52389	117.37577	99.09729	104.92597	105.78382	85.16913	101.16665	112.81814	74.9155	133.87774	88.83928	84.98651	128.72419	110.47058	96.65674	108.51381	92.29735	84.3586
BIRC3	145.96045	179.68015	364.38348	597.77637	726.25935	292.19709	227.8423	387.86685	190.09507	226.74066	98.73695	144.73735	509.82193	364.23701	266.29416	252.54988	160.5599	305.02059	207.50602	83.0874	166.4738	817.99677	228.84809	320.14038	361.55878	407.48562	381.9604
BLK	143.39374	168.44628	210.97271	184.20952	288.47736	160.92052	133.60957	104.07567	156.30473	210.71747	222.10383	168.05143	178.30626	144.65842	131.12118	171.6691	179.87732	148.16766	249.04081	145.34296	146.46954	250.31048	146.44965	120.84439	145.09605	114.29452	117.42773
BMP2K	590.80169	618.82767	627.5997	562.97696	664.2753	450.67492	798.09272	628.19217	442.82188	631.73235	393.85199	563.35768	502.70837	432.86348	641.45832	429.01258	432.32624	618.2023	833.99072	477.62084	764.00621	614.45625	400.38369	720.12578	579.94965	486.12862	711.39583
BMP6	182.12595	171.5751	139.60495	176.56026	221.25279	136.78377	209.33698	116.68334	174.23617	241.17707	174.54658	241.38045	186.01924	147.30869	166.81281	207.26422	164.26149	181.32809	1361.33216	176.58466	200.85528	145.69797	202.68708	389.8351	341.13402	146.15218	187.92121
BMX	35.50754	28.58873	38.43446	29.25403	122.9701	33.24254	55.40181	85.5725	20.6667	59.11266	24.93827	49.68415	39.65616	43.58243	48.89318	27.98888	25.77989	27.32412	91.15222	45.08475	129.79175	33.91693	48.11998	143.20637	32.28727	35.94365	146.5825
BPI	147.02348	59.2077	76.00374	63.52219	418.09251	65.49485	153.79376	152.97128	118.09793	122.59486	108.47701	92.21309	113.00659	72.35846	75.34665	67.12789	46.34756	41.84335	278.3011	146.23837	150.20515	93.55772	100.13282	427.91137	77.28403	72.29103	200.28974
BRAF	568.27634	595.21129	577.64492	711.43681	617.59972	575.98971	619.56377	533.61671	528.79907	579.08165	548.77573	508.29856	563.4906	406.58506	538.82584	405.95578	428.27724	573.46591	685.12731	507.82789	609.25624	631.66915	426.21448	651.90675	599.0885	465.45467	497.23097
BRSK2	304.28246	286.44211	238.89437	270.27691	241.86759	280.97243	239.31921	265.70933	280.80073	247.69505	290.91386	281.67433	256.99052	317.88903	274.54169	278.15958	309.97872	294.19787	258.57565	292.83434	281.65487	229.74663	263.51774	249.11067	274.28476	336.18007	285.6238
BST1	733.17966	602.65938	721.57271	607.96291	1024.22914	543.37029	781.47432	1389.49292	540.69032	896.09209	332.96718	706.711	841.31121	672.55208	704.70888	473.17304	565.71237	612.45238	942.52524	772.01609	1524.52845	544.26734	595.23663	1506.74587	759.35217	694.1469	1600.26037
BTNL8	7.34922	8.30188	9.2138	5.25162	1.12658	2.26279	8.77917	6.27756	10.61255	7.55859	19.02335	4.96671	1.68678	5.74012	2.4127	1.62	14.3681	1.5305	3.39563	4.99094	3.02304	0.82058	3.83214	12.41333	2.66953	5.00389	8.54307
C11orf80	266.90099	294.95677	378.95309	311.21995	411.79469	258.27331	233.86655	174.90519	236.47899	353.78983	324.76885	259.52868	268.82546	232.31571	240.20405	229.13918	227.33645	286.33631	383.63456	199.68335	242.22218	500.48922	258.7466	203.44177	252.39278	243.26462	196.15923
C1orf54	35.35824	50.97301	31.68652	43.70744	33.95007	38.94214	35.07619	31.00736	40.53638	47.72213	50.26646	48.61517	34.4428	35.76626	41.43636	48.94489	41.56749	34.76069	38.35207	52.65666	39.78156	38.01154	38.4908	37.22481	28.7601	33.38577	42.24224
C1QA	102.76219	83.66943	93.73174	87.33708	97.61644	84.62739	79.29655	123.0718	79.86655	148.39927	105.24586	133.40485	139.13728	70.84497	91.81556	61.73562	98.63049	76.36612	111.91317	137.73027	106.43626	68.10272	127.17137	169.76833	82.76622	70.85601	112.61113
C1QB	138.5216	140.49011	122.77764	138.32084	238.58458	84.85078	101.2302	301.32155	79.59787	271.19947	100.96088	169.16799	222.52569	82.04039	137.60785	82.4893	87.27375	81.47957	258.99852	183.80878	158.54368	143.51119	332.35455	345.16529	48.6123	79.74859	225.10386
C1RL	849.763	697.39183	675.94983	619.05236	566.38942	444.30967	665.42476	558.78267	655.44891	924.36004	745.83907	805.62966	557.63302	573.34049	751.76666	504.83011	454.41631	548.49973	988.13361	906.07703	1061.43687	409.9425	550.66177	792.14879	741.67408	722.11751	908.48464
C3AR1	583.34252	256.9149	390.14878	1177.37187	258.00733	402.6428	592.40037	850.83033	925.55601	299.63052	815.92131	221.15757	894.16939	395.91918	463.80603	445.36773	272.89246	551.62984	497.88746	447.64911	344.38057	252.1037	501.24621	1002.96455	964.04238	781.66041	178.29567
C5AR1	2496.7915	2488.44129	2320.47209	1098.26115	1542.57368	1512.58983	2920.72363	2136.26507	1739.6473	2772.9414	1878.6743	3192.18221	1573.55779	2136.03637	2439.16807	2125.10333	1773.4397	1606.33879	2930.73542	2742.19706	3378.72598	995.24809	1606.34545	3168.7512	2796.56454	2324.4697	2875.06537
CA4	145.72737	90.04779	97.90072	109.14977	214.21709	122.0019	157.54698	109.08797	103.32025	125.96313	106.39572	164.03756	120.99285	121.33818	111.22439	103.27489	123.29081	122.65731	239.53417	142.91053	223.35386	92.83144	97.78366	451.58404	124.45163	135.79638	185.74691
CA8	53.70165	55.66068	54.71416	149.72383	65.66257	79.91799	62.8939	52.84511	68.74869	52.8826	73.92045	50.95778	63.32465	59.13322	51.71091	61.5406	54.65014	67.05013	48.41194	66.64093	66.944	62.27335	65.41236	59.19322	98.56219	62.79399	62.67944
CACNA2D3	60.78227	69.52191	69.19304	60.75155	63.48072	63.11192	59.63958	66.74721	65.68371	61.71537	69.29215	79.08591	62.4376	58.6478	62.39429	65.40725	72.19844	70.13008	58.21198	65.03744	69.90402	64.14419	60.89814	54.34628	54.60804	65.78815	53.05457
CALB2	79.96967	78.62766	67.473	87.74703	81.22342	99.45711	76.76924	102.08643	98.77241	61.07022	86.80512	75.77271	83.223	114.06338	109.16352	101.02514	91.98288	109.63726	85.79121	83.66069	86.28872	70.34578	103.5429	101.68436	98.73205	111.75901	94.03236
CALML4	206.35776	209.11731	258.88124	194.73078	250.30558	205.73467	214.14218	296.29696	189.3638	199.2582	176.26956	180.16954	244.68143	222.42839	229.0125	186.36021	211.73572	197.21591	210.90977	196.07281	206.79357	287.94162	257.16246	246.28831	223.66397	232.24802	272.38043
CAMK4	278.90136	415.01515	501.26421	425.88005	331.40287	392.00329	301.05556	258.66703	293.52199	309.26639	166.16651	248.91633	271.11007	308.65842	274.33693	299.82751	318.38237	288.41406	264.58123	89.47769	237.08836	622.21888	229.24138	202.89405	279.90829	201.03095	199.69942
CAMP	436.39592	386.69469	308.27761	326.19967	354.1286	303.45415	274.65147	348.33058	344.50751	392.43311	401.37426	424.01236	290.59047	333.03063	337.38264	368.00956	350.57893	321.00731	360.34096	544.32099	384.66221	319.02679	382.36859	360.54859	313.42199	342.29523	325.75632
CASP1	380.018225	346.04711	832.362405	560.216875	790.08372	327.211675	633.17833	1453.69075	359.6058	706.15772	238.313245	487.892585	659.869345	456.82376	921.87985	299.04638	222.793445	494.47374	764.156245	469.474355	866.0929	636.324735	684.92427	864.38069	446.76293	910.636985	1617.972025
CASP10	73.91805	130.36261	162.07222	137.13205	177.2246	119.43245	154.82661	258.14517	109.90413	126.81979	105.69957	87.97623	133.12242	92.3058	119.45702	93.65979	122.34192	120.30768	129.97626	90.88797	97.62969	212.96947	139.02976	160.21035	101.21089	88.80948	203.98812
CASP5	215.3126	145.58207	158.37922	233.92229	208.58577	115.49701	303.02571	1020.90257	116.13091	392.73767	74.58581	230.68455	339.22527	193.57491	1294.62609	171.79322	78.74491	269.44037	398.9429	468.19055	478.38607	289.51224	351.67166	426.58401	465.619	464.87881	2463.07779
CBR1	260.1906	242.09569	335.56208	237.73451	208.92677	257.08111	198.98962	303.33033	234.78124	323.64594	275.20906	240.66097	286.46187	185.15256	223.28511	205.89989	190.00603	200.37085	303.46763	264.30611	243.05251	219.60438	309.36182	238.08686	222.55085	210.63518	229.12662
CCDC102B	23.52965	27.21512	29.17741	12.76071	32.45951	20.67407	22.22537	20.12683	19.1426	29.16314	25.16228	24.09119	16.31604	20.49162	28.06386	18.93723	19.38521	26.8169	29.47554	34.36715	23.3822	28.47271	24.58165	15.27988	13.80791	31.05101	20.61425
CCL1	106.11304	89.09925	71.19934	69.75578	77.01547	76.9047	58.12654	93.47119	93.55964	95.20109	78.82928	99.21512	63.87188	104.94721	78.23539	98.60496	91.83277	78.1546	88.14641	111.37236	85.3996	74.02288	73.47428	99.8246	71.07693	102.14536	102.11185
CCL13	41.42965	32.22943	48.82712	45.67055	26.23821	40.61045	53.17439	45.35198	49.88651	38.46874	50.73318	38.85053	41.27765	56.69438	49.85542	48.40029	49.55855	48.73401	50.45571	53.35801	54.21531	31.90897	38.48498	50.19298	40.81232	56.99367	56.83499
CCL17	69.3853	74.05398	71.62716	76.23086	55.19732	71.34929	75.69456	85.8137	54.77929	58.17585	60.37186	64.55527	58.11467	72.17318	80.37405	71.46917	65.01232	62.9038	76.63231	55.24913	69.10662	47.28529	71.73752	73.46942	60.88755	72.64085	68.54885
CCL18	45.91556	56.5881	60.83242	53.08511	40.93515	44.26544	34.76768	35.22688	55.02843	40.99439	61.21842	53.39337	54.967	52.21739	32.58181	55.59937	43.46975	47.83297	47.67337	56.88037	53.4469	34.86653	35.30575	52.0858	58.87453	49.48345	50.43312
CCL19	54.55724	62.6375	62.37208	21.82799	29.0913	42.26402	37.05824	25.63505	17.43153	52.18723	61.4126	54.47892	31.48452	42.35702	36.18244	39.86476	36.1893	22.28487	42.13751	59.43459	61.7006	33.96216	28.13413	39.51784	28.19543	48.67283	47.151
