GeneSymbol	GSM2712676	GSM2712677	GSM2712678	GSM2712679	GSM2712680	GSM2712681	GSM2712682	GSM2712683	GSM2712684	GSM2712685	GSM2712686	GSM2712687	GSM2712688	GSM2712689	GSM2712690	GSM2712691	GSM2712692	GSM2712693	GSM2712694	GSM2712695	GSM2712696	GSM2712697	GSM2712698	GSM2712699	GSM2712700	GSM2712701	GSM2712702	GSM2712703	GSM2712704	GSM2712705	GSM2712706	GSM2712707	GSM2712708	GSM2712709	GSM2712710	GSM2712711	GSM2712712	GSM2712713	GSM2712714	GSM2712715	GSM2712716	GSM2712717	GSM2712718	GSM2712719
SYNE1	3536.88337440524	3296.32982048036	4156.04324607591	3974.87335694558	5900.93109728891	5718.62920059184	5173.86369278656	2965.63684860031	5086.21306098132	3219.82270134482	3163.13018722723	5145.73190342698	8377.75748700983	6345.36482058556	6509.89674586653	4473.55387823668	4519.04991311655	4659.46689220567	8328.56312115406	4186.36347523998	4902.69291782672	2267.19812409213	4793.30448988036	8425.87787871576	5395.34349772088	2817.67856544834	2773.93415996995	4397.32580094943	6292.02355591301	6967.46791669976	6351.8148150757	5483.3085380249	9348.23284760382	9063.04606738824	6256.9479828669	7936.74349105353	7825.40578536889	7521.71452454777	6636.17081250334	6600.99027451356	5356.63621117045	7057.4735998239	5443.62855915073	6978.89684490831
TAGLN	597.636224525267	580.972570249305	393.313270248423	176.36652750746	437.745986719333	765.703065459221	421.073053252009	629.521586435887	409.541796722399	348.537508908459	330.871358496572	174.073964954475	234.878658181535	257.400268201352	400.868156666555	457.471464432746	374.237826043684	123.913541627018	457.369375921768	524.898995491019	169.39215412037	1692.17374183028	141.768398181913	486.424096440964	258.863744941516	588.48532117641	2164.11485402481	1453.56509815557	461.853336004724	408.444118697477	285.263701524174	316.248948378366	565.637524162307	245.252825811723	579.752173237667	495.521551293289	529.397019305509	379.503392804237	196.928674019106	378.506688708717	455.86626568479	228.370808731156	265.905681967056	515.404669762571
TBC1D8	1229.76688885535	1990.25365949111	870.837190298147	1179.51486893717	771.815292373562	1738.35290536688	799.276678005509	1766.84085880541	1487.17948833893	1752.9010979169	845.560138380129	3143.88130645052	1022.41298267256	968.132352040904	867.424792786872	1073.42812907438	798.032259189044	593.355228175527	869.445862189148	1120.35467876698	3248.4575384455	1254.46861503394	1848.35338602581	959.849518012197	1106.66105287319	1274.59954356181	1224.59649242641	880.79717860744	500.965240134854	1082.74488222282	782.339971844742	757.005356748215	576.560179801304	783.819549928532	1026.5568234397	702.33880893053	803.929529316879	696.349565032915	1068.46011978135	576.494802802507	605.330615089639	922.454945267633	1650.28876045987	991.829154417048
TBX21	2143.46844554566	1320.31132350684	2121.11766146568	2070.52264374365	3114.14030902964	2498.53739017414	2093.93341866044	1112.72858539937	2097.05136875927	1696.72655435657	2007.28624154587	2686.27777736565	4142.40542611071	2038.71257202265	1723.05934567179	2813.39330583578	2287.29374502042	2645.87184076664	3973.34094732814	1631.35614484581	1120.89208269365	1386.06623485506	1272.85032097383	3927.65223300643	2740.69208469599	2995.30892737025	2102.14134732307	2440.92375016731	1849.90984853784	1699.09073701405	1653.50456931378	1312.30862831023	3806.5454901902	3830.75018991221	2494.02821694694	3262.8834352109	5406.24169714929	2720.60499794557	4070.40176629573	3592.90195281967	2109.10804160176	2944.35221256955	1850.18289200853	4021.45576365166
TCF7	7851.89713510512	7015.26602820179	4748.48993526623	3641.51003616559	9313.62184901529	3482.22439138572	4610.84519850616	4341.48578458031	9187.55211442298	4172.23655352691	2198.45635978833	4541.7479947213	5277.86161325567	8030.63224821232	9201.44008348482	6161.81466344058	11072.4839901829	7817.67356854556	7253.07901583123	8992.77057040825	5043.04641695502	2398.79574391325	4245.38878879891	6455.55242477768	5430.94653427444	4457.03053158262	2516.12437209071	6055.68873080389	12926.9003990944	7504.70072147302	11868.3365161076	10908.5135947204	9305.32241473633	9171.89026097616	8800.6211609474	5953.60745208526	5420.99269768721	7686.90174242878	8347.4972648264	10653.92343361	12375.6481307215	8528.83409607749	7656.41010838707	8351.86558704895
TCL1A	182.098554318437	121.888579056899	2514.4309317141	345.596837138895	647.019287387787	733.97122671046	3217.11244532134	108.199022668668	505.266023908117	870.705425185236	532.335252336707	857.182403184914	448.40471107384	2091.21710434232	1079.64911102211	890.214741598858	2367.60962549555	1554.47949335945	1015.09358578365	1132.11412673114	2363.74651635397	2589.04012908944	197.70944178883	111.514947566634	97.9083505222926	3484.80939037644	270.204489219593	1645.04274567892	2754.47665256872	1501.30811196911	787.464469476912	3771.74598800865	890.976624266696	947.792620788243	2471.3093364282	971.096260479433	968.649035323702	1341.4341314131	886.992787937295	1212.88516953255	1439.83989926671	630.466554104227	473.23773468962	1951.8966765238
TEC	153.219488435337	136.123741574493	140.681320844524	128.451921768439	191.993853824269	150.381322765865	294.370075689753	127.87157224479	149.014003144777	97.0287570587653	107.349374089999	199.130065970649	175.844984734839	151.110605212734	190.328158417314	139.377055502851	102.530911244845	208.111204527427	134.102477212014	172.115556566301	176.167840285185	82.9637168437499	147.13260784285	192.927700698104	139.445226501447	101.696772092698	138.820655011901	256.413545379103	109.014030660575	255.737533779051	167.400255984246	126.997609191312	256.682407516413	139.942534613029	139.679043189336	119.681052642871	139.315005080397	143.826801775715	106.601885522739	124.782424849028	201.776871696546	168.015666423636	158.055824945453	140.039924277225
TEP1	3686.89407774246	3629.96644198647	3479.38590708429	3587.47867224712	2813.66992779466	4105.82400505701	3068.49842652651	5057.07477541173	4528.64410881708	3754.75755933985	4192.50774699434	3382.57363718355	4545.59285539559	4802.24380972671	3233.89437310834	3513.6506088864	2690.58199591681	2607.74459718909	3746.8764990562	3283.0240634479	5670.28136478359	1849.51872205118	3395.54471537328	3452.17438908734	2909.06477839721	2347.16149989946	2821.03402506327	2091.26891555944	3575.82663930144	3590.44458395553	3979.17241138062	3614.03653868611	3837.75307773019	3952.31643210131	3828.55208741856	3922.1790585418	3425.510124918	3077.32394690415	3600.05146223357	3675.25835322002	2511.00107000147	4414.89709879195	3839.82680602776	3287.32894411589
TFEC	1523.37072533353	2558.77046253752	1715.91582889237	2176.54645218744	981.088593042015	1349.29296940382	2443.55742441494	2385.29663610473	3292.12393702632	2101.43860682536	2719.02729715627	1918.76984097546	1444.44094603618	1494.45827358695	963.431031988526	1579.23195952828	894.582200611273	1753.85320456702	554.171826359579	1584.31835298919	3014.21238817619	479.186985218211	2458.34065604096	989.267571664744	1470.10871769079	667.130824928096	552.803679779534	474.531561253536	852.972377306022	1214.29332585736	806.254294128205	1013.49072433067	619.470612668789	685.577063508274	1123.32242564918	719.136149652337	566.27452065032	1144.20628937413	967.554518217838	1150.49395710803	808.768201779573	1233.20236714824	763.316660471862	1077.00807743103
TGM2	348.955379420794	578.303477277256	183.282002508711	99.9070502643414	314.869920271801	520.126226447074	148.614018794827	340.581014536603	394.739081178216	269.382470255256	526.453094852323	727.945671627804	301.448545259724	271.486850043217	474.978236050287	963.275294886643	137.562305920167	78.6374398786842	103.019121566845	319.643176480274	647.562006323015	253.182377264547	291.966268688156	207.294657133069	144.637335998841	143.731437891013	230.541444930479	487.851745429073	185.573502574871	301.73349309183	148.610431332953	313.758799178537	102.985038881965	69.264486828671	291.979686666866	338.046482026354	209.79200765048	221.436313624986	190.418635208557	163.880917968389	109.607189563556	128.050774895684	153.407124211763	59.1921329419199
TGM3	147.604114513623	161.924973637632	273.436933472456	493.418493142258	384.947676917659	295.244064879772	128.608285495523	196.725495761215	86.8425978592076	280.872717801689	483.807453090543	209.680003240617	64.0578158676914	147.268810164952	229.067518095174	210.189591766397	42.7212130186854	27.0067975340936	87.0333958064724	65.211484164872	60.9811754833333	3121.15224401832	315.72205432945	36.943602261339	617.119300261723	682.046351501692	865.150153556312	283.053913730179	128.153898639149	103.030948860625	236.580974018552	130.317808124419	89.7218141774694	69.9712673065145	53.8521612296236	134.378725774451	111.452004064318	65.505276056266	212.39001619416	86.5158145619924	254.919751484937	154.15029589353	309.603468863739	33.2053428698575
TGM5	0	0.889697657349625	0	0	0	0	0	1.22953434850759	0	0	1.47053937109588	0	0	0	0	0	0.854424260373709	0	0	0	0.967955166402116	7.15204455549568	1.53263133169636	0	0.741729928199186	0	0	0	0.832168172981485	0.919919186255579	2.5622488160854	0	0.780189688499734	0	0.841440019212869	0	0	0	1.62750970263724	0.83188283232685	0	0	0.929740146737956	0.721855279779511
TIFA	826.262162766477	1350.56104385673	1097.71058799812	1320.20030706451	748.776029914649	1387.92303396752	1139.37414409367	3329.57901575856	1636.19349148371	1616.29482153154	1235.25307172054	1967.56330084906	1160.57689924994	747.869435968106	987.011511792441	1217.30121862571	421.231160364238	891.224318625088	571.933743871104	1377.99349325443	2748.99267258201	1177.22653383459	1586.27342830573	619.831549051354	749.147227481178	1059.00238672529	1068.42325553802	664.34418575495	922.042335663485	475.598219294134	640.562204021349	768.626053014087	512.584625344325	605.004089034106	957.558741864245	624.651108092176	738.369526926104	917.785878657901	609.502383637646	578.990451299488	533.919870373989	690.821696411747	542.038505548229	487.25231385117
TLR2	9457.09188044078	13735.1524341635	9859.58102144159	11960.3011602169	8716.52096362182	12484.4090798928	7833.6735676273	18263.5032127318	14344.8182100164	15822.0708714379	16077.4069441912	17636.8576310693	8539.78608008693	10167.950893128	10655.0082313976	13579.1468349189	4784.77585809277	5468.87650065395	7245.08615295104	5971.66148434385	13450.7049923238	17995.9745105382	13632.7556954391	6836.61884069557	7709.54087370234	14045.0022044822	12764.0634402907	9795.33043808614	5453.19803754767	7670.28617499902	11699.2280942459	7878.00201852776	6400.67620445182	5230.88231652034	12635.0633285004	8820.70354653859	12045.830939275	5745.23991845664	4878.46033365512	6452.08324752705	9195.378918385	10664.916767745	12837.8519461577	5514.97433751547
