gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
MOV10	-0.619578905844925	2.17645475498773	-0.526387989701922	-0.223156539975876	-0.673632429303756	0.144769523187838	-0.278468413349088	DCs	1
RAD9A	-0.761952329854403	2.1369370776308	-0.450476195495719	0.102435600492175	-0.698595499329599	-0.385041512522435	0.056692859079185	DCs	1
ABTB2	-0.592225814931646	2.20954627411598	-0.0793998133518347	-0.653583331983724	-0.0878170273437069	-0.464457691405638	-0.332062595099426	DCs	1
EPHB2	-0.617812571857405	2.24607219797175	-0.197747226622255	-0.344896458604726	-0.439810014866296	-0.24091430971102	-0.404891616310053	DCs	1
MVB12B	-0.306067209072675	2.24135181046952	-0.124989601278107	-0.563018225149925	-0.375261274723475	-0.315536877469414	-0.556478622775927	DCs	1
SCLT1	-0.890762331399982	2.18993394162089	-0.16403136953316	-0.40535507510345	-0.400357658740478	-0.2145398366905	-0.114887670153323	DCs	1
FUT4	-0.523155611548658	2.23873192398499	-0.0511254071158906	-0.517869959412279	-0.326357367005591	-0.428712674221305	-0.391510904681271	DCs	1
MCOLN2	-0.34467258732892	2.22905164850738	-0.605571910323987	-0.264322916897127	-0.0518779597049361	-0.551832813652686	-0.410773460599727	DCs	1
SP110	-0.457427781997749	2.25041988959794	-0.436336048878936	-0.159648354013916	-0.251098838054471	-0.466997009830668	-0.478911856822201	DCs	1
ANKFY1	-0.662763681354781	2.23001488013981	-0.524074083942526	-0.165762755601063	-0.181037380764409	-0.420306514436713	-0.276070464040321	DCs	1
DDX60L	-0.402968985277562	2.25875127590618	-0.396639825948257	-0.196097612507382	-0.349728051264754	-0.47243411097957	-0.440882689928653	DCs	1
SRGAP2	-0.545249606035253	2.22319234357505	-0.399815612281709	-0.0345237942176483	-0.196371294254026	-0.601606722176945	-0.445625314609472	DCs	1
PHF11	-0.472770049764587	2.24937648363213	-0.577443439840503	-0.20615592342713	-0.253680254950563	-0.32968227459571	-0.409644541053634	DCs	1
SP100	-0.355027495307214	2.25721069445702	-0.451635438225632	-0.225282099414374	-0.282454311405127	-0.470482080855337	-0.472329269249339	DCs	1
LGALS3BP	-0.377455815688226	2.24853210711116	-0.309481392330145	-0.271265852594478	-0.249419438159748	-0.401479779451281	-0.639429828887279	DCs	1
DYNLT1	-0.394720150031995	2.25529931375173	-0.51875785474736	-0.167889006942819	-0.36362126735099	-0.404114963514664	-0.406196071163898	DCs	1
CXorf21	-0.410320574531745	2.25187320737663	-0.581003348428487	-0.33770671666449	-0.21418005907803	-0.432174023246908	-0.276488485426974	DCs	1
TNFSF13B	-0.407780467788668	2.24868363911793	-0.331718476480805	-0.158705531412874	-0.303123789813548	-0.551531920198394	-0.495823453423643	DCs	1
IFI35	-0.490832762901015	2.23620852834521	-0.477666045261427	-0.0504157244083461	-0.256324091221391	-0.467946968247921	-0.493022936305108	DCs	1
IRF2	-0.513171695052291	2.24090222214696	-0.411887294747753	-0.100651897342883	-0.236527932643128	-0.475303093268191	-0.503360309092711	DCs	1
PLSCR1	-0.536861136551297	2.23888443197951	-0.460812485512768	-0.282440614089296	-0.0607033611647931	-0.456410923447494	-0.441655911213862	DCs	1
SMCHD1	-0.484779810273001	2.24960392684237	-0.325998054046453	-0.140136319783465	-0.339900451824081	-0.519313432922521	-0.439475857992848	DCs	1
PARP10	-0.587509233464624	2.23969056117488	-0.402118086097136	-0.236947458517203	-0.108965275741342	-0.46097851773073	-0.443171989623847	DCs	1
CBR1	-0.42556583802001	2.2539791111435	-0.490726147448192	-0.15426613205559	-0.332797505400921	-0.451073671391092	-0.399549816827694	DCs	1
CD2AP	-0.637921368289297	2.23981985094057	-0.349372496312036	-0.149202519627092	-0.245082730950782	-0.386772375604091	-0.471468360157271	DCs	1
MNDA	-0.420576241496417	2.22190867833051	-0.488694376121306	-0.0786636427691392	-0.114939216157103	-0.590310241835978	-0.528724959950571	DCs	1
C1GALT1	-0.584630172377859	2.22365364019203	-0.621455740155782	-0.118532677739818	-0.289261881063994	-0.452755990960979	-0.157017177893603	DCs	1
IRF7	-0.412781875924826	2.25854590432708	-0.447717812989754	-0.262074309425436	-0.245869922469953	-0.482830271266334	-0.40727171225078	DCs	1
TRIM25	-0.37988441668778	2.24744422266563	-0.44534481335158	-0.227774675690516	-0.170082591931637	-0.533232696280972	-0.491125028723149	DCs	1
MT2A	-0.436520311384071	2.24939774216043	-0.38299972335613	-0.111350555142339	-0.358164709359808	-0.504077990871733	-0.456284452046352	DCs	1
TRIM22	-0.318050084209253	2.23811017180074	-0.411379165592691	-0.110345967647261	-0.29983560011858	-0.462514016534384	-0.635985337698571	DCs	1
PSMB8	-0.489470562303884	2.18671430539826	-0.511797951827916	0.204913829157605	-0.362144608055705	-0.60074041377595	-0.427474598592406	DCs	1
CASP10	-0.407858903979751	2.22067248510043	-0.356045465312145	0.0406153649058392	-0.400332538255865	-0.471647903741646	-0.625403038716859	DCs	1
CCL7	-0.563668069835371	2.21602177975781	-0.348089445180494	0.0550591504809374	-0.39340151405076	-0.597111500190361	-0.368810400981762	DCs	1
XRN1	-0.642084109338755	2.22379484967317	-0.426795082264153	0.0142701338280326	-0.409312561094637	-0.423904490160462	-0.335968740643191	DCs	1
NRIP1	-0.626953723625549	2.19280742832262	-0.41337438687159	0.0575737303752113	-0.155679493903914	-0.675920754019925	-0.37845280027685	DCs	1
NUB1	-0.581766871756239	2.21745446745311	-0.411640958836668	0.076578845406831	-0.40585497718425	-0.40208071493698	-0.492689790145806	DCs	1
ZNF618	-0.454192775632235	2.22039745442204	-0.531197151856937	0.0500807066936822	-0.400175270502392	-0.559053763609136	-0.325859199515018	DCs	1
KIAA0040	-0.464185030678639	2.20969055231463	-0.516037570728425	0.1215939543394	-0.4282646164879	-0.537333011974463	-0.385464276784603	DCs	1
SP140L	-0.41864049256322	2.20156954535257	-0.354316426509431	0.124398421536414	-0.382751389530554	-0.637875054017739	-0.532384604268039	DCs	1
ETV7	-0.49666778333912	2.19775679182195	-0.43554860504249	0.183196763871483	-0.472456117551105	-0.479613266421599	-0.49666778333912	DCs	1
CCL2	-0.471544549544041	2.20565421158094	-0.42907624141336	0.107909419707555	-0.287273645638551	-0.541708103254946	-0.583961091437599	DCs	1
GTPBP1	-0.580935983938892	2.19457155858373	-0.227927161343218	0.116338710118307	-0.365951774205684	-0.53970558423837	-0.596389764975876	DCs	1
BATF2	-0.429175909759839	2.1678702417104	-0.470656631985253	0.289899809711277	-0.487434445231614	-0.53347040972869	-0.537032654716282	DCs	1
MB21D1	-0.565486974666323	2.13055173524912	-0.59886033827143	0.32964945503046	-0.677855748953079	-0.416753547206665	-0.201244581182086	DCs	1
ASCL2	-0.409148236074019	2.07388647844493	-0.492080182199844	0.540843195280937	-0.681446462156183	-0.516526835175546	-0.51552795812027	DCs	1
PARP14	-0.475501428462328	2.17711782409128	-0.473780712763219	0.262503532832381	-0.498974709220338	-0.483382858437271	-0.5079816480405	DCs	1
ZNFX1	-0.531824289148236	2.10673666231257	-0.504825849678832	0.476234062885729	-0.52493580725101	-0.509191599777757	-0.512193179342469	DCs	1
NCF1C	-0.568243814522932	2.07043155037102	-0.28234766491559	0.525331383271368	-0.612119722218819	-0.661723629477807	-0.471328102507237	DCs	1
TAGAP	-0.683042041726522	2.13155226340436	-0.370325735982498	0.326175526162089	-0.636357535922507	-0.536549718728923	-0.231452757206001	DCs	1
APOL6	-0.524948084215324	2.10817469022425	-0.539578461184846	0.471489547629934	-0.474919304701685	-0.521867316496988	-0.51835107125534	DCs	1
IFIT5	-0.453924233097894	2.1354237167551	-0.448414649417462	0.390214665389453	-0.563350336223316	-0.557043399591758	-0.502905763814124	DCs	1
JAK2	-0.554087082342816	2.09432097241736	-0.507779181803514	0.495464532867368	-0.610924682085732	-0.528546872756606	-0.38844768629606	DCs	1
CASP8	-0.832990167906212	2.07754435232133	-0.507475681510683	0.462326259777331	-0.536463949535075	-0.406038752693924	-0.256902060452769	DCs	1
SEMA4D	-0.494843956962103	2.15306337531875	-0.338135714042552	0.321008568446098	-0.50798337340196	-0.598572424607246	-0.534536474750986	DCs	1
OSBPL5	-0.760208672659208	2.08881676289891	-0.591422249234971	-0.263210533482294	0.449575998374771	-0.536859464763095	-0.386691841134108	DCs	1
IFI16	-0.522253168930684	2.07508176831975	-0.616925507500124	0.0179914582057822	0.382933227663388	-0.659075864070994	-0.677751913687119	DCs	1
STK3	-0.838854941959659	2.12267519922296	-0.200874260225818	-0.485054458778141	0.293386678565985	-0.571496002340187	-0.319782214485138	DCs	1
MYD88	-0.474555049532518	2.13043401852948	-0.48570664360327	-0.0488600569345733	0.241819958592784	-0.610122001578412	-0.753010225473494	DCs	1
HEG1	-0.435788882419371	2.01933792109872	-0.588269236112818	-0.273543515846209	0.628449054642953	-0.725228580249447	-0.624956761113824	DCs	1
LAP3	-0.52995343790045	2.10235688231705	-0.605420162399141	0.432348658243368	-0.218358553051315	-0.609934435994947	-0.571038951214568	DCs	1
TMEM140	-0.442241525833066	2.12324032006556	-0.50774465745751	0.395957671858744	-0.321791836499365	-0.616375767675604	-0.631044204458756	DCs	1
SLAMF7	-0.500940934316415	2.05683801820105	-0.526210865577937	0.571915014916619	-0.344830802957684	-0.682452987447366	-0.574317442818272	DCs	1
DTX3L	-0.488157261030331	2.11132558032747	-0.446538158248316	0.385452116342507	-0.218868253010596	-0.616735107853804	-0.726478916526935	DCs	1
NMI	-0.514587769321023	2.11946654529271	-0.635834282414676	0.409084515837167	-0.310296190090853	-0.583958515338358	-0.483874303964972	DCs	1
PANX1	-0.451840786428978	2.12170954424197	-0.586944957302868	0.41400310272885	-0.354394632626743	-0.571341267131277	-0.571191003480953	DCs	1
APOL1	-0.470468856844829	2.01777037818432	-0.579892824961974	0.636713024055906	-0.268408783785638	-0.695011508728996	-0.640701427918791	DCs	1
PARP9	-0.553610414088281	2.1558061138498	-0.510650201846249	0.27350167060423	-0.211991591926046	-0.595759273262023	-0.557296303331429	DCs	1
CARD16	-0.657850160091455	2.12012485289461	-0.406864960225126	0.376514691717082	-0.244505503304526	-0.604585534213239	-0.582833386777344	DCs	1
UBE2L6	-0.557877681644135	2.08065109638608	-0.494865174076772	0.539261860731147	-0.463008874314022	-0.55372181554225	-0.550439411540051	DCs	1
GBP4	-0.534995600146316	2.0438610170204	-0.521709403518973	0.627591783474526	-0.552392927049983	-0.552657914358976	-0.509696955420675	DCs	1
CASP7	-0.589239141454042	2.08297723241258	-0.524930132589322	0.530326242260271	-0.435157383843008	-0.501820262472617	-0.562156554313857	DCs	1
MICB	-0.768111049838181	2.05843245655659	-0.38517316496027	0.535502528293789	-0.3058957727396	-0.580285565004883	-0.554469432307445	DCs	1
TRAFD1	-0.811219341529027	2.00487662714923	-0.6065139900018	0.642796295859729	-0.341448545892247	-0.3216663376391	-0.566824707946786	DCs	1
GBP3	-0.511458208239616	2.03834065512965	-0.651312909496231	0.613765974732874	-0.326568789888923	-0.581768946662527	-0.580997775575229	DCs	1
STAT2	-0.636056732086503	2.03748430341461	-0.581888169186474	0.616281322533054	-0.487978214275836	-0.335415682934637	-0.612426827464217	DCs	1
LRRC3	-0.842503190214614	2.05036194412772	-0.618202172786604	0.528816050264542	-0.413974097658229	-0.30300352822979	-0.401495005503025	DCs	1
SERPING1	-0.600432109158985	1.99322336717184	-0.545773748837262	0.72029859324889	-0.380334271587033	-0.612540206509306	-0.57444162432814	DCs	1
PSMB9	-0.642899874873234	1.8782355461999	-0.648864592019357	0.927378080505194	-0.570800722731861	-0.410811870167678	-0.532236566912969	DCs	1
LOC100419583	-0.490984988027227	1.83551696358649	-0.494201092451559	0.977308696913053	-0.396552253503541	-0.783311838894822	-0.647775487622389	DCs	1
GBP1	-0.579478645534648	1.65257214765439	-0.576751033861478	1.25571591580649	-0.56608636035508	-0.596659702453476	-0.589312321256191	DCs	1
STAT1	-0.565834626773817	1.95029006672971	-0.528734521098551	0.814283940393064	-0.50580153599831	-0.587643259857369	-0.576560063394729	DCs	1
GIMAP2	-0.781334582671957	1.87075132007754	-0.412108391678362	0.90573654313764	-0.328482699004228	-0.676013674501377	-0.578548515359253	DCs	1
NLRC5	-0.604184147592036	1.90336920562722	-0.515863729655996	0.895016961305042	-0.511186012111323	-0.547917508904817	-0.619234768668094	DCs	1
TAP1	-0.579987422241802	1.8246234340394	-0.577860568764005	1.02279925945366	-0.520338175514425	-0.587255214654059	-0.581981312318774	DCs	1
VAMP5	-0.418709716383252	1.92613112961485	-0.394896977850094	0.830157058568225	-0.575898191591601	-0.639291452494135	-0.727491849863997	DCs	1
RHBDF2	-0.701210191842522	1.89770249171378	-0.689683732124309	0.60666154727766	0.284510496965784	-0.647968164414211	-0.750012447576179	DCs	1
POLA2	-1.0989686870324	1.85016569660176	-0.742537009763916	0.4810253038346	0.335075153581768	-0.671241100312186	-0.153519356909626	DCs	1
LMO4	-1.15697810637611	1.87928381925847	-0.448540081642667	0.665657242183657	-0.160795575588951	-0.109652454315021	-0.668974843519383	DCs	1
SECTM1	-0.72219492882782	1.79373302936074	-0.69441295796604	0.855177499338161	0.186929326905996	-0.657817679968243	-0.761414288842795	DCs	1
FAM111A	-1.04252281366761	1.77759706192641	-0.625986251032474	0.937333490775043	-0.143659920145156	-0.61678122550509	-0.28598034235112	DCs	1
IL21R	-0.511480968793245	-0.46847810490522	-0.405773530341807	-0.129340524727368	2.24821999879522	-0.282048216807875	-0.451098653219709	DCs	2
NAMPT	-0.450658486276143	0.223005379470071	-0.438984291343399	-0.302006086259242	2.17398076419334	-0.675638850214242	-0.529698429570385	DCs	2
SOCS3	-0.509387196180414	-0.487406760028328	-0.497888877961415	0.503402636218773	2.09557196963735	-0.536338494217339	-0.567953277468631	DCs	2
SLAMF1	-0.472461677350848	0.00772446419542037	-0.543828010028986	-0.652691881442679	2.16776576922558	-0.590508506188602	0.0839998415901102	DCs	2
FPR1	-0.396445147848718	-0.267305587639846	-0.419962793886488	-0.364710756929105	2.26468652856287	-0.413090272882219	-0.403171969376494	DCs	2
SLC16A10	-0.237488577868279	-0.562757719294489	-0.357209955021528	-0.316900315376644	2.2565064663719	-0.415339100133266	-0.366810798677691	DCs	2
TLR8	-0.437832741980059	-0.0944788650011412	-0.376255695478177	-0.00779848241062108	2.19804324993256	-0.590816844262526	-0.690860620800038	DCs	2
SLC1A3	-0.372143339368246	-0.220527926627788	-0.307203472289085	-0.570369294327841	2.25484240512431	-0.369168165719373	-0.415430206791972	DCs	2
CCR2	-0.385248555477927	-0.959727534675499	0.104436979443339	-0.463776342701888	2.14418233077441	-0.148338297584942	-0.291528579777497	DCs	2
FAM20A	-0.515457454071651	-0.455410055760982	-0.520429157060553	0.306043932422866	2.16376839628761	-0.518886997942278	-0.459628663875013	DCs	2
