gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
TNIP3	-0.389126935710137	-0.18706807272568	-0.456086374772291	-0.465542251972959	2.25728562014737	-0.430286754854793	-0.329175230111513	DCs	2
BATF	-0.690324736071779	-0.57592405201052	-0.567157565373489	-0.0258155762261885	2.15864022649957	-0.436829168130717	0.137410871313119	DCs	2
TUBB3	-0.362967549699841	-0.307503084836156	-0.182158772489489	-0.560214690659731	2.23783486731256	-0.610566475978305	-0.21442429364904	DCs	2
PTPN2	-0.561491575757383	-0.270851905739605	-0.307224770878299	-0.157073772271498	2.24499486814824	-0.437991412193327	-0.510361431308122	DCs	2
LOC731424	-0.9028171609765	0.981943247034318	-0.373104153521907	0.224789951288053	1.65570531939674	-0.668573239321174	-0.91794396389953	DCs	3
GIMAP4	-0.52965618062938	1.35085428115433	-0.482765432924115	1.56489474308561	-0.587348777409434	-0.627818525303373	-0.688160107973634	DCs	4
APOL3	-0.555436855422391	0.913127248423335	-0.501820830691363	1.89317982125219	-0.560152094789735	-0.569691875705399	-0.619205413066634	DCs	4
HCAR2	-0.473503916349637	0.557402819433328	-0.477937088342864	2.06186747002026	-0.75002278222675	-0.487680428349394	-0.430126074184939	DCs	4
FAM26F	-0.595939041530576	1.48207277492481	-0.619201776751036	1.44480903581457	-0.548834925718225	-0.577098576726673	-0.585807490012861	DCs	4
GBP2	-0.80822462299898	1.21386172154251	-0.574213815056771	1.65132726493663	-0.283044579048714	-0.5077986577348	-0.691907311639879	DCs	4
IRF1	-0.489043327760364	0.551399683228972	-0.524233769907868	2.07514988505582	-0.583955690285057	-0.464777749648789	-0.564539030682713	DCs	4
ASPHD2	-0.463642175753404	1.45118947354215	-0.655836221715246	1.45243962548624	-0.422847728444721	-0.550248389220781	-0.811054583894236	DCs	4
GBP5	-0.551229649780384	0.809643774476508	-0.545292253029721	1.95371518360716	-0.550912134133468	-0.565955502443766	-0.549969418696329	DCs	4
