gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
OASL	-0.408675792619276	2.26097786886811	-0.386347115816523	-0.33582469644929	-0.228187423541155	-0.443868308363566	-0.458074532078297	PMNs	1
DRAP1	-0.465215869380502	2.2465904274219	-0.410902657647099	-0.53438434629293	-0.102085591400493	-0.333856494082435	-0.400145468618437	PMNs	1
CPEB2	-0.53230321890262	2.25059942076337	-0.281201035155285	-0.385891186424665	-0.48381526156869	-0.164473316571645	-0.402915402140461	PMNs	1
PRKAG2	-0.369025958093096	2.24052519638602	-0.0405532772540143	-0.436088275858591	-0.419610764631029	-0.502160691111817	-0.473086229437473	PMNs	1
AZI2	-0.306096489109979	2.25600296631843	-0.278446372850876	-0.461422885887961	-0.55547553302981	-0.369313718688425	-0.285247966751375	PMNs	1
APOBEC3A	-0.420207475220826	2.26716248616004	-0.379704481726298	-0.36249953032054	-0.389317417561058	-0.370520694891572	-0.344912886439742	PMNs	1
BCL2L13	-0.412898597245415	2.23206607195269	-0.12842697757502	-0.201960068252653	-0.524741074324912	-0.640252587008547	-0.323786767546145	PMNs	1
IFIT2	-0.412323490836878	2.26161490937844	-0.432598688778805	-0.216672771755269	-0.417814204115	-0.40702448422152	-0.375181269670972	PMNs	1
SP140	-0.412108873800716	2.25604881551124	-0.477000788829198	-0.201820962010957	-0.274701174282178	-0.43366298865612	-0.456754027932069	PMNs	1
OAS3	-0.400177131459683	2.26298589375818	-0.402701398633963	-0.233188679766559	-0.425345934658206	-0.404602850941595	-0.39696989829817	PMNs	1
SAMD9	-0.410686966378808	2.25903164628284	-0.454422008706334	-0.230091920504186	-0.283370489267456	-0.420651919631626	-0.459808341794433	PMNs	1
CNP	-0.360124617934308	2.26722203083374	-0.417057979776883	-0.352625939148823	-0.37384827244052	-0.396843427964643	-0.366721793568564	PMNs	1
DDX60	-0.497357962681367	2.25239930958224	-0.430810192517455	-0.297542071465132	-0.15319221061918	-0.447644640297209	-0.425852232001895	PMNs	1
TOR1B	-0.341711237499637	2.26276663229937	-0.436435063995495	-0.272640687706984	-0.33470300065837	-0.411446080535462	-0.465830561903418	PMNs	1
ZCCHC2	-0.34468024789979	2.23647837729793	-0.179125526401958	-0.190349794583718	-0.616264980074679	-0.554980069795399	-0.35107775854239	PMNs	1
BAG1	-0.266988019646476	2.25762369569863	-0.413423537038066	-0.256002314590456	-0.534953808528098	-0.385330527331395	-0.400925488564135	PMNs	1
TNK2	-0.354011960980532	2.26521681248587	-0.379140071769499	-0.439907606477012	-0.378293557107296	-0.421335927023947	-0.292527689127588	PMNs	1
NT5C3A	-0.401397429098339	2.26705862749117	-0.398932639050597	-0.355697112958619	-0.407102872659971	-0.342822914322354	-0.361105659401292	PMNs	1
USP25	-0.367386908136006	2.26532108644839	-0.461274514773177	-0.350917765208054	-0.398927437689425	-0.378261404317451	-0.308553056324276	PMNs	1
HERC5	-0.390567651355031	2.26711857802448	-0.399027375341865	-0.328082167375195	-0.368622174156929	-0.395302538398712	-0.385516671396744	PMNs	1
HERC6	-0.405951513030333	2.26730169836923	-0.379310077227517	-0.345561988284615	-0.360904184460363	-0.376654577194801	-0.398919358171599	PMNs	1
OAS1	-0.414915181841783	2.26305721571642	-0.389813668491692	-0.23418424014598	-0.414362515453729	-0.399838389102344	-0.409943220680896	PMNs	1
SCARB2	-0.451312300206859	2.26244928415805	-0.32196921735998	-0.257008051403583	-0.393200732740875	-0.393114499861056	-0.445844482585693	PMNs	1
TNFSF13B	-0.421299289525881	2.26299068254588	-0.413264965293446	-0.234107685453235	-0.409248709679336	-0.400712883240398	-0.384357149353584	PMNs	1
HNRNPLL	-0.408029592770262	2.2569821235045	-0.168072371432015	-0.385757786006338	-0.426070186776994	-0.39375540161244	-0.475296784906449	PMNs	1
