B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE	sample
0.0167509062302746	0	0	0.114138076009887	0.102900608008102	0.107311899905812	0	0	0	0	0.0985850990725227	0	0.0999652620279536	0	0	0	0	0	0.0638840354430283	0	0	0.39646411330242	0	0.664836834523037	0.749429387882657	X579
0.0557680683880225	0	0.00315296567753554	0.0421411348151862	0.0512435177840756	0.133664819403301	0.00969550285575399	0	0.00446752543478259	0	0.140051564833614	0	0.24316811696876	0	0	0	0	0.00355779939049962	0.00329786537010117	0	0	0.309791119078368	0	0.709600916299342	0.70842870733628	X567
0	0.0260286262376209	0.0190268437438841	0.156520710843651	0.0878721936662473	0.0168512994494818	0	0	0.0547396423991505	0	0.124647536178871	0	0.232787280990673	0	0	0	0	0	0.0146823970147897	0	0	0.266843469475631	0	0.669859765994121	0.745380265244131	X544
0.064860146322071	0.00348651875260366	0	0.108086556217386	0.133181882788655	0	0	0	0.0646489803925515	0	0.0657706016092574	0.0187904704411157	0.145417392942332	0	0	0	0	0	0.00718395601444057	0	0	0.388573494519587	0	0.710322032386785	0.706654923875316	X582
0.0459792678771738	0.00786208848802546	0.00266539607814039	0.215787259261365	0.0138523877306159	0.162920214004249	0	0	0.0896820776675143	0	0.106258151141094	0.0265635434222905	0.204716844247802	0	0	0	0	0	0.00734834068894854	0	0	0.116364429392781	0	0.595728761118935	0.803878389042956	X527
0.0270966523703714	0.0183603367662458	0	0.113971908248653	0.169702031847128	5.23445751133906e-05	0	0	0.0538841570056746	0	0.0557948603122137	0.0178244277930488	0.195330470843746	0	0	0	0	0.00141030799300973	0.0198009710944594	0	0	0.326771531150336	0	0.685954717344613	0.729731086008329	X521
0.00412767546369789	0.0229110801986985	0.0392909576283395	0.0330098984853475	0.0282361816363164	0.0860696016152566	0.000518396897423128	0	0.0278700767227676	0	0.0815554451776228	0	0.199672825652739	0	0	0	0	0.0168703701962824	0	0	0	0.459867490325509	0	0.670472875152643	0.75147034872155	X655
0.019371667993278	0.0353345643823474	0	0.214862779358226	0.0959001121836189	0.005452592055612	0	0	0.0454218031715199	0	0.262905434757248	0	0.0962976362056523	0	0	0	0	0.00336130393371366	0.00935244082339555	0	0	0.211739665135388	0	0.597306075593245	0.803117250843566	X663
0.0144649558120422	0.0375055583604915	0.00642984483714994	0.135708821286034	0.0546077990113022	0.0545096956445632	0	0	0.0405594378387608	0	0.0911874944822057	0	0.0761254042281441	0.000847544231424228	0	0.00155351485268437	0	0	0.00103274010032503	0	0	0.485467189314873	0	0.71592786320196	0.70477535795009	X660
0.0633848870294677	0.0228344107341181	0	0.11401428601976	0.191281198007556	0	0	0	0.0781129385873749	0	0.0997838345721751	0.0124739468732326	0.205987718515687	0.000449909963284868	0	0	0	0	0.0190525891604167	0	0	0.192624280536927	0	0.613623516867084	0.791575885811193	X571
