CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	P.value	Correlation	RMSE	sample
0.169408570934958	0	0.28848912620926	0	0	0.0882784373958562	0	0.0200162404538671	0	0	0	0	0.0153874431583378	0.0730194901732951	0	0	0.0187104876164628	0.196083398555002	0.0255256320554782	0.105081173447483	0	0.618459293578937	0.799951535100803	X01_0524D030uL01_0524_L8.LB7
0.111418197486419	0.0736749919222874	0.301495552930787	0	0	0.143822041079585	0	0.0209769789158481	0	0	0	0.035050875269173	0	0.0689590050710948	0	0	0.0973807154810282	0.0379357215530998	0.0397930935742656	0.0694928267164119	0	0.645406940049763	0.774280111454254	X010524PAXGENEIC_L5.LB5
0.29704131977491	0	0.270489411987661	0	0	0.0493366299141603	0	0.00993002269315775	0	0	0	0	0	0.126948407528595	0	0	0.0690461966986062	0.132469966189898	0.0183148856525	0.0264231595605121	0	0.662924938971273	0.754923367117573	X01_0673D025uL01_0673_L6.LB7
0.131576588641833	0.106759209886695	0.305424256929836	0.00693404741214057	0	0.0903647076861919	0.0564864800171054	0.00375261485215918	0	0	0	0	0	0.0612890303062613	0	0	0.0126496280206854	0.0719196167972951	0.0338710430494172	0.118972776400379	0	0.707536898814335	0.734976571624128	X010673PAXGENEIC_L6.LB11
0.187471337278213	0	0.331135067060677	0.0231617204057662	0	0.0595809688907257	0	0.00273506479708	0	0	0	0	0.00246005229900179	0.153216623290156	0	0	0.0459492372748034	0.172447403201256	0.021842525502321	0	0	0.64917308312374	0.770273767521876	X010757PAXGENEDAY0_L1.LB7
0.256273555311019	0.0193184262929389	0.296530831171262	0	0	0.0436749309504326	0.0482521442016966	0.00318391475586151	0	0	0	0	0.0222564940430388	0.0318798940815457	0.0153381891747379	0	0	0.188459216188494	0.0135728405680812	0.0612595632608924	0	0.654120821647725	0.768190122181953	X010757PAXGENEIC_L5.LB7
0.150017949621507	0.101004994588197	0.256497549187841	0.0097014367506263	0	0.172684597698352	0	0.0150384029604002	0	0	0	0.00101135456703699	0	0.109062920459722	0	0	0.0504428867785329	0.0599619180215999	0.039560471146162	0.0350155182200231	0	0.684955679998188	0.736124236625978	X01_0934D020uL01_0934_L1.LB1
0.0920340971658941	0.0557673620931156	0.484765609122926	0	0	0.112353883363377	0.00883864261669269	0	0	0.0431927275824024	0	0	0	0.0493110263455644	0	0	0.0751018698960394	0.0617553630440711	0.0137325857342957	0.00314683303562149	0	0.664263296147489	0.761670155050162	X01_0940D030uL01_0940_L6.LB10
0.145058156199858	0	0.415031637492653	0	0	0.188055537133194	0	0.0208371437873454	0	0.00384799206310031	0	0	0	0.0571760063999881	0	0	0.0351018070764376	0.0849670558244515	0.0499246640229723	0	0	0.616753698093387	0.793627668007992	X01_0993D030uL01_0993_L8.LB8
0.0622961865034469	0.081951055294999	0.433432274432993	0	0	0.0751864557262974	0	0.0110092601220483	0	0.10950722612838	0	0	0	0.100347993753868	0	0	0.0924191840169432	0.0174518414077214	0.0163985226133027	0	0	0.69750808308801	0.731238059672216	X030697PAXGENEDAY0_L2.LB11
0.190495498663612	0.0928030634273944	0.358246174695501	0.00301262431328834	0	0.0980214007782082	0	0.00765633416955251	0	0.0538421943791302	0	0	0	0.0628933239468695	0	0	0.0129533920863858	0.0359060704341168	0.0239736699844843	0.0601962531214567	0	0.712944812853826	0.716180812689566	X030711PAXGENEDAY0_L4.LB23
0.0345675832276737	0.102024665179054	0.328671577743218	0	0	0.13461137719798	0	0.0133836338743362	0	0.154427028230148	0	0.0390680843400823	0	0.066596172784617	0	0	0.0175397151335729	0.0418554380237877	0.0474064736018955	0.0198482506636338	0	0.622816668088116	0.784649318417676	X030714PAXGENEDAY0_L3.LB21
0.221397533984336	0.0409220775696455	0.234400114962349	0.0105671442291927	0	0.0591289125846431	0.0167372017347623	0.00532790721733887	0	0	0	0.0247234010905995	0	0.0752264064623487	0.00101336284596423	0	0	0.197133866386268	0.0258082230532978	0.0876138478792545	0	0.621918986163046	0.788932823402008	X04_0152D020uL04_0152_L2.LB11
