B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE	sample
0	0.0417086626461439	0	0.0630250475459701	0.0307813087376784	0	0.0420806596255989	0	0	0	0.147852803089328	0	0.332833792164951	0.0237062033362636	0	0	0	0.00341886237045535	0.00512876332963001	0	0	0.309463897153981	0	0.679127329427863	0.734264486767381	GSM1249177
0	0.0632822828886204	0.00326846734981295	0.0712203339581855	0.142100314079307	0	0.0259737856747442	0	0.0438409861758058	0.0471695631449627	0.123864803207981	0	0.250655718913063	0.025595610759671	0.00126868578140915	0	0	0.014941935897737	0.0123710603046866	0	0	0.174446451864014	0	0.672180982334869	0.754186090645533	GSM1249178
0	0.0199719963547636	0	0.146270373641046	0.0458932720023872	0	0.0327806565053997	0	0	0	0.276786630925991	0	0.208427130699036	0.0216105975464328	0	0	0	0.0281877411202874	0.0127396605439231	0	0	0.207331940660733	0	0.62821366301701	0.778597365016912	GSM1249179
0	0.000304505668321492	0	0.0435011601837906	0.125174576149628	0	0.0449656239966313	0	0.00338011201092517	0	0.107819641988706	0	0.324261062330925	0.0104271814755993	0	0	0	0.00777261137335106	0.00661302930307441	0	0	0.325780495519047	0	0.630792964188533	0.776198065488571	GSM1249180
0	0.0167170119491478	0	0.175816489431517	0	0.0667207853022933	0.0257173064764004	0	0	0	0.0682154998906314	0	0.324018227678005	0	0	0.00991860880298937	0	0.00311755213753497	0.0311565403251636	0	0	0.278601978006317	0	0.564219577330951	0.827018362051264	GSM1249181
0	0	0	0.0922663070725952	0.0107537733033188	0	0.0568148125049751	0	0	0.0383978477255207	0.0907052271729259	0	0.17620532737443	0.0141520396318969	0.00319910961842306	0	0	0.00170341222878895	0.0206827983774229	0	0	0.495119344989703	0	0.650523069212023	0.769665005174569	GSM1249182
0	0.0249214866397164	0.00421764443405939	0.200303204275056	0.0741487351832277	0	0.0597557160787647	0	0.00155862418178571	0	0.196128358102174	0	0.162175284504953	0.0189325880740874	0	0.00132771765325663	0	0	0.00491263759959697	0	0	0.251618003273323	0	0.584060543988166	0.811528310852229	GSM1249183
0	0.0157334214534616	0	0	0.104655665245139	0	0.00978962326275571	0	0.000739576477489662	0.0617545017612339	0.0735895100157489	0	0.293264982970465	0.0354782829130721	0	0	0	0.00949758612496537	0.00868847109188118	0	0	0.386808378683788	0	0.654587394672617	0.758299761123944	GSM1249184
0	0.0212723173302022	0	0.299707038755034	0.115955766234873	0	0.0753868266663641	0	0.0018940411845769	0.020695599464282	0.115120135491357	0	0.159005130924689	0	0	0.000561476815889411	0	0.0159441139331496	0.0172243291241926	0	0	0.15723322407539	0	0.615528330817155	0.790252351119137	GSM1249185
0	0.0613204313930018	0	0.0259942414313928	0.0757368938885103	0	0.0176628426209021	0	0.00914987537218963	0.00359330784857022	0.0886758813042792	0	0.358782754145928	0.0410735555687078	0	0.00369852522104536	0	0.0100176651996952	0.0090833556371893	0	0	0.295210670368589	0	0.63348297902179	0.773392020484055	GSM1249186
