Macs_IFN_B1a_Macs_IFN_y	Macs_IL_10	Macs_IL_4_Macs_IL_13	DCs_IFN_B1a	DCs_IFN_B1a_DCs_IFN_y	DCs_IL_10	Monos_IFN_B1a_Monos_IFN_y	Monos_IL_10	Monos_IL_4_Monos_IL_13	PMNs_IFN_B1a	PMNs_IFN_B1a_PMNs_IFN_y	PMNs_IL_4_PMNs_IL_13	P.value	Correlation	RMSE	sample
0	0.0125564664636985	0	0	0.375155138135562	0	0	0	0	0	0.612288395400739	0	0	0.726819136800802	0.690436161434542	Berry_London_Sample1
0	0.147834632156626	0.0560138851495321	0	0.155432830266406	0	0	0	0	0.0272491325077616	0.559580673963244	0.0538888459564301	0	0.653221034139956	0.769678012335822	Berry_London_Sample2
0.0017209435306234	0.0246956012163558	0	0	0.328390555171204	0.0465890279024207	0	0	0	0.170977968711337	0.427625903468059	0	0	0.764837795195974	0.642774614659603	Berry_London_Sample3
0.00984259715079067	0.0691091758969738	0.0296915834319593	0	0	0.186694769771232	0	0	0.140730392915525	0.117609920984005	0.415526698165352	0.030794861684162	0	0.73139203127708	0.685359177586068	Berry_London_Sample4
0	0.112513005618579	0.0627357172257543	0	0.112323123935197	0.0260563319083929	0	0	0.00929862970697129	0.300402291159686	0.205521234246053	0.171149666199366	0	0.593925030604235	0.802678201010742	Berry_London_Sample5
0.0121811581408084	0.0551097198666086	0.0317515824222982	0	0.0716903174327624	0.149948465492432	0	0	0.120911669764722	0.234600526985165	0.29811937949505	0.025687180400152	0	0.736241074297356	0.683380583743996	Berry_London_Sample6
0	0.0762657734255194	0.0520672866381678	0	0.0570479170261921	0.0536500498749624	0	0	0	0.106695309398153	0.654273663637005	0	0	0.76789408733567	0.646476405099551	Berry_London_Sample7
0	0.0219384968510388	0	0	0.520083759562856	0	0	0.0011860546085707	0	0.0860546537922435	0.370737035185291	0	0	0.666752477794229	0.743680981239938	Berry_London_Sample8
0	0.023581565045038	0.0237126617824414	0	0.171987499404328	0	0	0	0	0.490659967089387	0.290058306678806	0	0	0.704099750541839	0.711757940753362	Berry_London_Sample9
0	0.0231581936385033	0.0435160788882088	0	0.123524376324978	0.031064667459524	0	0	0	0.269918505280118	0.508818178408668	0	0	0.794710551491462	0.606460622581175	Berry_London_Sample10
0	0.116382789804645	0.0352231116731735	0	0.0143158816760264	0.0654632176532618	0	0	0	0.151867366743291	0.48679462073866	0.129953011710943	0	0.714596783117315	0.698963113865582	Berry_London_Sample11
0	0.0350721538086492	0.0137762037386355	0	0.32675566263257	0.0227520111515653	0	0	0	0.07043427838691	0.53120969028167	0	0	0.730041856783969	0.683565612551094	Berry_London_Sample12
0	0.0926497366317203	0.0749950052083126	0	0.0289274430540332	0.0535924285264472	0	0	0	0.315173248016206	0.297913424447762	0.136748714115519	0	0.653583201849329	0.7548064417858	Berry_London_Sample13
0	0.0232020549167845	0	0	0.520994004651541	0	0	0	0	0.030572035769479	0.415007093109968	0.0102248115522275	0	0.573790234554964	0.827319326004824	Berry_London_Sample14
0	0.00255131053380089	5.9397382056166e-05	0	0.585489999908142	0	0	0.00386129436450861	0	0.00280720246585312	0.405230795345639	0	0	0.644596796249639	0.763703793826631	Berry_London_Sample15
0	0.116092496086052	0.084833750711155	0	0.278201866171914	0	0.00531359955701223	0	0	0	0.452902740330319	0.062655547143547	0	0.527902410222537	0.869572895092262	Berry_London_Sample16
0	0.0249594478746888	0.0270372911079555	0	0.305228478415593	0	0	0	0	0.0434526548707734	0.599322127730989	0	0	0.730640676957161	0.686142917968111	Berry_London_Sample17
0	0.00601058176833353	0.134604112014895	0	0.356948838465846	0.00974100574546975	0	0	0.0145212619502635	0.258353763403095	0.207851214900892	0.0119692217512055	0	0.433140542897477	0.918595311809681	Berry_London_Sample18
0	0.0971087687567307	0.020963290774252	0	0.241571661610665	0.0142407312219684	0.01509089933527	0	0	0.231299249286647	0.136905413663632	0.242819985350835	0	0.567458055974395	0.820360481034	Berry_London_Sample19
0	0.0105678152983985	0.110241888863969	0	0.267239537211823	0.0174677413050805	0.0487936954029008	0.0131746587377495	0	0	0.532514663180079	0	0	0.727092891959102	0.684748088134638	Berry_London_Sample20
0.0195499117392541	0.0151183922910746	0	0	0.177691712678756	0.0623424618046395	0	0	0	0	0.725297521486276	0	0	0.816995640743885	0.579472145695972	Berry_London_Sample21
0	0.0562396465088985	0.0443598667136593	0	0.21662672066103	0.0769981070382391	0	0	0.10068664496798	0.111256280052252	0.378384569524928	0.0154481645330123	0	0.62813084535676	0.775623022665943	Berry_London_Sample22
0	0.0364162782716188	0.0610372217266542	0	0.118722444653558	0.00722558060926739	0	0	0	0.366284133190375	0.410314341548526	0	0	0.796023750847336	0.60382392541239	Berry_London_Sample23
0	0.127098087721122	0.0486349129773612	0	0.0459915903428096	0.0061824338130592	0	0	0.0251167814791609	0.192318924975055	0.335592578334562	0.219064690356869	0	0.595587898979891	0.803325191348256	Berry_London_Sample24
0	0.136445361795375	0.0731998367713653	0	0	0.0126265917634154	0	0	0.06186488229671	0.353239926258061	0.239478512075637	0.123144889039436	0	0.569399074587538	0.82476783476297	Berry_London_Sample25
0	0.0302346870985054	0.0527479607941256	0	0.526910542477972	0	0.0198573881975812	0	0	0.210939803028726	0.0745043304290401	0.0848052879740489	0	0.326269468265502	0.974240058762135	Berry_London_Sample26
0	0.0413097186147124	0	0	0.562841450373267	0	0	0	0	0	0.39584883101202	0	0	0.594872078037974	0.808608578871021	Berry_London_Sample27
0	0.0539131417880341	0	0	0.388745087655198	0.0522325204839028	0	0	0	0	0.505109250072865	0	0	0.614155326295569	0.797804693071919	Berry_London_Sample28
0	0.11232934315813	0.0934488761438689	0	0.000647419166661684	0	0	0	0.0181209973418084	0.255226972135772	0.407982458159375	0.112243933894384	0	0.661535050987633	0.751463950992391	Berry_London_Sample29
0	0.0771589451116496	0.107335670256895	0	0.0981486792478751	0.0696633518393852	0	0	0	0.0342300138305176	0.613463339713678	0	0	0.722783520982686	0.694193707358669	Berry_London_Sample30
0	0.118131601172638	0	0	0.169925064165024	0.0248142942765334	0	0	0.0563692043997956	0.29438468679489	0.24501705262892	0.0913580965621992	0	0.612402642279021	0.789353764492597	Berry_London_Sample31
0	0.000405858184228579	0.0548578890914705	0	0.541230709309519	0	0.0197513575321796	0.00318213574852698	0	0	0.380572050134075	0	0	0.639488622035207	0.766875394056148	Berry_London_Sample32
0	0.193748521576209	0.00315280758718619	0	0	0.0689405961821528	0.00733493124365609	0	0	0.264541859358767	0.327587319347067	0.134693964704962	0	0.587783309047293	0.819021635376131	Berry_London_Sample33
0.0138522506685686	0.0142635331480072	0.0140935499790214	0	0.338093646747476	0.00103065029559352	0	0.00453285644937583	0	0.129492195726525	0.484641316985432	0	0	0.703241359132981	0.712513837983308	Berry_London_Sample34
0	0.0107986285911279	0.0275799066520127	0	0.127156622362897	0.0145085208348363	0	0	0	0.53040856768509	0.289547753874037	0	0	0.7619595824282	0.646157929196485	Berry_London_Sample35
0	0	0	0	0.454107846204472	0	0.0132416874404016	0.0244507034403883	0	0	0.508199762914738	0	0	0.571485539297829	0.835312127087496	Berry_London_Sample36
0	0.0878978969970416	0	0	0.175800531880811	0	0	0	0	0.244643888438123	0.476320493487277	0.0153371891967476	0	0.719243248686668	0.699729267608111	Berry_London_Sample37
0	0.0816778874708316	0.0626658455340652	0	0	0.0576824203327783	0	0	0.230605991135623	0.0744865671578388	0.431815460534479	0.0610658278343841	0	0.67852033574135	0.734096781025204	Berry_London_Sample38
0	0.136421976616182	0.0579798866472768	0	0	0.00216891161470927	0	0	0	0.0709926199835661	0.564690737319337	0.167745867818929	0	0.730164388152638	0.683961197436407	Berry_London_Sample39
0	0.106950012766829	0.0276939956348394	0	0.11696507045556	0.0595130598101462	0	0	0	0	0.662480618743784	0.0263972425888409	0	0.718388775825402	0.704125860422638	Berry_London_Sample40
0	0	0.0618359244019098	0	0.312246688678775	0.018192413774412	0.00864171731409599	0	0	0.187384719073478	0.411698536757329	0	0	0.697025972481753	0.715440258362424	Berry_London_Sample41
0	0.0504420960379843	0.0474534671389647	0	0.0192510212746259	0.121706762384747	0	0	0.0523681567543259	0.0597410421156078	0.554065202773043	0.0949722515207015	0	0.656395956951177	0.754748653058567	Berry_London_Sample42
0.00180927268469658	0.0273098589689125	0	0	0.325236949061711	0.0249534274223634	0	0	0.00271387033060961	0	0.617976621531707	0	0	0.751925000747037	0.660609215214128	Berry_London_Sample43
0	0.133720760147046	0.0917604549806727	0	0.0636253389004072	0	0	0	0	0.324162885625736	0.206535561952342	0.180194998393796	0	0.606999971442901	0.793430044064858	Berry_London_Sample44
0	0.0272079466153533	0.0248328520638464	0	0.31982250496403	0	0	0	0	0.0617382626759833	0.566398433680787	0	0	0.763955782389042	0.644979301331544	Berry_London_Sample45
0.0016341702695344	0.0217491698185968	0	0	0.490150661426255	0.0156933916094964	0	0	0	0.0229859367075064	0.447786670168611	0	0	0.68488713478872	0.727487064654318	Berry_London_Sample46
0	0.0331234440847683	0.0394913183510678	0	0.131253520259473	0.0437728606441168	0	0	0	0.260012131052662	0.48186387699927	0.0104828486086429	0	0.808732779011792	0.587091978568615	Berry_London_Sample47
0	0.065202056027986	0	0	0.29550102235541	0.0530582728232391	0.0150084937654452	0	0	0	0.57123015502792	0	0	0.620318437948989	0.798756858771962	Berry_London_Sample48
0	0.128525273385296	0.0134070322717984	0	0.247385650916788	0.0369838481145753	0.0322143942328008	0	0	0.101863071418356	0.356281161363104	0.0833395682972819	0	0.511898741824014	0.876068509331209	Berry_London_Sample49
0.0190336595321484	0.0455071767480012	0.0265555967654803	0	0.0490496286511016	0.129636833659782	0	0	0.162214429767039	0.245934871430416	0.254036802193724	0.0680310012523077	0	0.680570921377522	0.736181415858205	Berry_London_Sample50
0	0	0.0498243728911367	0	0.32840609615835	0	0	0	0	0.437707877809923	0.18406165314059	0	0	0.704202756869652	0.707475257049127	Berry_London_Sample51
0	0.0348967315190979	0.0209475871964049	0	0.323775269137335	0.0404812392649052	0	0	0	0.176870778678524	0.403028394203733	0	0	0.709649717640136	0.702805622380053	Berry_London_Sample52
0	0.0473795198617216	0.0516585609137277	0	0.472806986169073	0	0.058408947668992	0.0176071509987366	0	0.0325936470294932	0.319545187358256	0	0	0.552142919278961	0.838544703192172	Berry_London_Sample53
0	0.00773763590119922	0.0120369981359037	0	0.666991888878695	0.0121871256782326	0.0210907093830657	0	0	0.117876525507976	0.162079116514928	0	0	0.428122121316263	0.919832425956477	Berry_London_Sample54
0	0.0452635715828599	0.0586285047503639	0	0.455518556503226	0	0.0408401626649314	0.0123033526619762	0	0.046596060899597	0.340849790937046	0	0	0.416273529454765	0.942099301165707	Berry_SouthAfrica_Sample1
0	0.0718033677869799	0	0	0.551375255538551	0	0	0	0	0.307710844846874	0.0691105318275956	0	0	0.409985718970575	0.937307163906268	Berry_SouthAfrica_Sample2
0	0.0543989720691378	0.0467500142498017	0	0.448461789811321	0	0	0	0	0.0333010111970119	0.417088212672728	0	0	0.61850961939151	0.789427762619033	Berry_SouthAfrica_Sample3
0	0.0113971184530805	0.00426110716561834	0	0.505869320002796	0	0	0	0.0140183284737429	0.215638851319351	0.248815274585411	0	0	0.697581978806284	0.71459042828408	Berry_SouthAfrica_Sample4
0	0.096583763413383	0	0	0.18953010338706	0	0	0	0	0.285035268503958	0.340210200490797	0.0886406642048021	0	0.685450195133519	0.727348743352658	Berry_SouthAfrica_Sample6
0	0.0726759324025976	0.0848928218826135	0	0.420088822262799	0	0.0507231480766269	0	0	0.136944313136547	0.234674962238817	0	0	0.493866786842602	0.88261056247503	Berry_SouthAfrica_Sample7
