CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	P.value	Correlation	RMSE	sample
0.265093156512965	0.128587809099654	0.217676315638254	0.0436326876571	0	0.0506471406249143	0	0.0184396370344095	0	0	0	0	0.0179896091434559	0.0308126676236211	0	0	0	0.13892535043999	0.00716969842094497	0.0810259278046919	0	0.575348285475703	0.818588601337061	GSM914353
0.0555461413346951	0.219583074505435	0.214561276823917	0.187594459159733	0	0.142386344288684	0	0.0109078811170819	0	0	0	0	0	0.0387610522042094	0	0	0.014194781570795	0.104381953259953	0.00529124655593158	0.00679178917956411	0	0.499591420350401	0.870130501917454	GSM914354
0.123267508788725	0.232232876244043	0.218636011642155	0.170961403564967	0	0.0741405670920173	0	0.0146972130255302	0	0	0	0	0.00905193546120032	0.0449331679173152	0	0	0.0186023160995655	0.077410815148966	0.0160661850155146	0	0	0.633561326814604	0.773021797677561	GSM914355
0.148841447228441	0.237220210833393	0.148763392248005	0.205376783964132	0	0.092945292383651	0.00205694173245504	0.0164344313620988	0	0	0	0	0.006039153906948	0.0239193792755296	0	0	0.00389569706081313	0.108814843358758	0.00274701130916332	0.00294541533661028	0	0.597497566123034	0.803783321362484	GSM914356
0.134938555415972	0.236874094835093	0.194895002668886	0.208197841573519	0	0.0716825477627788	0	0.0164812386798669	0	0	0	0	0.0106508739846217	0.0253915717505798	0	0	0.0220990037596708	0.0767596332932905	0.00202963627572199	0	0	0.661799783846089	0.748815719302	GSM914357
0.227429517344511	0.120230488130609	0.265658661517545	0.154558811471077	0	0.0620988571265386	0	0.0147306999875287	0	0	0	0	0.0163587844732027	0.00634662514630056	0.00111659275799496	0	0.0187921298415809	0.105157295885491	0.00752153631762064	0	0	0.55650581852513	0.830249663977206	GSM914358
0.118555409687423	0.21815518381134	0.175007006792674	0.20700032939299	0	0.127243700030164	0	0.00930190573457173	0.0152433747556725	0	0	0	0	0.0294834545159506	0.00108167231291915	0	0.00603128664837428	0.0903813713834427	0.00112746345671812	0.00138784147775982	0	0.551581478148628	0.83592477404738	GSM914359
0.20920603642574	0.0530097376071089	0.173789933932543	0.11370256689926	0	0.102703073720129	0	0.0211718248357254	0	0	0	0	0.029427657463021	0.0474225800351743	0	0	0	0.132113638298907	0.017434834867645	0.100018115914746	0	0.501052883087347	0.864113611822093	GSM914360
0.178530784568472	0.235528689624023	0.107937594932635	0.110518543973054	0	0.0845528928502255	0	0.00857181227557772	0	0	0	0	0.0651258047430287	0.0245441745380832	0	0	0.0152484691901008	0.151622038748901	0.00339719492144265	0.014421999634456	0	0.650990168085704	0.763805195251148	GSM914361
0.255914450567513	0.153811489347559	0.182281786953373	0.196611140131495	0	0.0947030408335259	0	0.0144088397661364	0	0	0	0	0.0247408781477794	0.0104040281584012	0	0	0.0237515408987411	0.0403041648158816	0.00306864037959428	0	0	0.677550242609979	0.735152367220314	GSM914362
0.208986833450737	0.175543409904282	0.157537290333753	0.169199794349077	0	0.0295877439657242	0.00226512098423252	0.00896137382492341	0	0	0	0	0.0385148042679218	0.0345232573445404	0	0	0.01536206286854	0.143005136800252	0	0.0165131719060158	0	0.549137783270008	0.841718968816632	GSM914363
0.265894383728129	0.128042031651526	0.267863751202016	0.102584310382085	0	0.0589812687121203	0	0.0122697654512183	0	0	0.00436379233284749	0	0.00626797575484393	0.0231579160101962	0	0	0.0187345400064463	0.0884887086284241	0.0233515561401473	0	0	0.540905403154617	0.844441369663686	GSM914364
0.128163822227055	0.136250203155639	0.0230322566988327	0.208004265137017	0	0.230787490713472	0	0.00696957899088319	0	0	0	0	0.0429765214633178	0.0209397793697568	0	0	0.0012929622898424	0.143144177059145	0.0246273369909684	0.0338116059040721	0	0.437278238683531	0.907608432333269	GSM914365
0.169507495519572	0.176190342681555	0.246603864399682	0.144582666633063	0	0.0850056683410204	0	0.0150591437884768	0	0	0	0	0.00920721058896221	0.0402198929407715	0	0	0.0106976892313324	0.0842101079882568	0.0180864070483587	0.000629510838950475	0	0.552200442207348	0.835410417116554	GSM914366
0.150524089068418	0.272783213297115	0.182496259667779	0.166846106858156	0	0.0487358439614738	0	0.00558614998777656	0	0	0.00472897529705288	0	0.00802061504455472	0.0135754875388547	0	0	0.0234621735556804	0.10937809036934	0.013862995353799	0	0	0.585911825570052	0.818518506246727	GSM914367
0.110690230198244	0.189501277218018	0.199110621946288	0.178266184128058	0	0.0404286425751811	0	0.0153622267018368	0	0	0	0	0.0581090473608569	0.033684094940126	0	0	0.0134510053939712	0.154065287396713	0.0059344480480824	0.00139693409262372	0	0.658369275416744	0.753006737937415	GSM914368
0.081745572607105	0.283941773142805	0.194639946928007	0.154919029995926	0	0.113488580820109	0	0.00823601844180459	0	0	0	0	0.00209667479874428	0.0204624230278687	0	0	0.000360291384312077	0.12601560125124	0.00676910529000526	0.0073249823120734	0	0.622606853624868	0.783776804609444	GSM914369
0.0765783208010731	0.238082989131905	0.270313767163318	0.189724503932347	0	0.0668324137706861	0	0.0237801863528931	0	0	0	0.00507715897922861	0.00187031518630616	0.0198543397579447	0	0	0.0464200169613586	0.0614659879629402	0	0	0	0.533736005795095	0.848523104578959	GSM914370
