Macs_IFN_B1a_Macs_IFN_y	Macs_IL_10	Macs_IL_4_Macs_IL_13	DCs_IFN_B1a	DCs_IFN_B1a_DCs_IFN_y	DCs_IL_10	Monos_IFN_B1a_Monos_IFN_y	Monos_IL_10	Monos_IL_4_Monos_IL_13	PMNs_IFN_B1a	PMNs_IFN_B1a_PMNs_IFN_y	PMNs_IL_4_PMNs_IL_13	P.value	Correlation	RMSE	sample
0.183488539312006	0	0	0	0	0.0727924638692913	0.118965507869188	0.377268617510506	0	0.056316041925407	0	0.191168829513603	0	0.455914663559134	0.904490460035267	GSM1356732
0.0225107843897683	0.0600522351238697	0.012365935992538	0	0	0	0	0.354528569659973	0.0915887683238996	0.190273016714278	0	0.268680689795673	0	0.496445611847147	0.865438982623236	GSM1356733
0.0220617267836153	0.0984346667344155	0	0.262838760559059	0	0	0	0.0926018118406723	0.17138481135614	0	0.0457287118161988	0.306949510909899	0.09	0.145521628781319	1.04521211351976	GSM1356734
0.53909230119491	0.0498478205725895	0	0.0104436470270417	0	0	0	0	0.170876694828323	0	0	0.229739536377136	0	0.857293471085921	0.572122259529989	GSM1356735
0	0	0	0.46550793593489	0	0.201082048921387	0.276273807269705	0	0	0	0.0571362078740184	0	0.94	-0.0897014543843315	1.17087994479238	GSM1356736
0	0.112012409503596	0	0.0985785556501064	0.242289281513772	0	0.210402536335071	0	0	0	0.203299521729305	0.13341769526815	0.78	-0.0489631324923029	1.19857762544902	GSM1356737
0.118304612962486	0	0.118471283016391	0.46648619326596	0	0	0.0944581787069024	0	0	0.202279732048261	0	0	0.01	0.323874999589475	1.00761574222572	GSM1356738
0.543317566490791	0	0.0573823725810328	0.117702549326579	0	0	0	0.0089491008193041	0.121010956990624	0.0894373834965977	0	0.0622000702950713	0	0.880858588266537	0.53809973113085	GSM1356739
0.129319437969586	0	0	0	0.104641113027087	0.394566246313663	0	0.295613701193938	0	0	0.0758595014957262	0	0.99	-0.110270472547109	1.23309337175471	GSM1356740
0.276518321540732	0	0	0	0.0822788253713647	0.0912494944161368	0	0.141871220341334	0.270110145514888	0.0707777231275201	0	0.0671942696880247	0.04	0.214729473391237	1.08160832377593	GSM1356741
0.573854476620474	0	0.0202530154964821	0.0275645223010699	0	0	0	0.0702414662087361	0.0614406317222446	0.0217545802777897	0	0.224891307373203	0	0.915164269825436	0.459419708736579	GSM1356742
0	0.185438188057534	0	0.076352882661866	0.275106263459543	0	0	0.0174691420185641	0.27432420146417	0.153956217397684	0	0.0173531049406397	0.88	-0.0707690448166011	1.19547159279281	GSM1356743
0.115342346352558	0	0.28982222323136	0	0	0.154901407436809	0	0.439934022979273	0	0	0	0	0.12	0.128944196196478	1.15009056003502	GSM1356744
0.302458003815635	0.00355952269449604	0	0	0.0587499165759566	0.184182713960513	0	0.0611802654409536	0	0	0	0.389869577512446	0.03	0.273871184639448	1.06312171299909	GSM1356745
0.0287640573864557	0	0.380751802056262	0.0431353920158068	0	0	0	0.27830638505293	0.175657814223256	0	0.0933845492652903	0	0.66	-0.0338716721486576	1.15915546999543	GSM1356746
0	0.0369406114077219	0	0	0.573442390037333	0	0.14886156478731	0.0996220392136245	0	0	0	0.14113339455401	0.71	-0.0417575969459746	1.15142387388372	GSM1356747
0.0418223470116067	0	0.368123660855346	0.0817948364925981	0	0	0	0.265691365252447	0.131267134722327	0	0.111300655665676	0	0.1	0.136416594290774	1.08352785720428	GSM1356748
0.00853892153041162	0	0	0.268493058209712	0.0154894106318977	0	0	0.292070782797997	0.415407826829981	0	0	0	0.4	0.018486197409884	1.07624200382915	GSM1356749
0	0	0.18613635773083	0.509880694118257	0	0	0.121277968258738	0	0	0	0.182704979892175	0	0.82	-0.051263583566311	1.18257852986813	GSM1356750
0.0948218283006058	0	0.321998900580626	0.132537716437045	0	0	0	0.053693824477204	0.396947730204519	0	0	0	0.03	0.285154575314544	0.998378684800506	GSM1356751
