CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	P.value	Correlation	RMSE	sample
0.283691504946413	0.095629189414604	0.0532039626880859	0.0739723608219	0	0.00971215228626211	0	0	0.0421900936814837	0	0	0	0	0.0253166580920236	0.0137627596028419	0	0.00466191631530559	0.39785940215108	0	0	0	0.670051051040229	0.742544246544921	TB_8
0.174812838194732	0.121115121691217	0.110619603561678	0.136190091982903	0.0283335390375182	0.0849693019952147	0	0.00586035712760865	0.0581041597437669	0	0	0	0	0.0203910261882118	0.0370257899562953	0	0.0173918005528168	0.205186369968038	0	0	0	0.627422775424842	0.780409180347094	TB_13
0.267505166997324	0.0681449808363278	0.0248082262153536	0.113444963564778	0	0.0765364865481285	0.00783860293177305	0	0.0243795699898253	0	0	0	0	0.0266369507567024	0	0	0.0222058581700073	0.36849919398978	0	0	0	0.506139626237829	0.867602486675104	TB_4
0.269773013688492	0.0468988348278429	0.0628856390081687	0.136501902947069	0	0.0154550629012378	0	0	0.0521424335733772	0	0	0	0	0.0145854035648841	0.0176614757689574	0	0.0298132873649769	0.354282946354994	0	0	0	0.568924111447647	0.821309166574882	TB_10
0.21405469444204	0.0710737388197549	0.183532329551303	0.101975076301258	0	0.0860897850037511	0	0.00564475595395321	0.0506994143293053	0	0	0	0	0.0189387011643483	0.0159737553961506	0	0.0440570613841358	0.207960687654	0	0	0	0.557627520551651	0.82904976212692	TB_15
0.263680284182923	0.0628999571699843	0.0156870082534517	0.154802289108923	0	0.0863085780479314	0	0.00240793498283866	0.0417659116811589	0	0	0	0	0.0202177982940529	0.0187114680924045	0	0.0279679114472714	0.30555085873906	0	0	0	0.592045010614193	0.804947632229243	TB_12
0.146562925645402	0.0445123034441946	0.0870631558033769	0.15928592550921	0	0.0435523405186939	0.00557509388963335	0	0.00538052574398295	0	0	0	0	0.0153105235197824	0.0682876253444173	0	0.0529206032896542	0.371548977291652	0	0	0	0.576021718712657	0.820688838122566	TB_3
0.115327049037697	0.119220887099386	0.095984614619153	0.214504212480196	0	0.0908764548824084	0.0135053185052894	0	0.0123132154723503	0	0	0	0	0.0256014276014285	0.0241999177218721	0	0.0310474728348845	0.257419429745334	0	0	0	0.55880960194507	0.829041959980792	TB_5
0.261688693644926	0.138160997159328	0.0830854638329701	0.152548581948884	0	0.0528968656853893	0.0015040999832022	0	0.0396858126758259	0	0	0	0.00168157068759772	0.0222882646738449	0.0201271376432896	0	0.00395175351017892	0.222380758554562	0	0	0	0.676078547010437	0.737013067443284	TB_2
0.225369518672673	0.089550137947792	0.0474238540107697	0.179781292023382	0	0.0675831753549052	0	0	0.060851530468893	0	0	0	0	0.0352759684527406	0	0	0.09126370879021	0.202900814278634	0	0	0	0.595904046474583	0.802753642437866	TB_7
