B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE	sample
0.0705784882437038	0.0318641530389768	0	0.143917578264076	0	0.209917368464768	0	0	0.041397469054357	0	0.133337627318934	0	0.213411493582947	0.0679439159615028	0.00499885893335875	0	0	0	0	0.0826330471373762	0	0	0	0.480570924381464	0.875893252489443	X01_0524D030uL01_0524_L8.LB7
0.120131217828798	0	0	0.186854143265502	0	0.179749262472474	0	0	0.104755741750519	0	0.119452161337954	0	0.223686622521578	0.0178125781309564	0.00515512532634583	0.00506585124890362	0	0	0	0.0373372961169706	0	0	0	0.527460826632189	0.848827575289934	X010524PAXGENEIC_L5.LB5
0.0379655434254171	0.000755093099265776	0	0.0735283398329418	0.0370537690074711	0.0823446562592902	3.3495381484369e-05	0	0.0685958714002091	0	0.159453410866624	0	0.432879841327328	0.0299645200689863	0.00212062942461985	2.61722352881843e-05	0	0	0	0.0673569233908379	0.00792173428023654	0	0	0.561769045932338	0.827748868273974	X01_0673D025uL01_0673_L6.LB7
0.0494676989717017	0.0119565242783605	0	0.104283788742145	0	0.158708653026777	0	0	0.0992703705420139	0	0.135543218664335	0	0.351871230447778	0.00293370046325007	0	0	0	0	0	0.0620355295574749	0.0239292853061631	0	0	0.588932681965934	0.812482245591881	X010673PAXGENEIC_L6.LB11
0.0331557074125409	0.0166241190971177	0	0.10955599644735	0.0032885002772664	0.155546251302658	0	0	0.0655890797316822	0	0.148506418318624	0	0.32307647359945	0.058294573567944	0.00343840208761231	0.00602253866918588	0	0	0	0.0746782600728689	0.00222367941570095	0	0	0.51427934074868	0.857007901138636	X010757PAXGENEDAY0_L1.LB7
0.0104975973961128	0	0	0.0364252354979255	0.00393776269008589	0.170798106288375	0	0	0.0369178177454856	0	0.138088416163393	0	0.46993275248993	0.0474844837914937	0	0.00885454339858083	0	0	0	0.0604992806219942	0.0165640039166226	0	0	0.602990995843973	0.800887560276183	X010757PAXGENEIC_L5.LB7
0.0495045314156967	0	0	0.245739529927225	0	0.152383203786303	0	0	0.077015691294667	0	0.1188298710054	0	0.271232962775124	0.0206162596913833	0.0105670174548588	0.0113070694028047	0	0	0	0.0428038632465364	0	0	0	0.515627750123619	0.855894817052101	X01_0934D020uL01_0934_L1.LB1
0.0968945699718944	0	0.0176303158664541	0.156263063853865	0	0.191408786980763	0	0.00303856877450621	0.0623317358045013	0	0.164105320250373	0	0.248734502542869	0.00395887700716965	0	0	0	0	0	0.0556342589476048	0	0	0	0.550565024598012	0.834795454223267	X01_0940D030uL01_0940_L6.LB10
0.0508891117095125	0.0305799247425224	0	0.191892903450993	0	0.23392854567936	0	0	0.0553323053953183	0	0.0907273620226563	0	0.2539003498411	0.0141005218673309	0.00120504818436014	0.0138295770586325	0	0	0	0.0636143500482138	0	0	0	0.517482215114054	0.854748404263712	X01_0993D030uL01_0993_L8.LB8
0.0561738175368774	0	0	0.173892408939459	0.0461116855119531	0.223818890600381	0	0	0.121549367219008	0.0079663439068891	0.0548093773477541	0	0.1963689981466	0.0142627526457504	0.0317724656995931	0	0.0144437506894166	0	0	0.0485967520390231	0.0102333897172946	0	0	0.591812510283969	0.809048908563675	X030697PAXGENEDAY0_L2.LB11
0.038044940345021	0.00601377485486315	0	0.0360298158413415	0.0469276986290739	0.0964863947741574	0	0	0.0854864986596964	0.0576213659940057	0.121054976862029	0	0.403865292782205	0.0116426549414071	0.0385222880385292	0	0	0	0	0.0583042982776706	0	0	0	0.543647296669475	0.839281055304748	X030711PAXGENEDAY0_L4.LB23
0.0508971297926259	0.0114814902963386	0	0.1547482271417	0	0.140011373550568	0	0.0752215538151689	0.0663258437634499	0.0483043246848647	0.0717712993760656	0.00214299214870149	0.285890892252604	0.0109647538840034	0.00777612395042292	0	0	0	0	0.0744639953434865	0	0	0	0.543777617359283	0.839289653395908	X030714PAXGENEDAY0_L3.LB21
0.0287431153152523	0.00260634296844022	0	0.0665518531002795	0.0745048629374863	0	0	0	0.0591283128291781	0.0404951687545255	0.146292594699645	0	0.40840433409604	0.0738308251204522	0.0495503406597898	0	0	0	0	0.0498922495189116	0	0	0	0.517555150202235	0.854716199173272	X04_0152D020uL04_0152_L2.LB11
0.0112146550998308	0	0.00337700918129271	0	0.0257160979914989	0.0630806341631628	0	0	0.0681687723662102	0.0568485987393838	0.131878368571653	0	0.478524101150779	0.0498787191547515	0.0345801400071426	0	0	0	0	0.076732903574295	0	0	0	0.630682066497881	0.781545258379027	X040152PAXGENEDAY180_L4.LB7
0.0409196604885806	0.0125303220025402	0	0.0958282155678143	0.00143805053603693	0.0664054256810082	0	0	0.0718352258733412	0	0.163398490259537	0	0.446977894319113	0.0241490794102139	0.000841807918063663	0.00908021307367262	0	0	0	0.0665956148700788	0	0	0	0.584921919852507	0.81272067259843	X040152PAXGENEDAY360_L4.LB8
0.010058452758875	0	0	0.152445896142028	0	0.112777822939909	0	0	0.0201881776866188	0	0.126592848818886	0	0.469756801605816	0.044102957726033	0	0	0	0	0	0.064077042321834	0	0	0	0.552841272531409	0.832451826080407	X040152PAXGENEDAY540_L6.LB9
0.0593470232999894	0.0119134824175339	0	0.289774011884952	0	0.282025879142457	0	0	0.0670489784996084	0	0.0549238326012868	0	0.174617936806626	0.00510517953973454	0.00634023978088544	0	0	0	0	0.0489034360269263	0	0	0	0.531360266609631	0.846945721739378	X040238PAXGENEDAY0_L2.LB15
0.0473710546665741	0.00679381298026823	0	0.2505926745232	0	0.0960912444358289	0	0	0.145424760874617	0	0.152691008953577	0	0.236586634466488	0.00561172208620482	0.0302999333400729	0	0	0	0	0.0213552547946374	0.00718189887853208	0	0	0.492748914007785	0.870743521510189	X040238PAXGENEDAY540_L3.LB18
0.011347602124216	0	0	0.185458924847511	0	0.147650244101666	0.0245970362440672	0	0.0573417777492684	0	0.153759258894458	0	0.343363618052436	1.00738647360924e-05	0	0	0	0	0	0.0748380228197549	0.00163344130188692	0	0	0.496155851837194	0.867792267174752	X040238PAXGENEIC_L2.LB16
0.0524971653493905	0.0187842810443129	0	0.364750700720742	0	0.125280227047999	0	0	0.113070801260391	0	0.0601037068098732	0	0.219935919278751	0	0.0125022764810048	0.0171822198913753	0	0	0	0.0158927021161598	0	0	0	0.569018875422828	0.82159688791302	X04_0511D025uL04_0511_L6.LB9
0.0688617743225136	0.0361633456843112	0	0.25388235030095	0.00503142959318543	0.162821338553021	0	0	0.148020110713715	0	0.098738149420345	0	0.180470338221708	0	0.0083125791980195	0.00740307181470351	0	0	0	0.0302955121775276	0	0	0	0.503327011145226	0.864219239858946	X040511PAXGENEDAY360_L6.LB12
0.11408032703619	0	0	0.322352944175761	0.000164721483835429	0.129134479389289	0	0	0.148648818680516	0	0.07756699639408	0.0105639705530678	0.155840551737328	0	0.00453447982876571	0.00967417785134353	0	0	0	0.0274385328698237	0	0	0	0.506122659285451	0.86389486177217	X040511PAXGENEDAY540_L6.LB13
0.0334987031819075	0.0126711328103129	0	0.196052292924341	0	0.0716331807489602	0	0	0.0600319362712153	0	0.138495743744129	0	0.380003876791025	0.0183320980880235	0.00188028038932121	0.0063231950090239	0	0	0	0.0540415031627264	0.0270360568790146	0	0	0.440269590624923	0.899499518613274	X040695PAXGENEDAY180_L7.LB19
0.0599049061642867	0	0.0229667776340165	0.0921775544339579	0.0119589764954617	0.0515053188110217	0	0	0.0372727193350159	0	0.0999178740418362	0	0.500896637233769	0.0439683128157298	0	0.0375543875566053	0	0	0	0.0147931473275604	0.0270833881507388	0	0	0.534044210452401	0.844508617458998	X040695PAXGENEDAY360_L7.LB20
0.048232340925153	0	0	0.0738720379121445	0.0852405350702403	0	0	0	0.12336447737435	0	0.149157151949348	0	0.377190558017429	0.0607234361356849	0.0465784866287615	0	0	0	0	0.0356409759868893	0	0	0	0.513230952846365	0.857695618880146	X040695PAXGENEDAY540_L7.LB21
0.0448986025981709	0	0	0.00149655942247845	0.0903887292788297	0.0228550026403225	0	0	0.0416011206628211	0.0571600749094503	0.169576354897529	0	0.458958022087496	0.0325461191571141	0	0	0	0	0	0.0805194143457879	0	0	0	0.514637876081552	0.856543807527809	X040695PAXGENEIC_L7.LB22
0.0373886919155503	0.00538872330758519	0	0.187232927778197	0	0.113031556292086	0	0.00216417560676797	0.0500005722307732	0	0.149671338603178	0	0.306400982441653	0.0410528276860202	0.00579560395338104	0.005665718882588	0	0	0	0.0742556510225797	0.0219512302796409	0	0	0.471043571895275	0.88150096077636	X04_0699D025uL04_0699_L3.LB6
0.0435749210972641	0.00654675751839933	0	0.0742390320719089	0.0135244806344359	0.156532673547005	0	0	0.0820825274959328	0	0.158466959928865	0	0.351975591860291	0.0524684901954624	0.00546863827323488	0	0	0	0	0.05169937660916	0.00342055076804014	0	0	0.553946914615431	0.833841878585583	X040718PAXGENEDAY0_L8.LB2
0.0376733624801415	0.0233168151046711	0	0.103773853742823	0.0475264532826247	0.247005019283323	0	0	0.0397473611172572	0	0.0906944926033748	0	0.316738283820897	0.0367409153495842	0.00273812557046699	0.0100432597415388	0	0	0	0.0440020579032979	0	0	0	0.569506167984306	0.824550167015895	X040718PAXGENEDAY180_L8.LB3
0.0298146325496489	0	0	0.057525140270601	0.0580645088407473	0.203015901195835	0.0138579593354194	0	0.0284274847391502	0	0.109493990195569	0	0.439772196508911	0.011117239800097	0.000837805811653376	0.0114128962141461	0	0	0	0.0366602445382219	0	0	0	0.611119505893388	0.796309887609385	X040718PAXGENEDAY360_L8.LB4
0.0532347831776452	0	0	0.112411091541353	0.106527286833689	0.00796502162176039	0	0	0.155401853778451	0	0.142979994550122	0	0.288229599337217	0.0642381956729288	0.042836321780173	0	0	0	0	0.026175851706661	0	0	0	0.552439278363044	0.835672807361244	X040718PAXGENEDAY540_L8.LB1
